1698642878# #美国是资本主义国家，是有钱人的天堂！我们是人民当家作主人，人民是江山。
1695080904# #这是两次非常重要的会见，老胡看出事来了，咱们只有期望，期望世界和平！
1689385614# #对于副行长说的这些话，我是要打一个问号的，咱们年底再看！
1697153434# #一夜被毁，不可能一夜换新颜，希望涿州灾区人民早日恢复正常生活。
1697149068# #不知道什么是文明，怎么能搞好文明？最后“文明”成了不文明！
1697969437# #基本上不懂，啥都不懂，瞎联系！
1702341194# #有点尴尬，下次提前动员，投票率一定要上来，投票率也是一个社会的重要指标。
1698790872# #联合国还有这个时间？没有哪个国家一票否决？
1694243149# #不可能的！哪有这么简单？类似的传说，历史上经常有，没有一个是真的。
1703034795# #这个是胡锡进吗？怎么变风格了？以前有个事情，这叫资产阶级自由化。
1698234965# #这个时候能离开就离开，能回国就回国，后面局势不可控，会出现任何可能情况，我国已经有四人死亡，六人受伤，两人失踪，不知道这些人目前的情况如何？祖国一直在惦记着他们，为在巴以地区的海外同胞担心担忧。希望大家早点离开，脱离危险！
1703151430# #为什么是20%，不是30%？
1691101944# #意大利退出“一带一路”，主要是受西方国家抵制，并污名化“一带一路”的影响，走自己的路，让他们去说吧！“一带一路”倡议，会越走越宽，越走越长。意大利会后悔的！
1693955794# #大快人心，不但打击了电信诈骗！也解决了东南亚地区社会治安的大问题，希望这是一次斩草除根的行动，对那些诈骗头子，依法严厉打击，该枪毙的枪毙！
1694527586# #说这话的人，真够反动的！
1703829140# #泰国清莱灵光寺（WatRongKhum，中文名称白庙、龙昆寺），位于泰国北部清莱，始建于1998年，如今已经成为世界著名旅游景点。记录旅行100张年度旅行照片微博旅行100计划
1702951313# #转战新媒体，又有平台招兵买马，
1690687988# #我相信，总有一天，世界各国的人们，都纷纷申请移民中国，中国成为其他国家移民、留学、就业、长居的目的地，那时候，中国就真的特别强大了，那时候。你也可以开办一家移民服务公司，为外国人进入中国提供服务。中国人，只往外跑的日子就一去不复返了！
1703140316# #这个问题，早就存在，形象工程。
1702547350# #美丽的太平洋，湛蓝的海水记录旅行微博旅行100计划100张年度旅行照片
1703749054# #民调不是大选结果，继续关注！
1692973823# #日本不听劝告，一意孤行，极端不负责任，危害全世界人民身体健康，如果不立即纠正，必然会遭到全世界人民的强烈反对和抵制，后果自负！
1703597963# #别着急了，明年，美国就完了！恐怕要跌出前三了，中国想不当老大都不行了。哦你有啥办法啊！只有加油了！
1691287087# #方舱医院，拆还来不及呢，他们为什么还要花钱盖？搞不懂！新冠都成大感冒了，口罩都可以不戴了，还建方舱医院？
1691286413# #我国的地震监测系统完备，但是预报地震，还是世界难题，说可能性不大，肯定不会错。
1693154067# #拿脑袋不行，拿证据来！
1693629540# #记录旅行蜀国之都广元，昭化古城的考棚，难得一见的秀才考场，封建社会的考公真严格。带着微博去旅行
1698286207# #这个好物闭眼入天目山小香薯红薯辅食农产品香甜。【推荐理由】天目山小香薯红薯辅食是一款优质的农产品，以香甜的口感而闻名。它采用天目山地区种植的小香薯红薯为原料，经过精心挑选和加工而成。这款辅食富含丰富的营养成分，如膳食纤维、维生素和矿物质等，对宝宝的生长发育有着积极的影响。不仅可
1702276900# #最早照进中国的阳光！你说有多美啊！宝岛台湾，美丽的地方！记录旅行100张年度旅行照片100个旅行必备指南
1690641986# #最近，俄罗斯与伊朗、土耳其的关系，急转直下莫非真要下一盘大棋？战斗民族的脾气又上来了，俄乌战场控制不住了？还是控制住了？
1694251031# #当前谁也不能在东亚惹事，制造事端，必须保持东亚半岛和平稳定。
1698754548# #朝鲜参与解放台湾？什么时候的事？算了吧！朝鲜，还是做好自家的事情，更有意义。
1698333250# #这次哈马斯和以色列的冲突，国际上出现不同寻常的情况，中国的网络大V卢克文竟然被西方制裁了
1698823756# #中国怎么能背锅？我们这么努力，为了加沙人民免遭涂炭。
1698470537# #此情此景！
1691852067# #北京已经行动起来，领导带头捐款，10余万党员干部紧紧跟上，捐款资金950万元，灾区重建家园，拉开大幕！
1702385292# #明天喜迎大雪进北京，瑞雪兆丰年，明年又是一个好年景。
1696670847# #实现祖国完全统一，没有什么筹码和条件，这是历史的必然，赖教授的这种理解太肤浅，好像台湾多买点美国的武器，我们就没办法了一样，这个不是和“台当局”的想法一样了吗？台湾问题，不是两岸力量对比的较量，而是民族自信心的必然要求，是历史使命，是民族振兴的需要，祖国一定要统一，也必然统一。
1698655363# #千万不能提汪精卫，那样你就太反动了，对不对？
1688395606# #带着微博去旅行小城广场美轮美奂，儿童乐园妙趣横生，简单、变化、趣味、健康，太有意思了！就爱旅行
1702359861# #这次的区级议员选举，和四年前相比，完全不同了，对爱国爱港者的大门敞开着，把港独分子分裂分子挡在了门外。保证了香港的稳定安全，港版国安法是守护神。
1697759845# #司马南用什么驳斥？应该派人到前线收集证据，这样就更有说服力了。
1703116345# #国资委怎么会有这么多烟？怎么还会有假烟？
1698371805# #李总理好！
1691804687# #有权力的人，遇到有利的事情，一般都会有腐败发生，这么查下去，可能倒下一大片，工作量很大，实行财产申报吧，简单一点，自己查自己家的财产，超出正常收入太多的，主动退赃，都抓起来，也受不了。
1702982779# #天津规划局的这个答复比较清楚，就是说，名门、水岸两个项目未做规划改变，那应该是说原来开发公司卖房的市场行为都是合法有效的，住建部们发的房产手续也都是合法的。应该是这个意思吧！
1693522798# #这些反华分子可能都没到西藏看过，甚至都没来过中国，他们对西藏的认识，都是来自道听途说，这一制裁，他们更来不了了。中方将依法对造谣抹黑，以及长期插手涉藏问题的美方人员，对等采取签证限制。
1699185093# #先把“掏空者”抓起来，掏空者是罪魁祸首，没有掏空者的掏空，看空、唱空，都是一场空！股市天天往上涨，他看空、唱空，也没人信。所以就抓“掏空者”！全部抓起来。
1695220558# #子承父业当记者？不可思议！这个能是胡锡进女儿吗？感觉不会这么安排。
1690886131# #宁夏高速公司辟谣了，没有人说过西红柿不让走绿色通道。这个小视频，可能是有人故意制作的假消息，既然造成恶劣影响，应该追查视频制作者的责任。太恶劣了！误导了很多人。这个声明在7月8日就发布了，不过不是打印，也没有公章。
1697736758# #你说是骂拜登吧？骂特朗普？
1702908702# #三个人就有一个中产？又农民工算进来了？
1698286459# #超级购物节清单新疆黄油坚果大列巴核桃仁葡萄干早餐400g/条这个好物闭眼入。【推荐理由】【西域美农】新疆原味切片列巴400g买一箱送一箱果仁夹心不添加防腐剂现做现发独立包装。【推荐理由】真正新疆风味的切片原味列巴。用料足，现做现发，保证新鲜。关键是配料让人放心，当早餐很棒，切个三四
1698646190# #逝者为大，不要评论，吴专家确实很辛苦，不容易！
1697788284# #他想要军火，我们还给不了。
1698961222# #一下子退回到70年前了，到刚解放那会儿，满脑子不仅仅是阶级斗争，还有改造知识分子，社会主义改造运动。
1691108974# #也不能今天掐脖子，明天输氧，楼市最怕的就是折腾，因为这个题量太大了，折腾起来，真受不了。
1697083723# #房地产企业纷纷暴雷，透过现象看本质，为什么有些企业能躲过危机？
1691286108# #山东德州5.5级地震，周边河北地区民众反映震感强烈，窗户门子发出异响，手机发出了地震预警信号，许多民众到室外广场马路避险。祸不单行，洪灾还没过去，地震又来了。
1696248224# #中国没有挑战美国，也不挑战任何国家，中国一直认为，中美不是竞争的关系，地球足够大，容得下中美两个大国发展，协作共赢是我们所追求的目标。
1691881609# #有军事活动，应该是划出禁飞区、禁航区，清空？怎么清空？南海这么大，远处有条渔船，有条运输船，也看不见啊？并且海上的船都是在运动中，清不干净啊？如果真要打仗，炮弹打过去，即使有人不听劝告，进入了禁航区，也会立刻四处逃窜。
1702559303# #这是要和国际接轨？
1699089491# #你说的都不是！
1693612257# #我就问问这400美元是平台给呢？还是日本大使馆给呢？有人拿到钱了吗？为什么不给人民币？美元不能流通啊！我不发，我就是问问。
1695913342# #说张煜医生沽名钓誉，良心啊，还有拿自己的身家性命沽名钓誉的？虽然我不完全同意张煜医生的观点和方式，但是，他啥都没有了，你还说他沽名钓誉，哪里有名？誉在哪里？
1696570238# #记录旅行打渔归来，台湾的渔港码头拍卖会，很传统的一种交易方式。带着微博去旅行十一种草大会
1689261930# #有人问，俄罗斯发布这张图片是什么意思？有人说是，智力测试，猜猜哪个是真的？有人说是，释放的烟雾弹，让敌人搞不懂真普京在哪里？你怎么斩首？还有人说，是普京班子讨论会，研究一下，下一个出场的是谁？
1693285356# #他的意思是说，日本人天天都在喝福岛核污染水，怕中国人去了水土不服。
1693870488# #天天都看到这个谐音梗，大标题也用谐音梗，这个是什么意思？防患未燃？就是说不用防患“燃烧”？
1689256180# #彻底完了吗？怎么破局了？拾不起来了？
1702525562# #如果马杜罗能成功，并被世界认同，那么，我们也有很多工作要做。但是，有这个可能吗？
1703214020# #免签后，在泰国旅游很方便，但是务工经商办企业，需要相关手续，切记不要违法，很多中国人在泰国生活，他们都生活了很多年，很有经验，想务工经商的，一定要办好手续。
1698206696# #记录旅行走进台湾看高雄，大楼码头展览馆广场，你还能说像五线小县城吗微博旅行100计划100种祖国的美
1696569503# #不用解释，谁都知道怎么回事，就是这么回事。
1691287642# #间谍这么多，说明汉奸多，汉奸多，说明叛国的人多。历史上。汉奸最多的时候，是抗日时期，那时是英雄辈出的时代，也是汉奸最多的时候。
1703478765# #对西方人来说是平安夜，对我来说是长津湖战役胜利纪念日。缅怀抗美援朝牺牲的先烈，继承先烈遗志！
1703946266# #为人民服务和以人民为中心本质是一样的，但是意义也有区别，更深刻了，也更全面了，人民的地位更高了。人民才是历史的创造者，推动者，人民万岁！
1699050864# #张维为不是经济学家，他应该没有学过经济学，宏观经济学、微观经济学、货币银行学、国际贸易学，否则不应该是这个思维，不应该这么认识经济问题。
1699189479# #从来没有听说过“九六共识”？应该也不存在什么“九六共识”，九六年是个重要时间节点。“九二共识”是两岸和平发展的基础和定海神针！
1695094808# #光刻机工厂，原来又乌龙了！华为60手机是个奇迹，这个是真的！
1694006075# #有些人获得了外籍身份，还拿着身份证，在国内转悠，造成事实上的双重国籍。
1697201698# #记录旅行这样的民宿你喜欢吗？微博旅行100计划酒店打卡
1689597876# #正儿八经滴告诉你，责任全在美国！没有美国威逼，朝鲜是不会拥核的。如果没有韩国的存在，朝鲜也就不用全民皆兵了，先军政治，把资源全部投入军事需要，老百姓日子苦不堪言。美国真是太坏了！美国是罪魁祸首！
1690503674# #我的意思是，我们每一个人都应该反思，这些毛病，我们每一个人多多少少都存在。不知道，这么理解对不对？
1688550980# #牵手门事件，结局挺喜庆，胡书记还是一个热心肠。这段片子确实不错！可以作为一个经典之作，成为教科书的案例。拍摄过程，就有故事性。
1691666691# #这得坑多少人啊？不可思议！
1702361505# #这是啥打法？像3000年前的古战场，用粪汤当武器！
1694584077# #这个孩子是00后了，前几天看到一篇文章，看到已经变老的父母，一个80后的儿子对父母说，我会给你们请个保姆，或者送到养老院，我会孝敬你们的，但是，让我倒屎倒尿，我做不到了，因为，小的时候，你们就没让我干过这活。说的还挺实在的！80后的孩子们都当父母了，他们和他们的父母还真是不一样。
1692162217# #龙凤娘鲜榨米酒汁客家糯米酒纯粮酿造甜糯清爽自然原香这个好物闭眼入。【推荐理由】这是一瓶经过客家传统工艺酿造的龙凤娘鲜榨米酒汁，选用了上好的糯米为原料，酿造出了一款甜糯清爽的米酒。它以其独特的自然原香，成为了品酒爱好者们的首选。。【现价】43.9元。【拼团价】41.9元。
1688336100# #我们一直自信满满地认为，我们不可能掉进中等收入陷阱，我们有高招，我们找到了破解中等收入陷阱到密码，但是，现在，种种迹象表明，我们似乎也走到了中等收入陷阱的边缘。
1689813130# #善意提醒，也是警告，不要越界，也不要突破底线。
1698619407# #任总一席话，惊醒梦中人啊！脸疼不疼不要紧，关键是脑子要清楚，不要夜郎自大，也不要井底之蛙。
1697468431# #这个好物闭眼入【应季水果，冬枣来了】山东沾化冬枣5斤装应季新鲜水果...。【推荐理由】这款山东沾化冬枣5斤装，应季新鲜水果，新鲜现摘，每一颗都蕴含着丰富的营养和独特的口感。它的特点是脆甜可口，让人一口咬下去就能感受到枣子的香甜滋味。无论是作为零食还是配餐，都是不错的选择。。【现价】4
1698274777# #目前，还没有中国记者和中国籍联合国工作人员牺牲，真主保佑！如果双方不能停止战斗，未来还会有更多的无辜者被打死，他们是被谁打死的？目前，往加沙运送人道主义援助的车辆排成大队，希望双方能保证国际救援队员的安全。
1697498683# #这三件大事，都没有涉及俄乌战争，又和俄乌战争有关系，符合中国利益，也有利于世界和平发展。
1702966951# #再去泰国看看！
1699313875# #英语退出四六级考试，和主科地位，最大的好处，就是英语可以按照语言的规律学习了，不是按照考试的模式学哑巴英语了，不是说英语就不重要了，就可以不学了。需要的人，肯定要学，不可能放弃！
1699255494# #记录旅行在台湾坐长途大巴旅行，路过南投县竹山镇，看看乡下的风景微博旅行100计划100个旅行必备指南
1697433918# #北海市政府连这个事都管不了，20年了，都没有改变，你说他们，让我怎么说？泰国免签了，去泰国转转，可能花不了这么多钱。
1689472819# #赵立坚不是调到边疆司了吗？又回来当发言人了？
1689807565# #这，又让我想起了司马南做40多期节目搞联想的事情，联想理都不理，你说这是为什么？
1703548683# #小马科斯年初就任总统以后，首先访华，表现出来的是对华友好，回去之后，怎么就变了？加强了与美国的结盟，不断在仁爱礁挑事，看来，后果很严重啊！
1690067553# #人的一生会遇到很多的好人，我说的是好人，有的还是你的贵人。一个好人，一辈子最大的悲哀，就是冤枉了另一个好人。特别是，当他最后了解真相之后，会很痛苦。但是那些坏人不会有这个想法，这是判断一个好人和一个坏人的试金石。当你不知道自己是好人坏人的时候，你就看看，你对那些，别人都认为是好人
1689862507# #献了青春献子孙，把国家的事业，当成自己家的产业，精心经营，恪尽职守，子承父业，堪称典范。
1698538302# #红星路上第一束鲜花的，是一位妈妈和她的小盆友，致敬！良知，少年强，则国强！
1694587234# #医疗圈确实存在不少黑幕和问题，但是也不能把医疗圈说的一塌糊涂，现在到医院看医生，有病状，大多数时候都是做检查，当然，这也不是过度检查，检查以后，就清楚了。又大多数时候，医生都不给你开药，只是给一些建议，能不吃药别吃药，不到用药维持的时候，不用吃药，北京的医院很少有过度开药的情况。
1690035624# #记录旅行台北的早晨，很多人推着轮椅狂公园，就是要过好每一天！带着微博去旅行
1694700389# #这个事情怎么理解？应该有个规矩，就像奥运会进场一样，不能说，他们想放哪里，就放哪里！当然，也不能我们想放哪里，就放哪里。所有国家一律平等，旗子放哪里，都是伟大祖国的象征。放中间是众星捧月，放边上那就是排头兵，引航者，引领世界前进的方向。
1702730745# #他儿子在学校死了，他应该怎么办？他儿子死在学校了，学校应该怎么办？对每一个家庭来说，如果孩子不在了，天就塌了！
1689172937# #美国方面，口口声声也是这个意思，你觉得可能吗？中国会被美国的竞争战略吓倒吗？同样，美国会被中国逼到谈判桌上来吗？
1698889987# #有什么资金成本？
1692276063# #中华文化的博大精深，主要体现在怎么做人，怎么做事上。不是说，外国人做得怎么有人情味，我们的传统里面都有，我们现在确实需要向老祖宗学习。
1703309932# #前几年，专家建议，六个钱包买房，现在又劝人六个钱包养娃，出这个主意，也不动动脑子！
1694622670# #等了半年，等来个寂寞！以前都说“有关部门”，你也不知道是什么部门，今天又造出一个新词“主流部门”，哪个部门是主流？哪个部门是非主流？
1697614146# #张教授这种比较很容易被喷，站不住脚，比如，有人会说，他们可以持枪，我带个水果刀都不行。其实，关于民主和自由这个问题，不能这么比较，没有谁更民主，谁更自由，每个国家都有不自由的地方，不民主的方面，每个国家的制度不同，民族传统不同，观念信仰不一样，都有自己民主和自由的方式和选择。说我
1699155704# #不容易，珍惜！
1702903891# #确实独立的董事，上市公司人事变动，必需公示，实事求是，没有毛病。
1697618458# #记录旅行北京旧城生活区，和你们那里一样吗？老百姓的日子就这么简单快乐微博旅行100计划100种祖国的美
1692192420# #医药代表这个词又被毁了，特别是女的当医药代表，以后没人敢承认自己是医药代表了，特别不能问一个女士，你是医药代表吗？她会骂你的，你全家都是医药代表！
1689736596# #不下一番功夫，还真搞不清楚，有的学校很小，级别很高，也有的学校，培养的学历不高，行政级别也很高，你真的搞不清楚，太复杂了，学校级别研究，可以开一门课程，作为博士论文开题，也没问题。
1693961752# #怎么会有人胡说八道，藏南这块土地始终都在中国地图上，几百年都没有离开过，如果地图上没有了，那不就等于承认，它不属于中国了吗？你怎么可能说，今天画进来，明天画出去？地图能画着玩吗？十多年前，我就从雅鲁藏布江大峡谷入口的派乡翻越多雄拉山口，走拉格汗密徒步到背崩，然后进入墨托县城，这是
1698497131# #你说的什么？和本案有关系吗？
1694740654# #有这么两个超级时评大V的存在，就是一个笑话，除了嘴皮子“爱国”之外，没有任何的说服力，又像高级红，又像高级黑，莫非他们真的就这个水平？还是假装的？有点脑子的人，都是哈哈一笑，他们说的好像还和真的一样，演的真好！
1702584915# #美军撤退了，没有国家再去填补空白，塔利班长期执政，就是无人能改变的事实。塔利班的胜利，在中国媒体，曾得到一阵热烈的追捧，有些人甚至称其为阿富汗的解放军。现在这些人不这么说了，又开始挺哈纳斯了，把哈纳斯比喻成敌后武工队。阿富汗免签之后可以过去走一圈，深度考察一下，亲眼看看阿富汗的
1689553265# #通报来了，落款单位有意思，办公厅还有直属机关纪委。
1694093238# #记录旅行蜀国之都第二都，昭化古城，一个有烟火气的古镇。带着微博去旅行
1692761611# #确实，58万人参加，那还是演习吗？
1691276193# #祈祷舒兰县失联干部平安！京津冀和东北暴雨已经造成多人遇难，多是救援队员和当地疏导群众和查看灾情的干部，他们不幸牺牲在抗洪救灾的第一线，是真正的人民英雄！党的好干部！
1698625602# #原来天天见，现在都认不出来了，岁月催人老，好好珍惜吧！把每一天过好。
1688090053# #啥东西？我吃过没有？
1696643469# #这次麦卡锡被罢免，在美国历史上也是首次，但是，在国内却异常平静，没有什么叫好的声音，这些人傻了？还是聪明了？反应不过来了，不知道说啥了？
1699273091# #日本把核污水直接排到菲律宾算了！这事，你们俩商量吧，南海你说了不算！
1697697204# #巴勒斯坦的情况，要比中国的情况复杂的多，巴勒斯坦至今还不是一个真正意义上的国家。
1698300077# #古特雷斯给巴（哈马斯）以冲突的性质和责任定调。你觉得这么说，可不可以？
1702947145# #摆拍可以，恶作剧也可以，但是，要有个度，纯娱乐的没问题，如果影响到大众的价值取向，造成恶劣社会影响，那是绝对不能允许的，要是都这么没有底线的干起来，这个社会成何体统？不过，还是要批评教育为主，有些人想出名心切，把握不住界限，只要深刻认识，反省悔悟，应该允许他们犯错误，改了就是好同
1692430211# #记录旅行锡林郭勒草原行，天边的草原乌拉盖，带着微博去旅行去大草原撒个野
1698620313# #这个表，谁统计的？准吗？比最低工资多一倍，是在职工平均资的一半还不到。
1698298067# #这几天，大家都在讨论免职的问题，现在给大家说明白了，免职不是处分，撤职才是处分，每一个官员都要免职，无一例外，不管你当多大官。免职的原因有很多种情况，有的当大官了，就把现任职务免了，有的人腐败落马了，也就把官位免了，有的人死了，有的人辞职了，都要把职务免了。
1697696085# #扭转这个印象，其实也不难，中日两国一衣带水，都是搬不走的近邻，只要搞几场中日友好的活动，看到风头不对，墙头草就倒过来了，民调数字也就好看了。
1703031718# #当代雷锋，当年雷锋在卡车上学习，现在青年在地铁上学习。学习毛选，心明眼亮，什么事，都能看明白。毛主席的书，我最爱读，白天晚上下功夫。
1692607210# #千年大计是教育！中央纪委国家监委紧急发布通知，宣布将对教育系统的腐败问题进行严查，并采取坚决措施予以严惩。这一消息立即引起了公众的广泛关注和期待。校长们、院长们、博导们先自己查查啊。最不该出问题的，一个是教育，一个是医疗，首先开始反腐了，其他领域也会陆续开展，反腐进入新阶段，沉舟
1698795922# #感谢合肥，感谢郑州！全国人民与你们在一起，我们的心在一起。
1691449514# #这个查起来不难，但是，查不如不查，改进自己工作，做得越来越好，比什么都强。
1690010812# #记录旅行台北街头过马路，人行横道向左看，走进台湾，看台湾，了解台湾，认识台湾。带着微博去旅行台湾旅游
1698286192# #超级购物节清单云南草莓番茄铁皮柿子西红柿果肉饱满酸甜可口这个好物闭眼入。【推荐理由】有人说，小时候的味道就是西红柿拌糖，简直是儿时的一大幸事儿！也有人说，儿时的番茄味让人超级怀念，酸酸甜甜，直接洗洗就吃，鲜嫩爽口~。。草莓番茄，又称铁皮柿子！是云南楚雄元谋的特产，和普通番茄大不
1688602170# #关键是要入心入脑入魂，靠制度都不行，他们会改，如果只是一时的宣传活动，搞形式主义，就没意思了。不要一朝天子一朝臣，这个书记走了，换个书记又变了。这是我的忠告！
1690584261# #这张科技成果，令人毛骨悚然！真怕有个什么意外啊！
1694042303# #道路通了以后，检查站是不是也要跟着建起来？如果能取消检查站，就好了！进京证，可以通过摄像头进行控制检查。
1702361272# #真打倒了，再也站不起来了。
1690691590# #党报纷纷评论刀郎新歌罗刹海市。
1696120944# #国际社会应该欢迎俄外长的讲话，他甚至都没有提到明斯克协议，直接退到独立宣言，不管怎么说，态度还是很积极的，为和平谈判打开了大门，俄乌战争结束的日子不远了。最失望的，可能是国内的宋某平、李某丽、司某南、石某平等一些军事大V博主。
1689808697# #这是世贸已死，人们开始寻求新的出路，原来的一个联盟，正在转变成若干个小圈子。
1703687031# #选举不选举，在这个问题上都不能马虎。
1691916237# #这个人还活在45年前，啥都不懂啊！啥都不学，我建议，自己花点钱，到党校学习三个月，先把什么是中国特色社会主义搞清楚。自己花钱印象深，免费学习，估计也不够条件。
1689381285# #印度的高铁水平确实跟中国有很大差距，但是，每个国家都有自己的优势和劣势，有自己的长处和短处，不能拿自己的长处和别人的短处比。要多看别人的长处，向别人学习，虽然印度综合起来看，跟我们有差距但是，也有很多地方比我们强，比如农业方面，印度基本自给自足，还能出口。比如高等教育，印度人才在
1691044246# #北京和河北灾区，今明两天，还有暴雨，注意安全吧！
1703550293# #打不下去了吧？
1695115878# #低级红高级黑的这帮人，暴露了！他们不是爱国，他们是给祖国找麻烦的！
1699512772# #这几年有三次重大事件，能检验一个人的政治水平和判断能力，特别是他的价值观和学术水平，一次是拜登当选以后，当时有些教授的表现，兴奋的就像到了解放区一样，他们在央视上的灿烂笑容，至今让我记忆犹新。第二次，就是塔利班趁美军撤退，势如破竹在全国节节胜利的时候，有人把塔利班比做解放军，也是
1698623579# #美国炸鸡挑战中国的麻婆豆腐，你说谁赢？
1703312932# #就是应该清理与改革开放政策不一致的规定、制度、办法，从思想上和行动上，保持与改革开放基本国策的协调一致。
1702400278# #菲律宾最近挑衅升级了哈？他想干什么？哪来的这么大胆子？看来是需要教训一下了！
1693169701# #科学种田，保护环境，非常对！但是，老百姓担心成本会增加，有说法，化肥对农田也会造成损害，对化肥有没有限制？
1688432833# #这个人怎么像个奸细啊？
1702359011# #从基础设施上看，美国确实太落后了，不仅仅是高铁，高速公路、地铁、摩天大楼、城市公园，美国都远远地被甩在了后面。很多人去了美国，回来就说，美国的城市没有自己家乡的三四线城市像个样，还有的说，美国就像一个大农村。
1702764837# #这么便宜，买一套，但是，不贷款买。
1693528357# #这个情况不能出现，不能允许出现，中俄两国的共识基础就是反对三股势力，防止颜色革命，维护政权和社会稳定。
1689550716# #护栏这种公共设施，本来就是政府负责维护，在使用过程中，出现问题很正常，坏了，你们修就行了。汽车在马路上跑，汽车税、养路费（含在油费里了）、保险费都交了，意外撞上护栏了，不该你们自己维护吗？还让你们讹上了！你这个行为，你这个形象，糟糕透了！
1688336279# #下一个是把有关负责人撤了！
1697196434# #记录旅行河北农村中秋庙会，搭个舞台唱起来，现代京剧铁梅唱段，仇恨入心要发芽微博旅行100计划100种祖国的美
1699531801# #哈马斯能这么毫无人性吗？
1689936769# #标题党！骗人没商量！傻子就会上当！你信了吗？
1703730721# #了解了旧金山高峰会谈内容，才会明白很多事情。
1692425118# #记录旅行环境真好，公园里都有野兔子跑了，不要打扰他们，千万别追赶他们，人与动物和谐相处。带着微博去旅行
1689597132# #尹锡悦的目标，把韩国变成另一个日本，所以，韩国开始模仿日本，这一步走的确实够大。
1690561122# #奥林匹克精神是让政治远离体育赛场，我国的体育方针是，友谊第一，比赛第二。中美关系解冻，就是从乒乓球开始的。你想看到一个什么样的大运会？是团结、和谐、欢笑、喜乐的运动会？还是充满火药味和愤怒情绪的运动会？让日本运动员，把中国的愤怒带回国好呢？还是让他们把中国的友善带回国好呢？当中国
1697770085# #这是多大的村子啊？比一家国企还有钱！养出这么一个大肥猪！
1703030816# #确实有人在唱响经济，也有人在唱衰经济，这都属于口力劳动者。不管经济行不行，这些人都赚钱了。
1696498020# #也欢迎美国众议院组团来华访问，多来几次，就不会全票通过反华议案了。交流就好，事实胜于雄辩，美国的议员对中国了解的太少，又很片面，所以，让他们看看真实的中国，有必要，有好处。
1692338730# #记录旅行锡林郭勒草原行，乌拉盖的九曲湾，大草原里出平湖。带着微博去旅行去大草原撒个野
1702537391# #100张年度旅行照片转发这个好消息！玩起来，转起来吧！
1696512691# #为什么要让外国资本家赚中国老百姓的钱？反了吧？应该让他们降价才对啊！还怕他们从中国赚的少吗？他开的越多，赔的就越多，怕啥啊！
1692840991# #这是真的吗？阿根廷右翼分子当选，中国阿根廷关系要翻车？
1690151293# #什么原因？抽奖没有合格中奖者？转发就能中奖啊！
1697519346# #记录旅行一个受欢迎的服务区，有些人很需要，安全省钱不违章，太方便了微博旅行100计划100种祖国的美
1696917662# #把陈行甲和司马南弄一块？你让陈书记怎么工作？这不是给陈书记挖坑吗？
1690936101# #在太大的自然灾害面前，有时候真的无能为力，祈祷涿州平安！涿州也是这次暴雨的重灾区。
1698279856# #记录旅行满山红叶似彩霞，红叶堆满半山坡，遇到网红打卡地，拍照留念做直播微博旅行100计划100种祖国的美
1695265021# #这是什么狗屁逻辑？58.18%的支持率，还迎来坏消息！
1688884814# #保定的公交也开不动了！
1699572611# #爱沙尼亚将会步拉脱维亚后尘？
1702552757# #这个情况比较普遍，每个单位都一样，外来的和尚会念经，所以，觉得自己还行的人，要不断地调工作，不能一棵树上吊死，可能有时调的单位不是很好，但是，远景看，是对的。
1689741644# #依法办案！坚决打击！脱离了法制的轨道，你想，你能跑的快吗？
1698547108# #我吹过你吹过的风，我走过你走过的路，这个世界这么温暖！
1689481225# #是个用心的人，也有水平，值得尊敬！
1696635892# #卖淫嫖娼屡禁不止，贪官权色交易层出不穷，有权有势有钱的人，三妻四妾包养小三，全国人大代表多次提出色情产业合法化，通过的几乎没有，你怎么看？
1699276061# #如果破局，就可惜了，毕竟还是释放了诚意，应该往前走两步啊！
1697172065# #记录旅行一个台湾农村社区，有火车站，还有天然植物蜡染坊，可是村里的商业街不景气了微博旅行100计划100种祖国的美
1699497903# #如果这个消息准确，那对中国，对东亚，对世界，都是好消息。
1688598377# #美国刚给台湾输送了4.5亿美元的先进武器，你说中美关系回暖了？拜登和布林肯的谈话，你看看多么疯狂，你说美国服软了？事实上，从机场红线和接待布林肯的方式看，中国确实硬起来了，这确实挺振奋，但是，说美国服软，绝对是误判！如果真的这么认为中美关系，那就是要吃大亏的！
1698884077# #今天的天安门广场已经下半旗致哀！
1691880885# #占豪的眼里天天都是打仗，目前情况下的出访，肯定是处理危机，解决问题，想办法避免打仗，就是不知道能不能成功，但是肯定要努力避战。如果要打仗，直接干就行了，何必破费！
1697681536# #退休不等于安全着陆，一辈子老老实实才能保平安！
1688834997# #你这个有官方消息吗？WHO已经在第一轮调查中，否认了实验室泄露病毒的可能性。如果是美国发明的生物武器，也不用担心，因为他们都是为了消灭本国人的，这一轮疫情，美国死了100多万人，是死亡人数最多的国家，他们不怕，我们怕不怕？
1697876931# #这是个鬼命题，反抗不反抗，你敢来试试吗？
1690087728# #这个文章一口一个美国业主司马南，这个小房子司马南已经承认了，所以应该在个人介绍中，加上这一句，完整表述成，“中国公民、北京市民、东城居民、美国业主、司马南”，这样，就完整准确了。
1689245173# #如果司机去厕所，被你拍到，你肯定说，可怜的司机，过道里都没有他的位置。
1696036371# #看了一晚上许家印的事，这么好看的晚会错过了。你看了吗？看回放吧！
