1699178680# #阿拉伯联盟国家，原来的老大是埃及，现在是沙特
1692853288# #转发微博
1697078809# #转发微博
1696290621# #转发微博
1701657477# #中国地理上有天然的南北阻隔，却可以形成统一的民族认知，可见中华文明的伟大能量
1696723201# #埃及谈判代表通知以色列：。如果以色列在加沙地带采取地面行动，真主党将加入战争支持巴勒斯坦。。这次冲突非常突然，阿拉伯国家都在声援巴勒斯坦，哈马斯的行动也是特别坚决，以色列伤亡惨重。形势发展的走向很诡异！
1702517881# #转发微博
1696290114# #这位印度同志你好，有些事情知道就行了，说出来就不好了
1701503594# #不知道该怎么评价，要说卫生，属实是不卫生，要说去管理，好像又有点太宽了，无法评价。
1688883221# #1450又集体哑巴了，怎么解释
1691118852# #转发微博
1696635272# #如果我没理解错，是不是就是全年7：30——22：30呢？
1697875629# #乌克兰的反攻基本结束了，从战果上来看收效甚微，单从其他几个侧面来看，俄罗斯也到了极限值，比如，俄向朝鲜求助，中东乱局等，这时应该是拼耐力的时候了，双方的妥协点不是乌东四州，而是克里米亚，但现今的乌克兰已不能接受，所以还得持续绞肉~
1694227205# #昆明烂尾楼冠绝全国
1693294868# #转发微博
1700633351# #相比于足球，科技、制造、工业等方面的强盛应该更重要吧
1699405389# #转发微博
1695339002# #1949年复选的38面国旗，最终复字32号入选，稍作了修改！让我们记住国旗的设计者——曾联松
1698020754# #世界各国首都的常住人口排名(前20)。值得一提的是孟加拉国的首都达卡，面积为360平方公里，但是人口高达2250万，平均每平方公里就有6.25万人，是世界上最拥挤的地方之一，孟加拉国的人口密度也高居世界第一。
1701934521# #中国历年网红
1692284993# #谁能解释一下，夏威夷大火为什么只烧房子不烧树木？
1702998158# #大漂亮的NASA，。China的中国航天，。白发苍苍对年轻少壮，时间在谁手里，未来在谁手里，肉眼可辨。
1689749196# #转发微博
1690329822# #缅甸为什么搞不定缅北电诈？
1691629446# #第七次人口普查福建外来人口中外省来闽人口省际分布。
1702213878# #余承东称华为明年会推出颠覆性的产品，改写行业历史，你觉得具体可能是什么产品？
1700716884# #怎么是这座次，淮扬菜在所有这些人的对面吗？
1696807650# #转发微博
1694472315# #汉朝的“西域三十六国”是哪些
1692864032# #1450又能挣一笔了
1692175241# #江西这地形，比山西猛多了
1697758200# #以色列外长称，战争结束后，不仅哈马斯会消失，加沙也会缩小。。以色列成功的从先辈的身上学到了经验——把巴勒斯坦变成了各种集中营！
1703219577# #那些百看不厌的影视片段——宋振涛强行送人头
1703991493# #这个不好对吧
1699499949# #转发微博
1695264297# #诋毁努力，诋毁勤奋，诋毁奋斗，诋毁交警等公务人员，攻击高考，宣扬西方那套所谓的自由和文明，无限放大失败者的个例和底层的不幸特例，抹黑所有的成功人士，称他们都是有关系有背景……你要说没有境外势力，我是不会信的。
1696807631# #转发微博
1694851267# #真有钱人就是在大俗大雅之间随意过度酷
1702597964# #让你把第四艘给了江西，这下把人逼急了吧
1689495897# #世界各国征兵身高最低要求，以为都要180呢，原来142也可以当兵。中国居然比美帝还高
1697770505# #各省对男生的叫法，你们那里是怎么称呼男生的，我想起了天津对女生的神奇叫法——结界dogedogedogedogedoge
1703292365# #此图无文案，华为加油！
1700819569# #为什么生物都是对称的，有没有不对称的？
1701141599# #最猛的是哪个？
1698897704# #转发微博
1698825134# #灯塔国的新型销售模式，将店内所有的商品全部藏匿于其他地方，然后货架上只摆出商品的照片。。顾客如需购买，就按铃呼叫店员，说出自己想购商品的种类和数量，然后店员再将商品送去。。。看看人家文明国家这种销售模式，值得我们反思并学习，主打的就是一个抽象，我们这样的落后国家永远也学不到。
1689899947# #世界十大超级工程
1697445918# #中国最穷省份榜单出炉，甘肃毫无意外“高居榜首”日常
1702687470# #我是因为不喜欢清华的大门，你呢？doge
1692863492# #分享图片
1703594430# #哪的人最爱吃香菜？
1702081464# #清代（1820年）新疆3D地形地图
1700018597# #这……是p的吗？
1701135570# #无敌队列
1697339505# #犹太人真相——分享知乎上一篇分析"犹太人"的好文章！我可是一字一句看完了。涨姿势以色列巴勒斯坦冲突
1694481150# #实名制是关键
1701916988# #从古至今各省市自治区代表诗人，没看到李白，很多没听过的
1691633158# #清朝历届军机大臣一览图。
1703283645# #承蒙大家厚爱，我这条“最热微博”记录下的回忆才分外珍贵。2024与我一起用超光影记录超影像！一起来
1703123992# #转发微博
1702687592# #转发微博
1696638632# #我国人民币演变历史，共五套
1696807473# #沈阳这么多大公司？
1693148228# #转发微博
1693359300# #历史上9位死的最惨的帝王
1701310794# #要是我，整不好也是这个表情允悲允悲
1697860171# #世界上使用筷子的国家
1694440307# #大间谍梁成运，将永远钉在民族汉奸的耻辱柱上
1690680402# #云南辛苦了
1702017203# #看图识人，这是谁？
1699687454# #中国人口14亿，美国人口3.33亿，俄罗斯人口1.4亿，中国人口是美国的4倍多，是俄罗斯的10倍，但碳排放份额总量才是美国的2倍多，俄罗斯的7倍多，所以还是低很多，应该继续争取，我强烈支持丁院士的观点！
1697431674# #转发微博
1702350534# #这个国家的优点和缺点太明显了。优势：省内平原多，大江小溪多。这个国家的优点和缺点太明显了。。优点：省内平原较多，大河大湖较多，具有灌溉、航运、旅游、渔业等多种价值，起到环境治理作用。。缺点：陆地和海岸被山脉阻挡，全国只有一小部分地区通海。。朋友们，你们有没有想过这是哪个国家呢？
1695617864# #确实受到感动赞赞赞
1694924258# #与时俱进
1691027645# #分享图片
1703660248# #还得看江浙
1694141583# #转发微博
1693231479# #网传这是重庆一小伙通体纹身
1702887481# #劳荣枝被执行死刑，小木匠妻子：大快人心！
1700194423# #我们的剑扎穿地球从美国破土而出！酷酷
1691286714# #世界各国人均月薪排行榜！
1697275186# #以色列平民巴以冲突以色列巴勒斯坦冲突
1703029342# #“十步杀一人，千里不留行”如何？
1692703760# #照加拿大这个烧法，离全国都是熟人不远了
1701477129# #猜猜这是什么成语
1702553773# #中俄军机进入棒子防空识别区？
1690856696# #巡边之旅——中国的这两条国道值得尝试
1699957705# #转发微博
1690006481# #转发微博
1692318200# #国内主要城市夏天舒适天数排行榜（1973－2021年综合排名），昆明84.98排名第一☝️，呼和浩特排名第二，兰州排名第三。以后夏天就按这个标准耍起来。
1689749452# #各省每天人均花多少钱，吉林人这么省吗？
1691118944# #真心不懂，还能用来吹什么？
1692423025# #转发微博
1702889437# #清朝后宫嫔妃粮菜份例一览，说实话，都不如今天普通人家的伙食，可见生产力得到了巨大的发展。话说发那么多的茄子干什么？
1695682103# #电动车和燃油车能量对比
1700088653# #表妹学画画八年，这是她的毕业大作！咱也不懂，咱也不敢问。doge
1699014023# #好消息
1702818229# #这个故事告诉我们，吃点醋就吃点醋，不要急
1693623859# #转发微博
1693986641# #“封锁吧，封锁十年八年，中国的一切问题都解决了。”当年有多少香蕉人和1450嘲笑我们。
1693274109# #转发微博
1692144193# #转发微博
1694490091# #江苏爆表，广东让人不解
1699867074# #全球各经济体预测——印尼开挂了吗？
1699259637# #美国，竟然是世界上最大的石油生产国
1700188045# #这标牌，中国人真的毫无压力。
1699880631# #不收拾不知天高地厚，缅北四大家族这个时候纷纷表态杜绝电诈，解救中国人，早干什么去了
1697241315# #转发微博
1693471312# #屁股坐着一栋楼
1703076904# #接下来压力给到了美国方面
1693274467# #全国各省最著名的两座城市，你认同吗？
1703377285# #你们那里冬至是吃这个吗？
1702126140# #你还别说，还真是这么回事
1689074146# #其实山河四省的人口，加起来也三亿多！
1702855146# #转发微博
1702252202# #欧洲的未来？
1700791278# #新式歇后语
1700544725# #转发微博
1703565978# #2004年中国🇨🇳制造业占全球的8.7%，美国🇺🇸制造业占22.3%，几乎是中国的三倍。2010年中美的制造业份额几乎持平，随后中国开始超越。2018年中国制造业占28.4%，美国制造业下降📉到16.6%。到2023年，中国制造业份额应该超过了美国的两倍。
1700007446# #各省第一大湖面积
1691893333# #各省痔疮患病率，湘菜要适可而止呀
1697980004# #无法访问抖音海外版的国家
1699435773# #10月份各城市轨道交通客运量
1692936058# #当我不想学习时，我就会看看刘慈欣这段话。
1689924084# #转发微博
1694775977# #转发微博
1692748939# #转发微博
1694920550# #看到你，我每次都会跟着一起开心地站起来
1695253729# #辽宁出乎意料，云南也出乎意料！
1696073137# #就冲他吃了好几年，我就果断买了
1695193381# #所有为了民族独立和国家富强而前赴后继的人，都是民族英雄！
1695710196# #转发微博
1700099876# #舌尖上的清朝🤔看看乾隆吃的有没有我们好
1699763139# #转发微博
1690079801# #你家住中国几环城市，我住6环
1694411548# #转发微博
1697328986# #距离天下大乱，只剩这短短的一小步了允悲允悲允悲涨姿势
1694997557# #土耳其11年级（高中）历史教材：17世纪的奥斯曼帝国、德国、波兰和中欧
1690328594# #诸侯拱卫王室的作用在此图上比较明显
1692691357# #生动形象，只不过我并不知道这是啥意思dogedoge
1695301613# #中韩黄海划界第十一轮谈判在北京举行。。韩国也是口气很大，想要和中国按岛屿中间线划分，这样一来，韩国就能拿走一半以上的黄海，想的真美，真是个阿西吧！
1703386637# #转发微博
1696980647# #西方舆论霸权的洗脑术太强大了
1699323399# #让你反驳，怎么还赞同上了
1691627714# #转发微博
1690159812# #各省房价最便宜的地级市
1691720195# #6大核武器，原来原子弹是最弱的
1696920049# #巴勒斯坦约旦河西岸区域内部结构图，山河破碎
1703035902# #转发微博
1694156855# #2023年各省医疗系统落马密度分布图，南方比较严重啊
1701133618# #转发微博
1691568316# #对于尊贵的特斯拉车主而言定价还是保守了，另外这个破纸壳子是干啥用的？
1694174347# #晚饭简单吃点，内蒙的羊肉是真好吃，都忘了拍照了
1697355254# #求下联
1699227627# #这是当前的雷达图，灾害性非常明显！
1696578348# #转发微博
1699918000# #转发微博
1693787960# #一张图让你看懂黄金的纯度
1689033584# #再一次证明罂粟是可以入药的
1690727001# #要是我……
1699750244# #不吹不黑，不带节奏，这种占座方式说明了什么？
1691966377# #中国汽水地图
1692922328# #男同志们还是要努力，让自己更完美doge
1701580028# #殖人又有新的致富路了，在美国环卫工人年薪近8万美元，和大学教授一样多。且不论是否真假，就说清洁工和教授挣的一样的，这真的公平吗？
1703388813# #如何应对？
1696473764# #捐躯赴国难，视死忽如归
1692713291# #这王牌名不副实啊
1699944454# #中国主要田地分布图，可以看得出我们国家可用耕地并不多。这可能就是为什么要死守耕地红线的原因吧
1694990108# #民族之痛，始于今日，勿忘国耻，自强不息！勿忘九一八
1699834630# #中国各省市的第一大巨头民营企业
1699616918# #爹跟儿子都尿不到一个壶里了？
1692661733# #面王和面皇的较量，谁更胜一筹？
1697956022# #转发微博
1698304247# #中国的发达地区和落后地区到底是哪些
1700062803# #梦……
1698495192# #这特么就是在说我啊，这到底是没本事还是优秀？
1691062379# #实话实说，不许恭维，20年前和现在哪一个好看
1689994534# #转发微博
1702605564# #广西砍甘蔗按吨计费，内蒙古收土豆一人一天装几百袋……你还见过哪些霸道的招聘？
1703414414# #走的出天牢，走不出天下，谭嗣同慷慨赴死，真英雄也
1690870553# #转发微博
1694674224# #时空错乱的历史
1688514309# #小贴士：。镓和锗根本就不是稀土元素，而是所谓的“稀有金属”。以镓为例，全球年产大概450吨，其中420吨在中国，13吨在俄罗斯，4吨在乌克兰，而且乌克兰这4吨还在顿巴斯地区。。而且中国哪怕全面断供镓是完全合理合法的：现代的相控阵雷达的T/R组件大量使用砷化镓和氮化镓，证明这是纯军用物资。
1693816333# #内蒙古四大草原地理位置示意图天然的牧场天然的氧吧
1689560062# #转发微博
1691631483# #转发微博
1698020990# #西安、洛阳、太原一直都是中国最重要的三座城市，西都、东都、北都拱卫中原
1695041382# #
1696311488# #转发微博
1697413632# #残忍
1702210821# #你以为的北约和实际的北约，这张图绝了！还是毛主席说的对，都是纸老虎。
1690432862# #转发微博
1695639346# #有的人对未来中国的猜想，你觉得哪些能实现，哪些不可能？日常
1697499062# #以色列大使馆这货是故意的吗？
1694159910# #国家物流枢纽建设城市名单，不得不说重庆是国家战略大后方啊！全国唯一一个拥有五大类型的城市，同时重庆也备份了全国所有城市的数据。
1697241386# #转发微博
1695801623# #转发微博
1695866822# #转发微博
1702685037# #中美两国地形图。美国3.5亿人，拥有400多万平方公里的平原，可耕地面积高达28亿亩，人均8亩；。中国14亿人，平原面积却只有140万平方公里左右，多少年了，都在为确保18亿亩耕地拼命努力，人均只有1.25亩左右。。美国人的高科技很发达，可以依次要挟全世界。其实，农产品，更是美国人拿捏全世界的一个更
1699788297# #富裕家庭（超过600万资产的家庭）数量地域分布
1690030842# #河南成绩
1700565443# #20多年后中国还有多少人口？
1689821520# #转发微博
1690031160# #转发微博
1695894525# #转发微博
1697355100# #可怜的三哥。内塔尼亚胡在推特上感谢了一堆国家。。一个阿三，别忘了我们印度，并配了一幅国旗在一起的图。。以色列人：“我们以色列人不需要你们这群在大粪里洗澡和喝牛尿的混蛋的支持。去崇拜你们的牛去吧，别来招惹我们。forf**ksake。并且不要把你们的国旗放在以色列国旗的旁边，这样只会毁
1696234042# #转发微博
1690876229# #这是什么工作，这么牛逼
1696516553# #内蒙古这么牛吗？
1700798726# #微信这么少？
1692611693# #民国三大军校名将一览
1703810690# #转发微博
1692282930# #将军千古！
1699316689# #转发微博
1697015602# #好像和中国的表态区别不大巴以冲突
1692693192# #英雄母亲
1693973931# #大学宿舍中午的围墙允悲允悲允悲
1698242576# #犹太人已经集体疯了——除了哈瑞迪doge
1695473924# #这……允悲
1695780390# #世界各国语言使用人数，还得是咱中国话
1703836196# #冬至日中国各地日落时间，最东到最西相差接近4个小时
1694490118# #哪个国家最能喝啤酒？
1695380465# #你老哥以后不装逼了吧
1693889719# #如果是最终数据，那是令人震惊的
1695975499# #眼看他起高楼……
1702900408# #李幼斌去世被标题吓一跳，以为李团长走了，不过仍然感到惋惜，对老艺术家的离世表示沉痛哀悼。
1699918138# #转发微博
1703560095# #转发微博
1702168474# #转发微博
1690963756# #复盘京津冀强降雨：70多小时“疯狂倾倒”三天下了两年雨量
1692627436# #转发微博
1703058381# #帝都有诸山拱卫，虽临险境亦可稳如泰山
1701152171# #丁炸桥,孔过瘾。山本大意失先人,秀琴情断意大利、有胜阅兵、宝庆溜冰、云飞打鸟、乃超奔跑、旅长骂娘、和尚踹墙、段鹏卖粮、平田哭娘、大彪摔帽、山本挥刀、云飞帮场,云龙败走赵家峪,云飞设伏将军岭。柱子干掉坂田的WiFi信号柱就这么多！你还能想到啥？
1702375614# #投资人眼里的中国，怪不得你挣不到钱！
1699750093# #田文镜，我……
1699575971# #这将会是我唯一超越祖先的机会
1702279029# #看似违法实则合法
1701130524# #这玩意儿好吃吗？
1695219281# #如果你是交警，怎么指挥这个交通
1694067752# #转发微博
1703991369# #记住了，光头、八字胡、保定口音
1696297342# #转发微博
1699601298# #有了黄河，山东的土地与日俱增！
1695521914# #历史人物的身高排名，丞相到处，战必胜，攻必取，松也素知。昔日濮阳攻吕布之时，宛城战张秀之日；赤壁遇周郎，华容逢关羽；割须弃袍于潼关，夺船避箭于渭水，可谓无敌于天下也！涨姿势
1698624753# #客服你专业知识还需要加强呀doge
1694989642# #好像说的没错
1695085976# #到底谁赢
1702168458# #天下名关，雄奇。
1695183600# #今天馋病犯了，想吃顿好的，大家给推荐一下吃啥？
1689984609# #转发微博
1688830282# #我国首批66家5A级景区一览表！！！你感觉哪些是名副其实？哪些是徒有虚名的呢？
1691893351# #转发微博
1700031425# #看图猜谜：面积2.8万平方公里，人口500多万，欢迎各位地理大咖留言。
1702332756# #各省出租车数量，难道是和天气有关系？
1688647848# #阿美瑞卡这操作把我整不会了
1695443970# #牢记历史，勿忘国耻
1698199721# #古埃及城市，一长条
1699601419# #这个77岁的老头因为开枪打死了两名环境抗议者，现场被拍摄照片一夜爆火网络，当地媒体称枪手为肯尼思·富兰克林·达林顿·萨拉斯。如果罪名成立，萨拉斯可能会被判处软禁，而不是因为年龄而被送进监狱。抗议者反对一项有争议的采矿合同，他们封锁了距离首都巴拿马城51英里的查姆的泛美高速公路。社交媒
1692415045# #转发微博
1699864595# #2023各国法定退休年龄，抹黑中国的公知们又要装死了
1692605141# #难怪她会找黑人做男朋友，这智商很配套啊！
1698905235# #转发微博
1696223196# #转发微博
1702548490# #致敬先烈！
1702361773# #转发微博
1701051849# #转发微博
1689512735# #中国各省常住人口十年变化率地图。河南虽然外流了好多人，但仍然是正增长。
1694217783# #转发微博
1689565659# #日本科技部:中国科技已经超越美国！。2018年，国际论文，中国超美国位列世界第一。2019年，国际专利，中国超美国位列世界第一。2020年，科研经费，中国超美国位列世界第一
1689680729# #就吃鸡这件事来说呢，有没有比两广更猛的？
1695684639# #别看智利只有一个长条……
1699516389# #上联：有木是桥，无木也是乔。下联：
1698324700# #这就猛了
1689942853# #转发微博
1696638207# #说白了就是一件事酷
1689929612# #部分监狱冷知识，让他们拥有了一技之长
1702957121# #甘肃临夏州积石山县发生6.2级地震，愿灾区人民平安！
1693875590# #广东地形人口剖析
1701606808# #世界上10个最繁忙的海港中有7个在中国。
1692695299# #壮观
1699159683# #转发微博
1692870814# #东三省这么有钱？
1695809062# #本子当年本土连接东北和台湾的航空蓝图
1696516337# #我连穷人都算不上
1691119166# #转发微博
1698908272# #当它放进博物馆那一刻，你知道意味着什么吗？
1688549568# #简直是一针见血
1689761414# #世界最高危职业：。在中国贩毒。在美国逃税。在俄罗斯干暴恐。在思密达当总统。欢迎补充……
1696638520# #中国十大古都，北京竟然只能排第七
1694351417# #人人都是亿万富翁！
1696904066# #转发微博
1694601326# #转发微博
1702352444# #功德林中国民党高级将领
1692836880# #姑娘，祝你性福
1701149172# #当年航母盼成狗。现在滑跃还嫌丑。就算有了弹射器。还嫌不是核动力。这就是当代军迷的现状，见异思迁，与渣男如出一辙，我呸！
1695356809# #转发微博
1696210146# #不对呀，不是全民免费医疗吗，怎么还要买保险啊，公知出来走两步
1696035899# #国庆中秋双节摄影大赛优秀作品，给起个名字吧
1700819547# #国内受教育程度最高的10个城市！呼和浩特太出人意料！
1695521402# #中原到底是王气所在啊，底蕴就在那摆着日常
1703636797# #广东老表加油！
1696750675# #转发微博
1699924105# #有清一代，长城失去了军事功能，长城内外都是大清的疆域，再没有北方少数民族突破长城防线进入中原的威胁，200多年不修长城。。照片：清朝末年，有三个扎着大辫子，穿着长袍的年轻人在攀爬长城。
1699228645# #以色列媒體畫出的政治漫畫:分裂的世界。世界一分為二後，到底是好還是壞?
1699841692# #转发微博
1700818753# #如果阴兵入侵你的城市……
1697100985# #转发微博
1699710230# #据说这是烟台港密密麻麻等待出口的别克车
1700097113# #转发微博
1689512855# #春秋时期的156个诸侯国，到战国后期，只剩七国争雄！
1690266810# #草原青城交出的成绩
1700364974# #一图看懂华为汽车业务布局
1697605119# #一带一路参与国家，原来有这么多！
1697354390# #这已经是我近期第五次想起了龙大作家的“名言”：不要大国崛起，只要小民尊严。
1695086701# #意大利地形图（选自：查理看世界）
1698623111# #转发微博
1702168973# #转发微博
1699583241# #转发微博
1700279581# #国家电网为什么不叫中国电网
1692836712# #转发微博
1692144187# #转发微博
1692751524# #转发微博
1702692124# #一波未平一波又起，董宇辉小作文事件和孙东旭直播间摔手机事件始末。
1699493589# #转发微博
1698364515# #当凯尔特人球迷不被允许携带巴勒斯坦国旗进入球场时……西方舆论霸权开大口子啦
1697006570# #国产车确实太便宜，该涨价涨价，主要是出口的时候
1700041538# #中国有多少个县？
1693981148# #各省咖啡市场占有率第一品牌
1692664629# #那些英年早逝的网红
1692570487# #转发微博
1701824249# #可不要小瞧了渤海，虽然它只有8万平方公里，但它却是世界上排名靠前的主权内海。。渤海能约定俗成的成为我国内海，毛主席的岸防炮12海里海疆功不可没，在国家利益面前从不妥协，这是教员留给中国人最大的精神财富。
1701158065# #转发微博
1694654357# #丑出天际了
1696738812# #这次巴以冲突以色列为什么不像以前那样轻松应对，某网友给出了答案，不知道可信否？
1690194540# #爷爷砸了你这鸟店doge
1697067287# #全球十大电池生产厂家
1689060426# #转发微博
1689144815# #转发微博
1698479103# #身边那些非正常死亡的！网友：学校一男同学从床上摔下来人没了，你听说过哪些？
1692316627# #蜜雪冰城断崖式领先啊，河南还有没有这么猛的品牌？
1702183314# #彻底怀疑自己的语言能力
1692236878# #一吨棉花重还是一吨铁重？
1693557910# #转发微博
1693879242# #形胜燕赵
1689164159# #我不知道说明了什么？
1690890931# #转发微博
1696496781# #转发微博
1693407990# #苏联核泄漏和小日子核污水排海的对比
1702332791# #北师大，你这是几个意思？
1698623090# #转发微博
1694700188# #印度：你们再这样我不吃饭了啊！
1691423222# #东北爷们儿都怎么了？
1700740661# #罗翔普法之…“花痴”是种精神病！。网友表示：主观与客观相统一，不能客观归责。
1700097519# #唉，不知道该怎么评论
1693369133# #转发微博
1698406445# #主宰全球汽车工业的公司——迟早会有中国汽车的身影
1698923859# #果敢同盟军维护了一个叫“果敢资讯网”的官方号，在网易、微博、贴吧、油管都有注册，IP属地经常是云南。翻看了一些他们发布的内容，觉得他们对自己缅甸人的认同感还是很强的。虽然他们使用国内的教材和网络设施，他们还是希望在缅甸建立一个自治的政权。不会想要归顺我国。。他们的高层干部在国内学
1691302081# #这次我真的是笑岔气了，哈哈哈
1695653190# #我投给了“必须锁喉”~
1693206945# #转发微博
1702026485# #以色列国防军士兵与伊斯兰国ISIS恐怖分子似乎“师出同门”啊。。美国🇺🇸：……。（当年伊斯兰国ISIS在中东横行霸道的时候，为什么唯独没有袭击以色列呢？思考）
1689134857# #广东人和湖北人开车这么猛的蛮？
1703313646# #转发微博
1695185209# #这四块区域的GDP相当
1697267145# #一劳永逸永解巴以冲突，彻底结束中东战争。。巴勒斯坦和以色列抛弃一切冲突，直接合并成一个国家，然后两个国家的政党轮流执政，取长补短，这样不但能结束战火，两个国家的人民也不用受战火之苦，经济也能快速发展起来。
1697428827# #转发微博
1701045581# #民进党消退了多少，国民党有没有胜选的可能性？
1689676967# #你实话实说，几次
1696809059# #这就是民主文明国家的言论自由。这条微博有1100多条评论，只允许展现了10条不到的评论，全是支持以色列的
1698623547# #全国三省交界地市。哪些城市比较意外？
1691325142# #三个字证明你是哪个省的？
1698633340# #转发微博
1692759469# #转发微博
1691645297# #转发微博
1700609288# #终于抢到兔茅了，又能赚一笔了酷酷doge
1690704015# #转发微博
1692175860# #致敬先烈！
1691807354# #70年代末期23个百万人口城市排名看看有没有你家
1700532361# #建国后那些“称帝”的“朝代”
1695175187# #自强不息，居安思危！
1692506642# #哪座是福山
1703639644# #阿拉伯半岛四面环海，为什么全是沙漠
1688777474# #哈哈，一圪蛋这个词用的好
1695340094# #这些省份一季度GDP低于一个市，江西：又有我！
1697420863# #背靠阴山，大家猜是哪个城市
1693467144# #中美日韩四国游戏APP排行，我也不是游戏迷，不知道客观不？
1694570719# #你以为美国当年的核讹诈真的只是讹诈？你真的不理解中国人为什么要勒紧裤腰带搞原子弹？你还信“我不要大国崛起，只要小民尊严”这种西方话术？
1702858393# #日军历年侵华情况
1699590790# #所以，站起来，抬起头，自信地面对这个世界！
1702648603# #一代人有一代人的责任，是那一代人用背井离乡换来几十年的经济飞速，一如50年代为了国家独立而牺牲的19万烈士，一如现在有加不完班的我们。我相信不久的将来，我们的后代一定能过上上四休三，不用加班还生活富裕的日子，一如当年连饭都吃不饱的先辈想象中的今天中国的样子。
1697501304# #转发微博
1699160153# #转发微博
1689821512# #转发微博
1700192757# #2024美国大选预测，你认为谁会当总统？
1692759590# #耻辱
1694834097# #转发微博
1700367261# #只能选择一个复活的话，你会选择谁？
1701674371# #转发微博
1698892437# #冷知识，日本在1999年修改过国旗。。估计很多人都没有看出来。。在二战结束之初，本子还是保留了过去“大日本帝国国旗”。后来他们自称是为了切断日本与旧日本的联系，修改了国旗。。图一是就本子帝国的国旗，图二是本子在1947年到1999年的国旗。说实在的我是没法分出这两个国旗的区别。三就是一九九九
1693101729# #解放军2023款迷彩作战服隐蔽性真的很强！！赞赞赞下图片中看看你能找到几个解放军.
1700636770# #北京地铁运营成本构成
1694224674# #评论区的人玩的很嗨
1697637906# #有些孙子还支持以色列，支持你二大爷
1692414943# #转发微博
1700272495# #你们那里怎么称呼“香菜”？
1696834097# #看图识城，我国某省会级城市
1699238776# #大约100名以色列医生联名签署一封公开信，要求以色列军队轰炸加沙内的医院。
1691215297# #豪华炉有多豪华？
1696317669# #首富的人生经历
1689986515# #南棒就能装狠，一打就怂了
1703211795# #伟大的先烈，我们从不敢忘却
1690332162# #转发微博
1688955311# #俄乌战争以来，欧洲各国，分别接纳了多少乌克兰难民（单位：人）
1700097848# #“为颜常山舌，为张睢阳齿……”
1696210360# #中美平原对比
1699363390# #还有吗？
1696635863# #最新历史类美剧《罗马》海报（概念设计）
1695979473# #中国四大茶叶产区分布图
1691225982# #靖难之役是古代中国主要朝代和政权中，唯一一次藩王作乱成功的案例。
1692799369# #转发微博
1696731044# #实在想不出谁能坐主桌
1701741606# #转发微博
1702462553# #我说什么了吗？什么都没说
1692713205# #转发微博
1695653887# #看图读三国，这是那一节？
1700740694# #韩国极简史，2023，2024，2025……
1699663584# #贵州四大土司
1696144560# #看图读西游，这是那一节？
1690159435# #转发微博
1694491825# #转发微博
1690261748# #转发微博
1701217079# #北方的同志们得加油了，不然老了以后生病可没人陪床啊
1690711871# #棒子很了解赤峰吗？
1696233968# #美国GDP含水量大不大？。仅仅举一个例子就能说明一切了。。在咱们这里，三甲医院的脊柱专家号不过几十元，普通门诊仅仅十几块。。在美国，起步就是5670美元，而且不包括任何治疗，只是跟医生聊了15分钟，俗称“话疗”，谈话治疗。15分钟创造了将近6000美元的GDP，这是切切实实被计入美国GDP统计的，因为
1702960130# #转发微博
1698061239# #凯尔特人球迷今天无视英国政府，大规模声援巴勒斯坦。。现在有一个很有意思现象。欧美主流媒体基本上一边倒支持以色列。但是自媒体基本上全是支持巴勒斯坦。自媒体可以说是年轻人平台。说明什么？西方舆论霸权开口子了
1703207809# #转发微博
1698015028# #问题来了？
1697085930# #
1695436292# #中国办了哪些国际运动会了杭州亚运会
1701051425# #这得让多少人破防啊？
1691906764# #转发微博
1695965742# #胃食管返流的同学为什么要左卧位，看看食管与胃液的关系就明白了
1694849250# #转发微博
1701398248# #转发微博
1691966525# #在瓜达尔港针对中国工程师发动袭击的两位自杀式袭击者的身份也已经得到确认，NaveedBaloch（左,化名Aslam）和MaqboolBaloch（右，化名Qaim）。这二人同属于巴基斯坦分离组织俾路支斯坦解放军“马吉德旅”成员。
1700306314# #专业打脸。有人发帖称缅北一点事没有，还说明家会跑到欧美，奈何不了他们。结果半个小时后国内官方媒体就报道明家几个通缉犯被抓了，官方认证打脸，排面拉满了！。可能是这一辈子的高光时刻，哈哈哈哈哈😄
1697724118# #看图识地——这是哪条河
1694852013# #不是为了宣扬敌对，是宣扬自强！
1692862958# #我自谓混迹网络多年，从未被时代抛弃，这特么的是什么梗，怎么一点也不明白
1699101891# #东北人均连西北都干不过了？
1692172733# #国民党的14个美械王牌军都是什么结局？
1690646697# #T301/T304（乌鲁木齐-长春）。这条在北国运行的铁路线东西横跨3个时区，由苍茫荒凉的西北驶向生机勃勃的黑土地—东北。。。每次坐这趟车，都由衷地感慨：祖国好大，做中国人真好。
1697382193# #这个刺激啊酷酷酷酷
1688882960# #老外给全球各国面积排序，中国是第二名（附图，老外眼中的全球196个国家面积排序）
1689809108# #读了三遍没读懂
1696920203# #即使怼脸拍照，还是觉得美
1700213682# #1942年6月，日本的控制范围达到历史最高点，而后开始走向衰落，最终战败，只剩下原来的四个岛。
1703728797# #公知攻击中国的一个重要方面就是说公务员人口多，财政花销大，那我们就来看看中国和世界各国财政花销占比情况
1694044207# #你们那里清早吃甚饭？
1693884729# #转发微博
1690628655# #各省改革开放1978年GDP排名，辽宁与山东相当，东三省多于山东+江苏，浙江与福建尚未起飞，不能与今天同日而语。
1695006412# #转发微博
1701580692# #转发微博
1703810619# #裘千仞怎么样？
1693633370# #分享图片
