1691459177# #奇瑞海外出口非常猛
1699669368# #西安巨响下雪也巨响？没听过
1696505514# #好事儿啊
1698808327# #哈哈哈，我也被冒充过，某大公司体系的供应商，已经反馈给他们领导，不知道会不会追究这种投机分子的法律责任
1698137622# #听到巴勒斯坦大使的倾诉，我们更应珍惜伟大祖国的繁荣强大。我们没有生活在被外族军事占领的年代，而巴勒斯坦人民正在经受着，哈马斯为什么无法消灭，因为巴勒斯坦人民的内心不愿意做亡国奴
1692757401# #哈哈哈，笑喷
1693719584# #我一直觉得王仕鹏和杜锋比朱芳雨更优秀，不过，朱芳雨有一点很牛，心脏够大，半场投不进，我照样敢继续投下去，直到投出手感
1695110583# #教育局回应幼儿园老师恐吓孩子假笑摆拍没有爱是不应该做幼师工作
1689729220# #庞大的公务员体系成本最终需要社会负担
1701744623# #不能只看到交警罚单，关键时候，交警也是警察叔叔啊
1695108944# #突然就明白了留在北京的意义意义就是好好工作，好好赚钱，好好买房，好好北漂
1694833747# #网传的华为P70Pro新机效果图，不要当真，不过，背后要是真有小屏，都是挺不错的。
1687864447# #热烈祝贺老周业余时间考入清华大学研究生赞赞赞赞赞
1695143101# #图六最有范儿
1700444370# #台积电创始人：美国复制台积电没可能，半导体不是花钱就能独立。。“如果美国认为可以靠花钱进入世界上最复杂的芯片制造市场，那就太天真了。他称，半导体芯片制造极其复杂，需要大量的劳动力，并讲究组装质量。”张忠谋说道。
1689931584# #马光远这个小气鬼。。。居然拉黑我了么？我没黑他啊，总体我还是很欣赏他的，他比司马南强多了，虽然也是网红型经济学家。
1688992980# #商洛2岁男童走失6天在山顶被找到孩子还清醒，万幸
1700119055# #【荣耀100系列将搭首发荣耀绿洲护眼屏强】荣耀绿洲护眼实验室正式成立，护眼也要走向人因化，跨学科护眼研究，联合产业链伙伴、标准化机构、著名医院，共建健康显示标杆。
1694401915# #来源：国家安全部。。2023年5月15日，江苏省苏州市中级人民法院以间谍罪判处梁成运无期徒刑，剥夺政治权利终身，并没收个人财产五十万元，终结了他长达30多年的美国间谍生涯
1700490164# #李现称粉丝为天现公主挺会哄小孩的
1688447786# #镓稀土之类的，应该直接禁止出口，比较提炼本身破坏环境，人家欧美日也并不缺，只是优先消耗我们的库存。直接把储量调低一个数量级，禁止出口
1691133270# #鸿蒙4首创个性交互主题好玩的个性主题全面登录HarmonyOS4！用户可以通过AI抠图识别主体，搭配多种艺术背景，把照片变成精美壁纸。全新的全景天气壁纸，可根据用户视线动作提供平视、俯视和仰视3种不同角度，举手之间感受四季天气。同时，HarmonyOS4还带来全新表情家族，对超过1800个表情进行重新
1695998761# #他的玩法就算想退也是很难的，本来就是庞氏骗局，他的生意根本不挣什么钱，停下来谎言就戳破了，很早他就转移资产和家人做准备了，没谁不怕死的，也都懂见好就收，可是等你到你觉得满足的时候，往往局面已经超过你能力了，人的欲望总是远超自己能力，等你想退很多时候已经牵扯太多来不及了。
1700972233# #马光远一直心眼比较小，我总体还算比较支持他的有些观点，不知道啥时候反对过他，后来发现他居然拉黑我了。。。。这一点，真不如我老乡任泽平
1703381176# #无题
1703485839# #你说得对，是自古以来
1698163649# #换电是有广泛实用场景价值的，飞行汽车只能是有钱人的玩具，连北京郊区农村也不会让你飞
1694931392# #可以让客人睡女儿房间吗不能，尤其是女儿大了
1698053229# #程序员下一个十年该做点什么？。自媒体下一个十年该做点什么？。。。。。
1694338419# #动真格了
1694851165# #据说下一代鸿蒙系统不兼容安卓了，华为应该会给出一些过度方案和技术转换的方案。真到那时候，荣耀变得非常有趣了，荣耀很可能成为全球唯一一个完美兼容鸿蒙、安卓的手机品牌。除了华为自己，没有哪个手机厂商比荣耀更懂鸿蒙了
1696514241# #问界新M7继续猛，智驾时代真的来了。10月5日，大定历史新高，单日大定突破3500台！
1695862127# #2019年7万多套
1696214113# #转发微博
1688029362# #股东关系。
1698039418# #政府负债、群众负债、房产商更负债，钱去哪儿了？要看看过去十几年中国城市建设的突飞猛进，钱用来建设伟大祖国了，伟大祖国的强大有房奴们的巨大功劳
1694154373# #马斯克称iPhone换代毫无新意谁说无新意，人家充电接口变了，还专门加密，可以继续卖100多块一根的数据线嘻嘻
1702110780# #苹果在印度生产的iPhone将占到全球的四分之一，美国工厂也生产。所以。。。。还是多买国产吧，至少也帮助同胞就业
1691206051# #转发微博
1690611059# #看黄晓明主演的《潜行者》，买了一台华为MateView28英寸显示器，画面是方嘉树的老婆蒋欣喵喵喵喵喵喵
1690179307# #朋友们，周一福利日我来给大家送福利了！今天订阅我的年费Vplus，除专享高价值付费内容和专属权益外，还能参与抽奖，100%中现金！最高6666元！福利仅限今天！快来拼手速吧！
1700370964# #海底捞的节目表演、生日祝福之类，我是不太喜欢，吃个饭被吵吵闹闹。。。。
1698132586# #科大讯飞进军人形机器人，挺好的，这个赛道是有未来价值的
1691799848# #碧桂园们一个不死，也不科学
1693821098# #一杯酱香拿铁含约2毫升茅台酒真正的酱香在这里，就差一根葱了
1695346225# #看网友说是中国组装，可能不少印度货了，苹果惠普戴尔的供应链去中国化是美国政府的要求。至少保证美国本土销售产品的去中国化替代。戴尔在中国市场已经雪崩了，苹果的很多用户。咱就不说了
1701307372# #iPhone16显示屏及尺寸曝光没啥变化
1701566362# #贫穷却美貌就像带着金子逃难长的太美，也很麻烦，遇到渣男和混乱社会
1691728227# #代号闪电侠？
1696469360# #特朗普说，除了中国男子国家足球队，中国没有什么是想实现却实现不了的dogedogedoge
1688528227# #本本看来到寿命了，抵抗不了这酷热的天气，加个冰块先急速冷却一下，别耽误干活破涕为笑
1701197597# #王思聪进军文旅行业啥进军文旅，这是要接班，内训
1694489977# #石榴集团董事长下跪李佳琦痛哭，石榴董事长下跪，昨天的两大震惊事件。演技派
1699768952# #鸿蒙千帆起鸿蒙开发工程师会是一个热门职业。。清华大学、上海交通大学、南京大学、华中科技大学、电子科技大学、哈尔滨工业大学等在内的21所985高校均已开设鸿蒙课程。
1692858345# #确实亚克西，鸿蒙4升级用户已超500万HarmonyOS4发布两周，超500万用户主动报名升级体验，凭借趣味好玩的个性交互、流畅高效的使用体验、持续提升的隐私安全，用户净推荐值相较上一代提升16%。
1692245849# #北七家要建设北京最大的山姆会员店北部的别墅区业主们开心了
1702725159# #经济，不太时政doge我和巨师兴趣不一样
1698500282# #教师全员竞聘上岗标准是什么？成绩么？还是其他？未来孩子少，教师队伍精简是可以理解的，不过，也可以把七八十人的大班变成小班，这样更细致化教学。个人建议，国家开放和构建一个良性的社会捐助通道。全员竞聘，个人觉得没必要，如果觉得教师暑假多，可以开放一些公办辅导班，尽量不要把这个职业搞
1692667797# #那更应该早点解放台湾了
1700984816# #日本女艺人，三上悠亚已经过时了，最近一个naomii还可以
1700794292# #总结到位，确实如此
1693900190# #像论坛任务了。。。。干脆学马斯克，直接收费得了
1692757225# #习近平：中国没有称王称霸的基因，没有大国博弈的冲动，坚定奉行“大道之行，天下为公”。
1697131740# #我发表了头条文章:《站在人类命运的十字路口，中美走向何方？》
1697106816# #@王小川
1700716995# #高中低不同层次品牌，面向不同人群
1695269948# #doge允悲
1701235186# #看武大廉洁度了
1700309694# #老干妈被年轻人抛弃了吗很多知名食材并不健康，国人生活水平提高了，应该逐步提升自己的健康知识体系。
1687743787# #非原装很难找苹果的问题
1697087453# #全红婵弟弟鱼啊全红婵姐弟，不是人类，是美人鱼家族
1691205949# #暑假工25天挣三千多什么水平管吃管住，小城市还过得去，大城市不行，实习生都不够
1703335343# #意义重大,争取再进一步，超过英镑
1692012574# #雷军：99%问题，都有标准答案，找个懂得人问问。。作为理科生，两年修完大学课程很难，雷军很聪明，找学长搞懂课程体系，表示敬佩
1696216435# #金星批判张艺谋的《坚如磐石》，真是到位允悲允悲允悲允悲
1694611747# #围绕大兴国际机场，大兴区会建设各路航空物流产业集群、中央公园、国际化购物消费中心、大型国际会展中心等等。
1697264426# #银杏盆景
1703420494# #枣庄那么小，能撑得住么
1701655384# #在武汉，武汉大学是武大，华中科技大学是武二
1687223766# #澳大利亚一男子持刀入室抢劫被奸杀允悲允悲允悲允悲允悲允悲允悲允悲允悲允悲允悲允悲澳大利亚人这么猛允悲允悲允悲允悲允悲
1693295777# #OPPOFindN3Flip真机体验一下，和舒淇合个影，拍个一个美女，不知道是不是模特。新一代oppo小折叠发布
1700194046# #你说的在理
1687082804# #变化暂时还说不准，大方向肯定是刘强东和董事会定下来的
1692689479# #天津着火这是烧什么了，怎么这么高的火苗，马上要天干物燥的秋天了
1692862415# #嘻嘻
1688350372# #西红门北大医院建设中
1700113634# #路子野
1695084193# #【国产光刻机工厂落地雄安？中国电子院澄清：这是北京高能同步辐射光源】。近期，一则消息在各大视频平台广为传播，称清华大学EUV项目把ASML的光刻机巨大化，实现了光刻机国产化，并表示这个项目已经在雄安新区落地。对此，中国电子工程设计院有限公司发声，称该项目并非网传的国产光刻机工厂，而是北京
1704011339# #台湾地区领导人大选辩论会，赖清德感觉一般般，立场站不住脚，自己屁股不干净；侯友宜口才不行，干警察出身的，能武不能文；柯文哲刚当过市长，对民生问题比较透彻，谈论问题比较务实、应该会收到年轻人的喜欢。
1693185809# #我们镇上的晋华集成电路的工业园正在建
1700464457# #以前，全球经济的锚点是石油、黄金这些传统资源，未来呢？未来应该是电力，电动车普及势不可挡，高质量电机、变压器、光伏逆变器等设备变成硬通货，数字化、智能化背后都需要电力支撑。
1698589770# #伊朗这个国家想打仗，把国家搬到离我们美军基地这么近的地方。。。。
1701747649# #颜宁还不是丘成桐级别，差太远了，丘成桐是世界级数学大师
1690947626# #中国足球需要去日本挖青训教练，这是未来成功的基础
1702432165# #有点离谱了
1689206250# #有种找男足国家队代言doge
1702349070# #离婚率与床太宽有关？
1702341732# #取消面积、金额限制武汉宣布买房即可落户
1696431700# #中国男篮vs菲律宾男篮以后这种赛事就交给CUBA球员吧，能打成啥样就啥样，CBA球员也不过如此
1694771532# #全球著名官二代、富二代巴伦-特朗普，也就是美国前总统特朗普的儿子，又高又帅学习好老爹有钱，比王思聪要强很多。已经2.03米高了
1698805917# #用不了多久，安卓要变成非主流操作系统了
1699244293# #华为将在本月发布首款轿车智界S7这是对标特斯拉某车型的产品，我大学宿舍的哥们在负责这个厂区项目dogedogedogedogedogedogedoge
1699941878# #耗电不知道，没有计算，可以远程访问
1698929239# #有人说，刘润终于翻车了。我反而觉得这是好事儿，整天装一副智者大师的面孔，多累啊，虽然赚钱，但也是不易。。。刘润是普通人，还是高端人士，讨论这个没啥意义。刘润、吴晓波、罗振宇这些人都是普通人，但是，比大多数人勤奋，学习、思考、总结、输出，并不是一件容易的事儿。。。这么一翻车，
1702744695# #在自己还火的时候，赚到该赚到的钱，做该做的事儿，这才是董宇辉应该决断的
1698663973# #中国信息通信研究院5G推进组官方宣布，2023年10月，在IMT-2020（5G）推进组的组织下，华为首家完成了5G蜂窝低功耗高精度定位的关键技术验证，包括基于5GUL-TDOA的控制面定位架构验证，以及在LOS/NLOS场景下，实现了普通5G手机终端和低功耗高精度定位（LPHAP）终端的亚米级精度定位。
1690472441# #趁着京东百亿补贴，入手Macmini苹果迷你主机、华为Mateview显示器，两件颜值比较搭。还没到货，先不上图
1692605374# #华晨宇鸟巢四面台演唱会第一人记得重唱一遍海阔天空
1699240206# #朋友们，周一福利日我来给大家送福利了！今天订阅我的年费Vplus，除专享高价值付费内容和专属权益外，还能参与抽奖，100%中现金！最高6666元！今日100元大额红包中奖概率翻倍，福利仅1天！快来拼手速吧！
1697465511# #小米操作系统名字，应该叫黑土OS，让小米长在黑土上doge
1694692818# #宋紫薇离职宋紫薇真是产品经理，还是部门里长的最漂亮的，被拎出来当花瓶
1694696648# #恭喜
1693961706# #网游中的台湾网友向大陆网友求助，对话有意思
1697530613# #世界局势这么乱，中国是最安全的地方，外国富人们难道不应该在中国大城市买房么？
1689006592# #那国企领导没人愿意干了。。。。
1691133486# #如何评价鸿蒙4HarmonyOS进一步优化智能座舱体验，让车内屏幕也支持多设备协同，仅需轻轻一拖，车机屏幕画面即可流转到后排屏幕，前后排同步观影。备受欢迎的超级桌面将支持更多应用、带来更丰富的体验，在座舱大屏上可通过超级桌面打开手机游戏，大屏、HUAWEISOUND音箱、手柄协同让手游也有主机游
1689070717# #惊闻我一位好姐妹为了保持身材，每天爬楼100层，真是吓死宝宝了衰衰衰。放在当年，她可以参加红军长征了。谁再说高层楼以后是贫民窟，我跟他急
1694102574# #保护好，别让坏人挖走了
1691993709# #一位宁夏银川的朋友反映，公司服务恒大，恒大不给钱，打官司，官司赢了，但是，恒大地方的银行账户被地方政府接管了。。。。政府要优先把钱用在确保项目不烂尾，最后。。。。。钱能不能拿到手，真是不好说了。。。官司赢了，拿不到钱，还赔进去垫付的钱。。。。融创、天山地产等债务情况都很不乐观。
1696143535# #发布了头条文章：《恒大跌倒，阿里转向》
1696410060# #迎来川普doge
1700615903# #《财富》发布其首届全球『财富人工智能创新者50强』榜单（Fortune50AIInnovators），百度是唯一一家入选该榜单的中国企业。《财富》评价称，尽管百度以中文搜索引擎而闻名，但它在其他技术领域也有涉足，尤其是人工智能。百度的文心4.0大模型与OpenAI的ChatGPT不相上下。除了在搜索引擎、云计算等其
1691280787# #山东地震搜了一下,平原县居然在地震带上，那江苏河南有震感是正常了
1696172499# #在北京生活工作已经16年了，北京现在的空气质量确实很好了
1692536167# #像墓穴了
1689041477# #赞doge狗子亮了
1701763674# #对，他硬件底子不行
1688809641# #转发微博
1694527808# #阿里巴巴新CEO情商很高，未来四年要扶持85后90后管理者，那么，85前的同志们可以创业为国家做贡献了
1700576044# #不难吧，那么多人，分布式体系了
1703670267# #内蒙古的供暖挑战确实很大，地广人稀，农村地区还是用煤炭最经济实惠，其他模式的附加成本太高了。当然，农村房屋加保温层很重要
1702957175# #男子备300床被子连夜赶往积石山兄弟，好样的，向你致敬
1696474507# #生孩子容易，养孩子难
1700649176# #颜宁当选中国科学院院士恭喜山东老乡颜宁当选中国科学院院士，原来颜宁真的不是花瓶
1694431058# #含Mate量最高的饭局，未来一年的聚餐新姿势华为归来逼迫苹果走出舒适圈
1693833118# #扯，人家华为可没有当什么之光，华为被人捧的是缺芯少魂条件下，解决了芯魂自主
1701568048# #山东省分成两个省，成立胶东省，这个八卦想象一直有。春秋战国时期，山东省就是齐鲁两国。如果真的几十年后成立胶东省，那省会一定会是青岛，但是，齐这个字应该是属于淄博的，毕竟是几千年前的齐国首都。。当然，现在山东鲁字也没以曲阜为首府。。。。。我的观点是，没必要分成两个省，但是，可以
1697509104# #百度文心大模型4.0正式发布，理解、记忆、逻辑、生成四大能力维度，比肩GPT4
1694413454# #抓拍
1694572386# #芯片制造生产方面，亚洲主导，台积电、联发科、三星、中芯国际等等，美国本土主要是老牌的英特尔
1696514495# #前面人口基数庞大，需要人口来支撑上几代人的养老社保医保开支，如果人口大幅下滑，对治理模式、治理结构、发展模式都会产生重大影响
1688636963# #李玟遗产都留给妈妈妈妈80多岁了，最后还是留给姐姐了
1696951530# #哈哈，黄金一直在开采，不是不可复制的金元宝
1700650509# #今天据说这一波水军更猛了
1703754387# #我确实没看到实车，你可能尊贵一些，邀请你提前体验了？
1692690029# #什么材料这么火力旺，不可思议
1703754515# #把华为Mate用户转化一下，就可以了。品牌力还是很重要的
1700198672# #现在的汽车品牌真是太多了，每个品牌再出几个系列，消费者决策还是挺难的。最后，消费者会选择品牌强的、声音大的、价格低的
1689231175# #你永远可以相信中国女足
1693387218# #很多iPhone用户在抢购华为Mate60Pro，也可以理解为老华为用户的回流吧。昨天，华为商城APP冲到苹果应用商店免费APP榜单第一了
1703579208# #安全永远是第一位的。问界M9领先不止一代的硬核安全，搭载超强玄武车身，9000吨一体化压铸工艺、12处2000MPa核潜艇级热成型钢、9气囊超高配置，配合全新华为“巨鲸”800V高压电池平台，通过云端BMS电池管理全天候保护。
1698643393# #招行：房贷利率下调后提前还款量有所减少，但未完全恢复到正常状态
1693583846# #总还款额应该在600万以上，其实能贷款这么多，意味着收入很高，也不差这点了
1695993989# #许家印被抓是小，欠供应商的钱咋办，这才是关系很多人生活的大事
1698202152# #大多数直播电商，根本没有服务一说，服务也是商家在做，直播电商能玩下去，还要依托于各种超低折扣，商家利润率也不会高。实体店现在很多已经实现了线上线下协同了，京东到家、美团外卖等助力之下。就像最近李佳琦的闹剧，逼的品牌商家和京东平台硬刚了。。。京东出钱补贴了，李佳琦那边却逼商家更低价
1696400029# #战略上，应该闪电解放台湾，全球半导体地震，华尔街崩盘，中国可以延迟国内债偿还。大不了美股中房一起爆炸
1688262490# #头皮发麻！黑龙江一地突降冰雹，居民楼外墙被砸成“蜂窝”
1696225608# #对年轻一代应该宽容一些，他们确实和过去几代人不一样
1703469603# #朋友们，今年最后一期周一福利日！今天订阅我的年费Vplus，除专享高价值付费内容和专属权益外，还能参与抽奖，100%中现金！最高6666元！奖池百元大额红包中奖概率今日翻倍！最后1天！快来拼手速吧！
1690608139# #王霜现在就是应该向梅西那样，成为中国女足中前场的组织者，释放张丽艳的禁区杀伤力，并在关键时刻一锤定音
1702298105# #这几年毕业的大学生是很倒霉的。。。。
1703430332# #我现在唯一的社交，就是微博的评论
1691558153# #对同一地区二套房之外的房产征持有税，势在必行
1701760355# #华为就是中国科技界的老母鸡，边走边下蛋，不光自己牛逼，连分家的儿子们都很牛，你看看，汇川、新华三、荣耀，哪一个不是行业翘楚。
1702169145# #神奇的居住习惯，只住地下室
1704117001# #明成祖朱棣是真猛男，打下来了历史基础版图，康熙大帝把满蒙藏等一统进版图。
1698026358# #10月22日，科学网援引中国科学院数学与系统科学研究院消息称，中国共产党优秀党员、中国科学院院士、著名数学家、中国科学院数学与系统科学研究院首任院长杨乐同志，因病医治无效，于2023年10月22日14时34分在北京逝世，享年83岁
1688519762# #既然女明星都不愿意多穿，就裸奔得了
1690708082# #东方甄选的下载排行，不代表什么，因为京东淘宝拼多多这些，用手机的时候都装上了，不可能反复卸载再安装
1699971347# #发布了头条文章：《京东采销火了，淘宝崩了，剧本最曲折的双十一》：直播电商等一些新业态存在大量的监管盲区，需要制定引导可持续发展的法规和规范，以免搅乱中国零售实体经济的大盘健康。电商行业在中国是成熟行业，需要形态创新，但不应该过度放纵野蛮生长。
1691483560# #新浪员工很羡慕，抓紧报道了一下
1702303370# #小米14销量还不错，很大原因是消费降级。你信不信？
1698039536# #库克说的是产品sku数字的百分比，不是供应链结构的百分比，也是文字游戏，不过，也不怪库克，美国政府逼着走，也没办法
1696126803# #蠢到死，买腾讯和特斯拉
1697858325# #伊斯兰合作组织谴责以色列轰炸加沙教堂轰炸教堂也太离谱了。。。。以色列这是疯了吧。。。。不把美国也带进来，是誓不罢休啊
1699088136# #手机电影，金鸡独立
1689169789# #安乐传空降了吓我一跳，我以为安乐死新闻。。。
1691663617# #你喜欢第几个
1700276620# #有趣的问题
1702692676# #用爱的火花，蹭出了佳品的流量，陈向东才是俞敏洪最需要的人
1703557008# #《南华早报》报道，中国打算逐步发展自己的私人军事公司，以确保在世界上环境不好的地区的海外项目的安全
1689067580# #这种爆料不叫爆料，叫预热
1690806959# #技术最先进？有点吹吧允悲
1701136962# #真我GT5Pro，挑战性能释放最强骁龙8Gen3手机！。。首发3VC冰山散热系统，行业最大VC散热12000mm²，6倍等效导热能力，CPU核心温度至高下降21.8℃，超越专业电竞手机！。12月7日14点，越级登场
1687951307# #看到北大教授姚洋反对中考分流，我的观点正好相反，应该坚决分流。让那些对文化课紫金宫没兴趣的学生，早一点进入职业院校，学点手艺，以后谋生更容易一些。如果为了家长所谓的虚荣心，都赶到扩招的大学里，最后反而大概率什么也不会，毕业也没有竞争力。
1701593472# #上汽的智己汽车灵魂是哪家的？
1692265963# #【第四单元智创未来—人形机器人技术与产业发展论坛】
1703258980# #理想如果不愿意换鸿蒙系统，可以考虑换成小米的系统，双保险
1693375238# #那实在没有必要，买华为Mate60顶配多好，买国产主流品牌的任一家顶配都是体验杠杠的。
1688379069# #朱啸虎称美国AIGC公司基本都是套皮套皮挺好，全自己折腾，投资风险太高了
1697957406# #Gartner发布2024十大战略技术趋势。。十大技术趋势具体如下：。。人工智能信任、风险和安全管理(AITRiSM)。持续威胁暴露管理(CTEM)。可持续技术。平台工程。人工智能增强开发。行业云平台。智能应用。全民化的生成式人工智能。增强型互联员工队伍（Augmented-ConnectedWorkforce）。机器客户（MachineCustom
1694319320# #分享图片
1697434901# #你看出来了么，这是一条AI生成的视频。以后你看到的视频可能很多是AI生成的，最后会不会让日本演员们失业
1693635012# #中国卖给俄罗斯点塑料就行了
1700318974# #已经不是十几年前那个飞天遁地的威斯布鲁克了，现在的威少，大家更希望他变成雷阿伦一样的纯射手
1700269906# #HyperOS么，这个应该短期不敢开源
1692417777# #去年是前年的预算，今年是去年的条件反射
1694734191# #抠里抠搜的，就不能微博抽奖10万条围巾dogedogedoge
1692168411# #自一加性能技术战略发布后，同时也树立了成为性能手机引领者的目标。回顾上半年，一加11、一加Ace2、一加Ace2V三款核弹级产品，已经成为各自价段产品力最强、价格最有诚意的产品。。。一加始终相信，用户是最懂分辨好产品的。凭借三款产品，一加成为中国手机市场增速第一的品牌，一加上半年的销量是去年
1689868297# #江南在下暴雨
1688809726# #神奇。。。。不怕被蛇咬么
1687406599# #国家也应该这么干
1697381257# #延庆离主市区比较远，我们市区应该好需要一个月
1699155180# #梁朝伟有什么新作品么，怎么获奖了？
1703404625# #《第五次全国未成年人互联网使用情况调查报告》显示，2022年中国未成年网民规模为1.93亿，未成年人互联网普及率为97.2%。。。报告显示，未成年网民中拥有属于自己的上网设备的比例达到87%。他们使用手机上网的比例达到91.3%，使用智能手表的比例为40.1%，使用平板学习机或智能屏的比例为21.3%。。。数据也
1695719061# #江西一国企领导称要取消周末哈哈哈，民企也一样啊，没办法，成本就是这么高，要么搞笑，要么高效，要么走机器人模式
1697283159# #曝知名媒体人段暄失联段暄居然也。。。。体育圈真是腐败到底啊。。。。。当然，各行各业估计也干净不到哪里去，社会体系的干干净净，估计得一代人的净化
1693319806# #各种造谣的挺多，他们不愿意相信中国本土企业能生产出来
1696603149# #这届国庆黄金周，消费数据超过2019年了，这是一个好消息。希望2023年最后一个季度有更好的表现吧，没几个月就是农历龙年了。2024年是中国农历的龙年，相信中国在这一年里一定能龙腾虎跃。
1699410609# #哈哈哈，小鹏这是自找的啊。过去，小鹏是对标传统汽车，显得很智能，现在华为杀进来了，行业标准的制定者变成华为了。小鹏汽车需要适应新形势，华为有一句名言“在战略机会点饱和攻击”，华为自己不造车，那么，发力点一定是智能驾驶技术，智能驾驶相关技术的创新速度会加快，竞争会很残酷。
1700471320# #大学生实习连续五晚通宵直播后猝死这太妈的胡闹了，怎么可以这么搞呢？应该严惩，连续熬通宵，不死才怪
1688652550# #重器
1696997695# #iPhone被曝夜间自动关机这个可以设置吧。。。。。
1696729157# #共和党总统候选人周六猛烈抨击拜登政府，共和党提名的领跑者、前总统唐纳德·特朗普指出政府解冻伊朗资金，声称拜登“背叛了以色列”。。。拜登政府今年发布了一项豁免，解冻了数十亿美元的伊朗资金，作为释放美国政府认为被伊朗错误拘留的五名美国人的协议的一部分。鉴于伊朗资助哈马斯，批评者将这些资
1700489116# #对啊，所以占那么多空间人力物力政府财政，平时闲的要命，图个啥
1699516352# #微博视界大会微光荣耀，没看到荣耀logo啊馋嘴
1700990007# #转发微博
1701322983# #现在哪种能力也不如小米了，当你黄章直接卖给阿里还行，现在没机会了
1698890407# #vivo自研蓝河操作系统BlueOS发布：支持大模型，Rust语言编写框架-科技先生这几年很火啊
1694489466# #iPhone15取消静音拨片哈哈哈，我感觉其他厂商会增加静音拨片允悲允悲
1699190292# #这几天，AEB讨论，让我们需要重塑一个基础认识：。。如果一切循规蹈矩于传统汽车，智能汽车还有什么意义。智能汽车不只是加了几块屏，而是应该全场景的智能化革命，覆盖驾驶安全、驾驶体验、乘客体验等等各个维度。。。让暴风雨来的更猛烈吧，未来某一天，世界财富锚定物不是黄金，不是石油，而是电力
1695108818# #是越有钱就越有钱
1690690270# #刚需指挥棒，人民币的滚滚车轮
1694874922# #问宝宝幼儿园学啥了结果人家背了一遍，接着下命令：爸爸，你来背一遍。。。。。竹里馆王维
1692432932# #既然开发商手里有那么多卖不出去的房子，政府还盖那么多共产房干嘛？直接征收卖不出的房子就是了
1698806058# #红旗汽车10月新能源零售销量突破万台，总销量同比增长28.5%
1689477707# #国企领导站前排
1701235388# #2027年前后，中国大量高铁项目会竣工，包括京沪东线等等，中国未来不太用太担心。最拼的政府，最拼的人民，最太平的世界，只需要按照自己的节奏前进，就可以世界无敌。
1694771444# #中国电信、三星联合推出三星W24︳W24Flip两款新品高端手机，时间仰止，风雅不移。文化范儿的投影很不错，见我的视频号。。。顺路看到了成都的第四代建筑小区
1690273182# #来家练武么。。。
1694777944# #大家发现没有，贾跃亭贾布斯去了美国，也没人说雷布斯几个字了
1694764725# #德芙让我实现了茅台自由自由个头，搞得茅台很廉价，像快消品
1687330078# #允悲允悲允悲允悲允悲允悲
1698113619# #女子举报嫂子身为公职人员婚内出轨生子反腐败最终还是需要人民战争
1704020382# #说明台积电高层不傻，站在中美之间是最安全的，过于偏向某一方都是不利的
1701769068# #赵本山转世灵童
1693022611# #进口车在智能化方面是干不过国内车企的，国内车企的智能化速度会越来越快
1688051075# #决定报考中科大我擦中科大这是买个微博热搜广告位么？全国能报考中科大的分数线以上学生也就几万人吧。。。。
1700294761# #羽生结弦无法保护女方好无聊啊，狗仔真是蛋疼的人生
1701321706# #糙，滚你奶奶的苹果迪士尼
1698588826# #钛媒体赵老师表示不服，钛合金媒体，比苹果领先很多年笑cry
1692163743# #富豪们早就做好切割了，企业破产也不影响他们
1698734915# #转发微博
1696407292# #非法敛财可以抓，合法致富没得说，财富自然市场流动，有贫富差距是正常的。国内资本家并不厉害，权贵才厉害，资本家一出事儿，大家的第一反应都是这人是谁的白手套
1693963841# #美方称最先进芯片不卖给中国EUV国产应该也不远了，毕竟中科院那么多研究所都出手了，中国光科学方面还是很不错的，包括华为。
1692949276# #美国华人社区最近发生两场凶杀案，很惨烈。。。。去美国不一定是好事，看自己的需求和实力。。。
1702558917# #传图了
1696305763# #中国恒大复牌后一度涨超40%擦，许家印被抓，恒大暴涨，，，。这是什么逻辑。。。大家在赌国家救场么
1700792294# #国家发改委民营经济发展局网页上线为啥要单独设立一个局
1697198217# #鼓励生育不能只盯着二孩减压才是根本，生育不是三瓜两枣的事儿
1687571604# #台积电熊本厂正在建设中，产能却已经预订一空。。。。台积电这生意真是好
1692294892# #据说在舆论压力之下，美国总统拜登去夏威夷视察了。。。。
1697856263# #蔡英文应该睁大眼睛看看了，小蔡应该看清未来，抓紧投降，主动投诚，就是英雄，硬挺下去，历史地位可能不如秦桧
1698501902# #别看我微博发的不少，其实我有社交恐惧症
1687850105# #煽情式表达，很有感染力。
1688637025# #25岁女网红服大量安眠药自杀大家压力太大了吧，农民得抑郁症的就很少
1702260302# #朋友们，周一福利日我来给大家送福利了！今天订阅我的年费Vplus，除专享高价值付费内容和专属权益外，还能参与抽奖，100%中现金！最高6666元！今日100元大额红包概率翻倍，福利仅1天！快来拼手速吧！
1693049854# #找妇联
1698113446# #那应该买好一点的外机
1697002068# #侠之大者，为国接盘
1700191301# #亚马逊“柯伊伯计划(ProjectKuiper)”贝索斯版的星链计划也开始了，中国要抓紧啊，轨道资源有限，要抢占有利地形
1696126553# #早上，女儿给我讲个两件事，一个是爸爸是superdaddy，一个是要科学发展。。。。
1692766598# #A股九月份会涨一批，华为Mate60发布会应该能带动不少支股票普涨。
1695799413# #【日拱一卒无有尽，功不唐捐终入海】。。京东青绿计划，京东与产业链伙伴一起，共同推动绿色生产和销售生态，打造更多绿色商品，甚至打造京东线、京东林。。。零售不光是生活和生意，更有社会责任和地球村大爱
