1698045433# #趁着巴以冲突，日本偷偷就排了
1690761417# #一项新研究发现，在老龄鼠体内输入年轻小鼠的血液，可使老龄鼠延长6%至9%的寿命，相当于人类多活了六年。。《纽约时报》报道，这项研究于星期四（7月27日）发表在《自然-衰老》（NatureAging）杂志上。研究员说，虽然这项研究并未指出人类的抗衰老疗法，但它确实暗示年轻小鼠的血液中含有促进长寿的化
1688710482# #在深圳，看俄罗斯风格建筑。。今天搬砖需要，第一次进这家大学。虽然北京理工—莫斯科大学，没他邻居港中大（深圳）名气大，但是俄罗斯的数学功底还是很牛的，北京理工底子更强。。学校没有“人文社会”专业，全是硬通货的理工科专业，校园建设也是方方正正，突出条理清晰。。以后中国科技的突破，还是要
1695538650# #祖传英美式滤镜并不简单
1698365884# #蜡烛
1699416626# #听东北的朋友说哈尔滨下雪了很冷。。怎么看视频还有人穿短裙，难道和深圳气温差不多……
1689042125# #我发过吴签图片，虽然都是度娘上来的，还是好慌，他出狱了会不会来告我。
1696560590# #台风“小犬”逼近！今日返程注意台风雨。台风“小犬”的中心5日上午掠过台湾岛最南端鹅銮鼻，给全台多地带来狂风暴雨。截至5日17时，台风“小犬”造成1人死亡、304人受伤。此外，台风还造成33万户停电，6.9万户尚未恢复供电，其中以屏东县2.3万户最多。 。预计，“小犬”将以每小时5—10公里的速度向偏西
1689939181# #中国环境变好引起西方环保组织担忧。由于中国坚持绿化造林，恢复植被，环境变好，西北降雨增加。。西方NGO组织“绿色和平”，在BBC表示，担心气候变化正令中国古丝绸之路上的宝贵文物面临威胁。。该批“环保人士”认为，在中国西北部的甘肃省，增多的强降雨使得敦煌洞窟内湿度变大，给石窟内壁画和雕塑带
1695996111# #用了4年的多旧华为
1696986542# #男子相亲被砍一刀？假的！。近日，广东小伙伍先生在社交平台上发帖称，自己相亲时被女方砍了一刀，引发网友热议。小伍称自己被砍伤后大概缝了6、7针，只因砍伤自己的女生系舅妈介绍，且自己事后得知其可能患有精神疾病，所以未追究女生责任。。广州警方经过调查发现，“被砍”的男子伍某(男，27岁)在今
1689747087# #东南亚媒体：欧洲越来越穷！吃不起鹅肝酱，红酒；届期食品很抢手。欧洲因人口老龄化、重视公余休闲与劳权意识以致经济和产能趋缓的沉痾，在先后遭遇新冠疫情与俄乌战争后加速恶化，欧洲人现正步入越来越穷的时代。法国人开始少吃鹅肝酱、少喝红酒；西班牙人开始撙节使用橄榄油；芬兰人开始鼓励民众选电
1695211517# #一下班就冲向地铁站，赶去省城浪咯……。浪里个浪……。深圳小天超话
1691058611# #中国台北选手孙家闳回应比赛配乐用《我爱你，中国》：尊重运动发源地。7月30日，中国台北选手孙家闳夺得成都大运会武术男子太极拳项目金牌，他的武术配乐《我爱你，中国》也在两岸迅速引发热议。孙家闳31日通过台湾大专院校体育总会发声回应此事，表示「尊重运动发源地，亚运继续拼」。。他还表示，能替
1691225339# #男女机长训练后，机舱遗安全套。港媒报道，指接获读者投诉，一班「挑战者605」训练航班，由一名男性姓马训练机长及一名女性姓黄副机长驾驶，当航机返回基地后，另一名职员作例行检查时，发现驾驶座遗留一盒安全套。。香港飞行服务队回覆，未有接获相关投诉，经了解后没有证据证明任何违法、不恰当或影响
1692959589# #力度还可以加强
1688097021# #台湾受日本文化影响很深啊，怎么活动都日本化了呢。这个视频，我是发出来批判的。。咳咳，你们也是批判吧？。台湾生活深圳小天超话
1692200389# #警方回应2岁幼童被父亲从楼上扔下致死。8月16日，广西玉林一名男子将幼童从楼上扔下。玉林市第一人民医院工作人员向记者证实，事发后，幼童被送往该院救治，最终抢救无效身亡。。玉林市公安局工作人员透露，男子在广州市白云机场附近落网。
1689346774# #路透社：比亚迪拟投资10亿美元，与印度企业合作建厂。路透社星期五（7月14日）引述三名匿名知情人士报道，比亚迪和总部位于海德拉巴的私营企业MeghaEngineeringandInfrastructures，已经向印度监管机构提交了组建电动汽车合资企业的申请。。一名知情人士称，比亚迪的长期计划是在印度生产从掀背车到豪
1692677853# #欢迎包括港澳台的所有旅客多来深圳玩。开门做生意，客似云来，满堂红大家都开心。奶茶、糕点，要多少卖多少，只要你拿得动，买的开心，卖的也开心。
1689576359# #男子家暴成瘾反问民警打老婆犯法吗。江西赣州定南县女子李某因被丈夫郭某殴打报警求助。。面对民警询问，郭某拒不认错还反问民警：“打自己老婆也犯法吗？”。经调查，郭某经常对李某实施家暴，李某一直忍气吞声，直到这次无法忍受报警求助。。最终，警方依法对郭某作出拘留10日并罚款的处罚，并对其出具
1691316538# #深圳按摩，港媒转发3个给香港人的忠告：「千万不要XXX！」。港人前往深圳除吃喝购物，进行脚底按摩或全身按摩也是极受欢迎的项目，尤其是女性朋友，贪其环境佳，价钱一般也较香港廉宜。但原来香港人在深圳或内地按摩时，一些习惯看在内地网友眼中，却似乎不太适合，更有网友因此特意在小红书出帖，开宗
1689172930# #港珠澳大桥车辆通关量创新高“北上港车”已超1000辆次。7月9日是“港车北上”正式实施第九天，港珠澳大桥珠海公路口岸迎来出入境车辆高峰。据港珠澳大桥边检站统计，当日通关车辆超过9300辆次，是2023年第七次刷新单日最高纪录。。9日20时，港珠澳大桥珠海公路口岸客流、车流如织，其中不少是趁周末到内
1696938110# #港媒称香港经济死火。港媒香港01探讨在移民潮、高息环境，以至股楼双杀的情况下，加上通关后北上消费潮，如何令香港经济「死火」。学者表示，面对经济困局，香港需另觅出路。。香港今年上半年食肆总收益为550亿元，较2018年同期少43亿元，而零售业生意同样疲弱，上半年零售业总销货价值的临时估计为2,050
1689772484# #我国网民规模已达10.67亿，互联网普及率达75.6%。
1696901818# #这次以巴冲突的舆论战，也进化到新模式。欧美主流媒体基本都是犹太资本控制，以往只有犹太资本需要的声音，才会被看到，自然是一边倒。这次冲突，巴勒斯坦人大量使用tiktok等短视频平台，在网络上形成信息对冲。这就是为什么五眼国家那么恨tiktok的一个原因。
1692888743# #香港旅行社称赴日人数减，但料短期内回復。有旅游业界说日本公布排放核污水时间表后，单日报名到日本的旅行团即时下降两成，但相信短期内会回復。。东瀛游执行董事禤国全：「昨天看见整体数字比过往报日本团，下跌了两成左右。我们看2011年311核辐射事故之后、地震之后，团队暂停了25天没有去日本；当年4
1689223339# #香港惩教署人员涉强姦，全部准以20万元保释。香港7名惩教署人员涉及尖沙咀日前发生的一宗强姦被捕，警方经调查后控告其中3名二级惩教助理1项强姦罪，法官准3人各以20万元保释。。香港一名31岁女子随两名朋友到一住处参加派对、饮酒玩乐，至翌日凌晨时两友人先行离场，留下女事主与七男继续饮酒，期间事主
1692372360# #好像很欢乐。暴雨过后市民街头比拼捉鱼技能
1694484402# #马面裙真好看。现代与传统的完美结合，马面裙的美丽，值得每一个热爱时尚和文化的妹纸拥有。。视频：复古少女。马面裙深圳小天超话
1688806457# #有内地网友发帖称在香港太子“元朗冰室”餐厅，吃饭吃到蟑螂（曱甴、小强)，后来老板对该套餐进行免单。。粤港澳大湾区深圳小天超话
1697336142# #美媒研究出华为mate60pro卖一台亏一台，因为国产7nm太贵，。日媒又研究出根本不是7nm，是14nm，只是用特殊工艺让芯片达到7nm的水平。。现在，又有外国测评平台说，测出来是5nm。。薛定谔的华为手机二哈
1688890452# #朝鲜痛斥！“日本企图再犯滔天大罪”。据朝中社报道，朝鲜民主主义人民共和国国土环境保护省对外事业局局长9日就此发表谈话，批评IAEA“积极庇护、偏袒和助长（日本）核污染水排海计划”，痛斥日本企图在当代再次犯下永远洗不清的滔天大罪，同时谴责美国、韩国公开欢迎日本排海计划的立场“可笑”。。
1692085833# #父母渐老，孩子尚小，中国第一代独生子女的危机，已经悄然到来。。根据数据统计，中国从1980年到2016年，诞生了1.76亿独生子女，现在已经接近2亿。。图一是经典照片《独生子》，左边病床躺着母亲，右边是父亲，中间是孤独脆弱的孩子。。举个例子：。前段时间，看到山东济宁一家医院的心酸一幕。。高先生带着
1699280271# #黑龙江佳木斯一体育馆坍塌初步确认3人被困。今天19时40分左右，黑龙江佳木斯桦南县悦城体育馆发生部分坍塌。。经现场初步确认，体育馆内3人被困。
1691677272# #深圳新增猴痘69例！。中疾控网站公布2023年7月猴痘疫情监测情况，其中广东新增115例，为全国最多省份。。8月10日，广东疾控网站公布2023年7月广东猴痘疫情监测情况：全省新增115例，全部为男性，其中深圳新增69例确诊，为广东各城市之首。。7月广东新增报告115例猴痘病例7月深圳新增猴痘69例
1694432140# #前官员反对港府搞夜市，称：市民疫后爱回家难扭转。港府最快本周中公布重振香港夜经济计划「香港夜缤纷」。香港前财政司司长曾俊华反对，称港人生活方式在疫情期间已有改变，例如习惯在家中煲剧，戏院亦不再提供午夜场；加上社会老龄化及少子化，市民下班后回家照顾长者或宠物，故恢復社会气氛并不容易
1689220911# #日本向韩国承诺核废水万无一失。日本首相岸田文雄会见韩国总统尹锡悦时承诺，福岛第一核电站核污水排海若果发生问题，会立即停止排放并採取妥善措施应对。。两人在立陶宛出席北约峰会期间会谈，岸田强调，不会实施对健康和环境造成负面影响的排放，会在安全性方面做到万无一失，寻求韩方理解。。两人又强
1694618942# #内地“新香港人”面试廉政公署，引起香港部分网民不满。香港廉政公署早前就推出招聘计划2023，月薪最高可达107,770元。港媒报道，一位女生在社交平台分享自己到廉署见工的体验，更公开当中的5大流程，扬言在接受体能测试时差点「跑到呕」。。该名被港媒称为“内地女生”的网民，在亲身经歷后觉得入职要求
1688740734# #李玟支持一个中国，台蛙绿媒酸了。李玟2022年7月出席举办在武汉的大众电影百花奖颁奖典礼，当时在红毯亮相时，李玟对着歌迷挥手说：「我是武汉姑娘啊，武汉姑娘回家了。」。2022年老巫婆裴洛西窜访台湾，李玟随即在微博转发「只有一个中国」的贴文，大陆网友才纷纷大赞。。近期李玟遭遇不幸，台媒趁着热点
1697764089# #美国务院罕有发布全球安全警报，促海外公民提防恐袭和反美示威。美国国务院10月19日罕有发出全球安全警报，建议海外公民加强警惕。国务院指出，由于世界各地紧张局势加剧，有可能发生针对美国的恐怖袭击、示威或暴力行为，建议海外美国公民注意。。该警报并未针对任何具体的事件，仅指在美国国民在旅游热
1690521210# #垃圾桶：星期五，不想工作，我躺平算了。。怎么，躺平还要被压！。杜苏芮路径深圳小天超话
1690155805# #台媒很自豪台湾人大量去日本旅游消费，。对日本人在台湾旅游后嫌弃台湾，台湾人也很认同。。看台媒，两地总体就是一片“父”慈“子”孝的气氛。。深圳小天超话
1697378355# #我也想去印尼看看高铁，明年不知道能不能去呢。
1697798250# #香港地产商降价保命，李嘉诚最先开跑。外媒发现，香港的房地产开发商正竞相出售房屋，他们祭出了多年未用的招式：大幅折扣。。李嘉诚旗下的长江实业，是最早面对于这个新现实的公司，以2016年以来最便宜价格，出售油塘地区的亲海駅II项目。这招果然奏效——该项目的超额认购超过30倍。。由于超低的借贷成
1695719444# #叙利亚第一夫人：访华留下深刻印记。被叙利亚第一夫人圈粉了深圳小天超话
1693126358# #这个省的人和事，最后总能关联到诈骗呢？
1699244248# #这种雪天，需要穿秋裤吗？。广东人都只穿一条裤子，会不会有点冷？。东北的雪快扫不过来了
1692972601# #日本，又地震了！。日媒当地时间8月25日报道，当天19时12分左右，日本岩手县以东海域发生4.3级地震，最大震感为震度1，震源深度10千米。。此前，据消息，北京时间8月25日6时48分（当地时间8月25日8时48分）在日本本州东海岸远海发生5.8级地震，震源深度10公里，震中位于北纬39.50度，东经1
1691454282# #英国三铁世界系列赛多人不适，澳洲运动员：原来在粪便中游泳。世界三铁锦标系列赛在7月29至30日于英国新特兰举行分站赛，然而比赛之后，官方证实至少57名曾参加游泳环节的参赛者不适或出现肚泻等症状。一个环评机构曾在赛前3日检测比赛地点RokerBeach的水质，发现大肠桿菌含量达到每100毫升3900，而在世
1689442728# #台军女飞行员郭文静:只要长官敢下命令,我会毫不犹豫的击落歼20。近日，英国媒体《每日电讯报》采访了台湾空军的两位女战斗机飞行员，她们一个叫郭文静，一个叫谢芸梃，其中郭文静称她曾驾驶IDF战斗机多次在台湾海峡拦截大陆空军的战斗机，与解放军在海峡对峙的台军飞行员中还有这样一位女性，的确出
1688467170# #港警通缉8名港毒，将穷尽一生将你们拘捕！。昨日港警通缉8名外逃港毒分子，每人悬赏百万元。特首李家超今日称要终生追捕通缉犯，提醒亲戚朋友也可领赏金。。保安局局长邓炳强则表态：「今次除了通缉这些人，也要截断他们的资金链，包括冻结、限制、没收和充公财产，另外要查出他们在香港或外国
1689949847# #721白衣人抗暴四周年，有港毒分子滋事被带走。2019年7月21日，由议员带队，大批黑暴袭击有爱国传统的元朗围村，被村民持藤条反杀进地铁站。为掩饰当晚港毒分子袭击香港中联办的罪恶，乱港媒体将白衣人抗暴抹黑成恐怖分子袭击香港市民，后多名抗暴村民被法官以暴动罪重判入狱。。今天是抗暴四周年，人称「
1693828675# #无惧中国内地客大减，日本酒店称主要做欧美客生意。《日经亚洲》报道，在邻近东京皇居的东京皇宫酒店，1月至7月的平均每晚价格攀抵87,999日圆（约4372人民币），较疫情前上涨40%。。东京帝国酒店集团社长定保英弥总裁表示：「考量到日圆走弱，酒店房价仍有进一步上涨的空间。」。由于日本排放福岛核电厂
1688689185# #山西晋中官方通报未成年人被欺凌事件。山西晋中介休发布通报称，三人未满14周岁，依法不予处罚。目前，双方家长已经达成和解。
1692074038# #半颗山东大白菜75新台币，折合人民币17块。。一看场地：韩国。。韩国人都在吃山东的山东大白菜，你们跑去吃韩国的山东大白菜，活该那么贵。
1695694957# #多想让您看看万家灯火国泰民安电影志愿军雄兵出击终极预告。“中国人民爱好和平，但也敢于反抗侵略战争”。1950，百废待兴，战争实非我愿……但是面对侵略，又怎能退让？历史已经证明，退让只能换来一让再让，只有逢敌亮剑，以战止战，才能创造属于新中国的和平。看懂了这些，才能理解老一辈人的深
1694792487# #在iPhone15开卖后苹果官网崩了的港媒新闻下，评论区出现大量嘲讽评论。。深圳小天超话
1693185728# #台媒称郭台铭今天将宣布参选。鸿海创办人郭台铭动作频频，各地奔走倡议「主流民意大联盟」，今（28）日上午10时将正式向外界宣布投入下届台湾地区领导人选举，并以独立参选人身份进行连署，外传副手已有内定人选，锁定无盟立委高金素梅，而郭台铭也将亲自说明。。台湾当归深圳小天超话
1690715762# #遗弃12岁儿童的母亲由内地赴港被捕。12岁双非（父母均不是香港户籍的港籍儿童)男童本月17日随37岁姓陈母亲由江西赴港，入住油麻地一间宾馆，三日后两母子到广华医院急症室，母亲叮嘱男童看完医生后，跟护士说遭遗弃，她之后随即返回内地。。消息说警方调查后，得知男童母亲是内地游客，在香港没有住所，
1697792551# #好可怜的小女孩
1688788531# #8块钱买了10根睡莲，感觉挺好看的，等它开花。。微博手机影像年人像
1697171057# #战狼还是演保守了。一个战争状态国家的士兵被敌国抓走了，战争国大使馆出面道德绑架中国，我们中国人老老实实在家种胡萝卜，不惹事不侵略，我招谁惹谁了？
1694140584# #昨天傍晚龙岗区龙城街道最大雨，担心了一晚上车库。凌晨又变成了罗湖区东湖街道最大雨量，又担心爸妈车库，这暴雨是追着我家来下吗允悲。据气象台：深圳全市最大累计雨量469.0毫米（罗湖区东湖街道）。分别有最大2小时（195.8毫米）、3小时（246.8毫米）、6小时（349.7毫米）、12小时（465.5毫米）四
1699621421# #你喜欢猫吗？这边有只三四个月的豹猫，主人要回老家，想找个靠谱的人收养。
1693580623# #别人迎战台风苏拉，。和我迎战台风苏拉。。深圳迎战台风苏拉
1699448227# #诡异！新娘试婚纱惊见「镜中人手摆不同」。据《纽约时报》报导，美国准新娘科茨当时在婚纱店的双镜前观看试穿成果，并请助理协助拍背后照。但镜子中的她却与现实的自己完全不同，镜子里的「她们」彷彿有了自我意识，都做出和现实中的科茨完全不同的拍照姿势。。科茨虽是作家和演员，但还是被这超现实画面
1691452169# #台湾歷史课本称「日本是母国」！台媒认为完全没毛病。台湾的初文歷史课本，在教授日本殖民台湾时期中，提及「农业台湾、工业日本」、「促使殖民地台湾与母国经济互补」。台媒称触发小粉红敏感神经开呛「已经认贼作父了」。。台媒报道中，引用不知何处的“明理人”出面解释「日本母国有什么不对，那个时期
1692594433# #香港警察与路过市民合力制服一名暴徒。。希望下面那位阿sir不要受伤。。网传视频，不知道时间。。深圳小天超话
1689054811# #菲律宾人在港袭警，法官判囚3月4周。香港警方今年1月在坪洲处理噪音投诉期间，43岁菲律宾人情绪激动袭警，被警员连开3枪，其手部及腹部受枪伤须送院抢救。。涉案男今（11日）在东区裁判法院承认两项袭警罪，被判监3个月4星期。另一同屋男子亦涉当时阻差办公和袭警，今获控方批准自签2000元、守行为3年，
1689574417# #很多人法律学多了就慢慢失去人性了。工作生活中，还真遇到不少这种人。法律，只是人制定出来的规则，不是物理自然规律，时不时会变化的，并不是不变的真理。
1689143311# #说好的大国自信呢？。怎么世界第一霸权也这么玻璃心？。美财政部部长耶伦访华深圳小天超话
1696476216# #很多成年人不知道LISA是谁，但很多小学生知道她。有同事6年级的女儿就问妈妈什么是疯马秀，为什么LISA要去，问到最后小朋友觉得脱衣舞也没什么衰
1690504941# #还好跑得快，如果今天留在福州，。就可以看大风大浪了。。杜苏芮路径
1689809080# #国务院任命董经纬出任中央驻港国安公署署长。。59岁的董经纬，2018年出任国家安全部副部长，是中共十八大及十九大代表。第十三届全国政协委员。。驻港国安公署署长一职，自今年初郑雁雄接替骆惠宁担任中联办主任后一直悬空。。深圳小天超话
1690296294# #葱油焖鸡。几个步骤就完成一道家常菜
1695989888# #这不就，又和3000块工资的人有关系了
1696389442# #还是高考问题
1692874079# #原来奥特曼，是一部写实主义寓言。。日本人是怎么知道未来要出现这些怪物的？。福岛患癌人数逐年上升深圳小天超话
1693998353# #人被迷晕，细长条，软趴趴，比猪都难运输。把醉酒的人从车里整到家里都费劲，你居然还相信迷晕后被人穿山越岭转移到缅甸？开啥玩笑。都是自愿过去的。。。在网上随机找了三个醉酒视频，一男两女，确实走几步都不容易，人贩子要用迷晕这招，可是体力活啊。
1691456314# #good
1697854090# #香港有野猪冲入旺角店舖，咬伤一男子手脚。今日（21日）上午9时，香港旺角花墟园艺街有一只身长约1米的野猪闯入一间地下舖头，咬伤一名男子右手右脚。。救护员到场替伤者包扎后将他送往广华医院治理，警员正在场处理。。粤港澳大湾区
1699358215# #德国政府拟禁止退役军人为外国效力，称针对中国。数月前，德国媒体杜撰出英国和德国空军的退役飞行员受聘到中国工作，为解放军培训战斗机飞行员，引起反华浪潮，要求政府采取措施杜绝这种现象的呼声高涨。。柏林当局已提出立法计划。
1698328204# #以色列代表拒绝联合国秘书长解释，再次要求其辞职。据《以色列时报》报道，联合国秘书长古特雷斯日前言论引发以方强烈不满，古特雷斯随后对自己的言论做出了澄清。不过，以色列常驻联合国代表吉拉德·埃尔丹26日拒绝了古特雷斯的解释，并再次要求其辞职。。以色列要求古特雷斯辞职
1697682009# #巴勒斯坦的小朋友蜡烛。美国一票反对致安理会未通过巴以问题决议草案
1691629729# #卡努台风重创沖绳「美军气象站雷达」严重损毁。根据《沖绳时报》报导，驻日美军设置于琉球（冲绳县)宇流麻市胜连平敷屋的气象用雷达2日还强风吹毁，区长西新屋光男当天下午4时接获周遭居民的通报后，前往确认，并发现现场散落的零件。。该气象用雷达的上半部因不堪强风而损坏，部分零件直接被吹飞，所幸
1692237838# #台湾励志新闻：拍A片、考大学两边跑，21岁女优顺利考上台大了。台湾AV女优魏乔安昨帖出查榜截图，宣布考取「台湾大学人类学系」，她表示「不用问我念人类学要干嘛，只是因为我喜欢我有兴趣，你不念人类学难道就知道你的人生要干嘛了吗？」。还开玩笑说，「还好我是先当AV女优再考大学，这样才会是考上台
1697210903# #如果我抽中了，就送给女粉吧。生理女那种，心理女不算
1697460734# #没想到你竟然是女的！
1690447540# #港人北上消费，罗湖生意火爆。自今年1月8日有序恢复正常通关以来，截至6月29日，深圳边检总站共查验出入境人员6234.7万人次，同比去年增长3150%。近期，恰逢暑假，港人北上游玩热度高涨。据香港入境事务处透露，6月北上港人总数超408万人次，6月30日当日入境深圳的港人破20万人次。。深圳金光华广场市场
1693811945# #台媒:上半年全球最卖座手机出炉，中国品牌全军覆没。西方机构「Omida」先公布了今年上半年最畅销手机TOP10，排行榜被苹果及三星佔据，代表中国品牌手机全数覆没。。根据Omida所公布的数据，iPhone14ProMax是全球上半年最畅销的手机，销量为2650万台，与去年同期全球冠军iPhone13的3370万支相比，虽
1692496630# #一旦启动武统，就一定不能像俄罗斯一样婆婆妈妈，想打又不敢打，必须以霹雳手段，才能显菩萨心肠。
1688173604# #有劏房户未能入住公屋，港媒称特首上任一年未改善。港媒香港01报道，现届政府上任一年，特首李家超参选时提出「以结果为目标」去解决问题。一年快过去，劏房户标叔嘆其最迫切的问题仍未解决，轮候公屋八年的他仍在不足70呎（6.5平方米)的劏房，与妻女等待入住公屋。。问到对今届政府上任一年的评价，标叔
1695960669# #好像一块芯片……
1699418245# #默默点开，想看看博主在哪个城市
1689868838# #日媒称限制日本水产将让中国餐厅经营困难，要求取消限制。日本媒体在19日报道，中国在今个月开始，对日本进口水产进入全面的辐射检测，令进口时间大幅增长。该媒体访问一间在北京开店的日本料理负责人，负责人指：「就如海胆一样吧，三日就会融化了。因此在完成通关都用不了，这对整个业界都有影响。」。
1697515132# #四句话减少你的精神内耗。1，我不需要向谁证明什么；。2，无所谓，没必要，不至于；。3,“关我屁事”，“关你屁事”；。4，冷漠能解决生活中80%的麻烦。希望在你迷茫不安时，这些句子能带给你力量。。拯救不开心
1692533001# #这都啥病毒株啊，不发烧就算了，还发冷。。躲在房子里，不敢出去。毕竟家里有老有小，自己不舒服就算了，不要感染别人。。晚上在屋子里翻啊翻，翻出了袋自热米饭。中午吃海鲜大餐，晚上蹲地上吃自热米饭。。我这差距有点大啊。。二阳是因为免疫力到期了吗深圳小天超话
1697456082# #BBC主持人催迫谴责哈马斯，巴勒斯坦驻英国大使现场反问：。「过去75年，每当以色列人被杀时，就把巴勒斯坦人带到摄影棚这里。过去几个月约旦河西岸200多名巴勒斯坦人被杀时，你曾带我来这里吗？」。中国政府向巴勒斯坦提供紧急人道主义援助
1688871655# #内地客掀合照热，香港文旅局长：把握新趋势令旅客有更深感受。近期不少内地旅客访港时，喜爱与各处路牌合照。香港文化体育及旅游局局长杨润雄8日指，麦当劳道等路牌反映香港歷史，很多内地旅客觉得有趣与其合照，遂吸引更多人前往合照，当局应充分利用社交平台做好宣传工作，「路牌或特别地标，旅客都会
1695781333# #12岁港将遗失手机，志愿者搜数万袋垃圾寻回。中国香港代表团团长霍启刚今天在微博发视频，感谢杭州奥体中心网球中心工作人员倾力相助，帮助一位香港运动员寻回手机。据中国日报报道，遗失手机的是12岁国际象棋棋手刘天仪。志愿者彻夜搜索了数万袋垃圾，在24小时内找回了手机。
1689035189# #老白男的做法。。李玟逝世深圳小天超话
1691940291# #哇，拍得真漂亮，不愧是专业的！
1693053956# #有香港餐饮品牌称懂科学、撑日本鱼生。叙福楼集团有限公司是香港一家连锁饮食集团，旗下有多个品牌。该企业主席及行政总裁、香港日本食品及料理业协会创会会长黄杰龙，在脸书发文撑鱼生同业，「继续食日本寿司的，都是懂科学的人，支持寿司鱼生同业。」帖文更附上3张鱼生及寿司的照片。。
1698018910# #香港4大地产商市值蒸发2338亿。美国联储局宣布加息开始，香港四大发展商股价已分别下跌两成七至近五成二；至于市值，新世界更大缩逾半，两年多的加息周期内，合共蒸发2338亿元！。港媒估计特首李家超新一份《施政报告》中，会回应地产商呼吁，放松房地产调控措施。不港媒担心只减一部分，只是放宽非本地
1690697826# #台媒讨论为何台湾年轻人爱去日本，不爱到大陆旅游。台媒以「为啥年轻人都去日韩泰，很少去中国大陆玩？」发起讨论，9台湾年轻人成都是到日本、韩国、泰国游玩，却没看到有人到离台湾很近的「中国大陆」玩。。台湾网友纷纷留言，「可能因为付款方式跟台胞证很麻烦吧」、「我是觉得大陆蛮好玩的，可能不够
1688273986# #张柏芝在庆祝香港回归的晚会上，演唱《星语心愿》。听着这歌，觉得想起了自己的青春，记得当年这首歌火的时候，我还只是个学生。还在学校旁边小店买《YES》看。。香港回归祖国26周年深圳小天超话
1697297657# #可惜这种犹太人不多
1693663362# #台风苏拉引起风暴太小引香港专家不满，认为未兑现预测。颱风苏拉已远离香港，在吹袭期间对香港造成极大破坏。特区政府全力应付，将损失降到最低。。前香港天文台长岑智明撰文指，风暴潮没有天文台原先估计大，吐露港破纪录预报亦没有兑现，认为天文台需要做更多研究提升风暴潮预测的准确度。。香港天文
1697257624# #裸女惊现公交站，举牌阻乘客，遭车长喝退。13日香港流传一段短片，在某公交站一名全裸女子站在巴士门前，一言不发举牌，街坊上车也受阻。其古怪行径惹来乘客侧目，纷纷向她表示「下车啦」；亦有乘客向身旁人士笑言「哇阿叔，干嘛那么开心」，惹来一阵窃笑。。扰攘一轮后车长起身大喝，指令裸女「下去」。
1698799007# #这是属于中国人最美的流星！神十六返回舱掠过新疆库尔勒上空。这是属于中国人的浪漫。
1693059533# #「经济突飞猛进靠台湾」，台毒分子：中国应心存感激。台毒分子赖清德接受专访时，指大陆经济近20、30年突飞猛进，很大原因在台湾是最大的外资，带进资金、人才、技术。。其在台媒上称「中国对台湾应该要心存感激，台湾不求回报」，强调只希望大家和平相处、共同增进两岸福祉。。深圳小天超话
1698923898# #国资委开网店卖什么。国务院国资委在淘宝的小店开张，随便卖点核电站、直20直升机、5G芯片、太行发动机……。快双十一了，不知道有没有买5亿减50大优惠呢？
1699629337# #饿了没，如果饿了，就把这个视频，发给你也觉得饿了的朋友，让他一起饿！。请发给你的朋友看
1696352740# #泰国总理刚推出对中国游客“免签”的新政，突然来了个14岁少年，头戴星条旗，在中国人出游最旺的双节长假，到旅游购物区进行枪击，针对谁呢？。未成年人不会死刑，泰国是佛家国家，刑罚更难说。。时间、地点、人物如此之“巧合”，不得不让人怀疑。。泰国一商场发生枪击案已致3人死亡深圳小天超话
1695820761# #回力是名牌，小时候求了我妈好久才给我买的回力鞋。那时候记得多穿黑胶底的钉鞋，磨到“钉”没了，就找妈妈要买新的。
1688384345# #家常菜：子姜焖鸭。这个做出来，确确实实是有鸭脖，不用怀疑。。美食分享深圳小天超话
1689251783# #看完这个台湾新闻，我觉得王小姐是对的！
1693568122# #我的mate20X也时不时传出：经久耐用、一代机王、还能升级……的声音。
1688816711# #香港市民担心日本核废水，不买日本海鲜。香港街市海鲜档，有澳洲的龙虾、阿拉斯加和北海道的长脚蟹，不过当日本排放核废水，特区政府会即时採取严格进口管制措施，包括禁止福岛一带高风险地区水产品进口，市民都说对日本水产有担心。。区先生：「以前有（买日本海鲜），但现在害怕日本的核污水，不要食、
1688609937# #“龙岗V联盟”来袭。7月7日（本周五）龙岗V联盟成立仪式暨“龙岗有咖位”主题活动重磅开启。本次活动由龙岗区委宣传部、龙岗区委网信办联合奥一网推出。活动将组织专家学者、网络大V行走龙岗，采风了解龙岗科技创新、产学研融合、文化艺术氛围、城市生活品质和数字文化产业发展等方面情况，近距离感受体
1688174873# #泰国网友加入了鄙视美国地铁的行列。。怎么能跟美国不一样呢？泰国这一定是充满乡镇气息的铁路，哪有纽约地铁那么国际化。。官方回应上海外滩夜景灯光被吐槽
1692084066# #外媒：传丈夫又欠下13亿，刘涛带货扛债。女星刘涛凭剧集《琅琊榜》走红，2007年闪嫁“京城四少”之一的王珂，不过二人多次被传婚变。。刘涛因老公投资失利而重返幕前，成功用4年时间为夫还债3.22亿人民币，因而被封“国民媳妇”。近日外媒报道，王珂再度投资失败，欠下近13亿人民币债务，令一向表现坚强
1696078479# #当年呼吁经济案件免死那些人呢？
1690082836# #老人放风筝险将骑车路人割喉地址写错了。这个风筝新闻，都顶到某视频平台深圳同城第三了，流量多大不必说。。但人家原发帖人也说了是四川双流。我这个普通网民，用一部老旧华为，也能搜出来这是四川成都双流区内航鹰东路。做新闻时，能不能动动手指求证下啊衰。弄错了地址，就算当地想严查这事，也找
