1697630857# #外媒称浸信会医院遭袭已致至少500人死亡看着真惨。。。
1694016862# #在福岛核污水排海后，雅虎对日本网民做了调查：你认为日中关系未来会如何发展？。66.8%认为会变差。20.4%认为有变差可能。9.6%认为不变。1%认为有变好可能。1.4%认为会变好
1694586420# #有专业人士给解释一下广告性质怎么界定的吗
1696401217# #日本球迷：亚运棒球输给中国是奇耻大辱
1694092730# #台湾省桃园县一名人妻，今天发出多张对话截图，指控妈妈和自己老公有染。
1698068069# #台军非战斗减员
1697817596# #“再见，亲爱的...”。巴勒斯坦少年悲伤地告别在以色列对加沙的空袭中丧生的弟弟。巴以冲突
1697809092# #以色列战机向加沙的巴勒斯坦房屋投掷的导弹，但没有爆炸
1703838168# #台湾嘉义县一名蔡姓男子在脸书上转贴“萧美琴”新闻就要被独裁民进党查水表
1693822324# #台湾省“万国造”的潜艇还没下水，就开始吹嘘比大陆潜艇要厉害了
1694929040# #大广高速江西宜丰段，女子驾车高速行驶，慌乱中将油门当作刹车。
1694844083# #好莱坞街景
1696769044# #安徽马鞍山，两大妈插队理直气壮，惹路人们众怒。大妈：我插队关你什么事？
1695143454# #苏光头出书了，吹嘘自己的“政绩”
1697211715# #今天的镜头-一名以色列定居者在希伯伦以南的亚塔，在以色列国防军士兵面前射杀了一名手无寸铁的巴勒斯坦人。
1694010206# #司机倒车撞到宝妈和孩子，探头望了一下后扬长而去。
1697472029# #王菊说这碗面40块钱人民币
1697873148# #小伙独自坐缆车，被对向而来的大爷叫“光棍”允悲
1697262135# #支持巴勒斯坦的集会被德国警察驱散。
1697961752# #今天早上加沙中部代尔巴拉赫一家医院院子里的一幕，包括儿童在内的数十名无辜巴勒斯坦平民昨晚在睡梦中被屠杀。巴以冲突超5800人死亡
1695802195# #9月26日安徽淮南，消防员买奶茶店员悄悄藏起收款码，“今天我们搞活动不要钱”，离开时消防员留下了现金。
1696756969# #。。。
1696855237# #三立：不确定明天会不会活！。以色列兵：想再吃台湾早餐
1702391740# #周海媚因病去世回顾周海媚19～57岁荧幕变化，一路走好
1697818269# #目前，以色列对加沙中部努塞拉特难民营的房屋进行狂轰滥炸，造成许多儿童受伤。巴以冲突
1697641569# #向加沙地带运送人道主义和救援物资的志愿者身穿黑色T恤，并宣布在埃及一侧的拉法过境点前静坐，直到援助获准进入加沙地带。
1702641712# #台名嘴：中国车用电池已经第一，美国压制不了大陆产业的崛起台湾
1693654588# #女孩发视频哭诉自己父母“原生家庭给的压力太大”
1699597787# #台湾最美风景来到了韩国
1694429653# #台湾省嘉义县的“流水席”。
1701354307# #台湾地区研究员：20年前大陆汽车电池要绑风扇散热，没想到现在技术却超过欧美台湾
1697192620# #受伤的巴勒斯坦父子
1703327502# #如果没有猜错的话，两位应该是——低能儿
1693927044# #据“今日印度”、印度《经济时报》等多家印媒5日报道，莫迪政府可能会在定于9月18日至22日举行的议会特别会议上，提出一项把印度（India）国名更改为“巴拉特”（Bharat）的决议。。从印度国大党议员塔鲁尔提供的图片中可以看到，印度官方称G20峰会晚宴将由巴拉特总统主持。
1695632389# #韩国球员爆冷输球拒绝握手9月25日，杭州亚运会继续进行，赛会4号种子、韩国一哥权纯雨爆冷1-2不敌泰国选手甲西迪讪雷。比赛结束后，输球的权纯雨非常生气，砸烂球拍泄愤，并拒绝与泰国选手握手。
1694445858# #台湾刚下水的登陆舰又坏了
1697358140# #今天加沙卫生部表示：以色列对加沙的持续侵略导致2329名巴勒斯坦人死亡，9000多人受伤。
1697892193# #英国首相里希·苏纳克对内塔尼亚胡说：“我们知道你正在采取一切预防措施以避免伤害巴勒斯坦平民。”二哈二哈二哈
1703429175# #纽约时报报导，大众集团已着手筹备一个由近3000名中国工程师组成的团队，并计划在中国建造新的电动车工厂。公司宣布了名为“在中国，为中国”的新战略，这表明中国在电动车行业的领先地位正在颠覆全球汽车制造业，给人们带来了新的启示。
1693717928# #国民党发文纪念反抗日战争胜利78周年
1703768740# #老殖人：澳大利亚汽油能喝能炒菜允悲
1695497040# #法国巴黎
1701616768# #台湾专家感叹:一本拆解比亚迪海豹的书,在日本卖到了88万日币台湾
1693720759# #铭记历史，缅怀先烈中国人民抗日战争胜利78周年
1696848706# #亲以色列和亲巴勒斯坦的支持者在纽约时代广场发生冲突，高呼口号。
1697272077# #陈奕迅澳门演唱会被要求说国语陈奕迅澳门演唱会高歌一曲后，用粤语和台下歌迷交流时，突然有人大喊：“讲国语“”说普通话“。突如其来的要求，整个会场也开始骚动起来，这让陈奕迅有点不快，直接用英语回怼：我只想用我喜欢的语言和方式来演出。
1703414702# #联合国的奇妙时刻。。事情发生在昨天，他们投票支持增加对加沙的人道主义援助。。美国代表举起手，却被坐在她身后的女士戳了戳，她的手很快就放了下来。
1694533755# #当地时间9月11日，利比亚东部当局表示，受飓风“丹尼尔”影响，利比亚东北部港市德尔纳市发生特大洪水，目前已致近3000人死亡，失踪人数已达10000人。
1697040532# #突发：黎巴嫩真主党部队向以色列发射了大量无人机。
1694181912# #“这行为可以报警了”暴雨积水，男子竟打碎玻璃瓶扔水里。
1696006460# #只能说台湾类似于北辰这种三发导弹拦截率210%愚蠢的人是越来越多了
1697304478# #在纽约举行的一次支持巴勒斯坦的示威活动中，一名支持巴勒斯坦的美国人在福克斯新闻记者询问他对被斩首的以色列儿童的看法后做出反应：。“这是一个不真实的假故事，现在给我看那些该死的照片，给我看这些照片，你是个骗子，全是废话，你是个骗子。”巴以冲突
1697343313# #据《纽约时报》报道，以色列计划于本周末入侵加沙，但已推迟“几天”，部分原因是多云天气
1700217346# #介文汲：红旗车亮相美国代表中国已成世界强国拜登指着红旗车说beautiful红旗N701
1697126891# #台湾省民调15%台湾人认为台湾军队比较强二哈
1697891327# #加拿大和意大利主张建立两个国家——以色列和巴勒斯坦。。加拿大代表在巴勒斯坦峰会上说。：加拿大坚持以色列和独立的巴勒斯坦国共存。。意大利仍然致力于在两个独立国家共存和建立独立巴勒斯坦国的原则上解决以色列和加沙地带之间的冲突。
1697817775# #赖清德屏东竞选总部昨晚在屏东嘉庆宴席餐馆举办募款餐会，一万块台币的梅菜扣肉盒饭。
1697384638# #以色列警察大吼威胁正在直播的记者：“我们要把加沙变成尘土”。巴以冲突
1695030900# #一种新的犬类流行病目前正在德国蔓延。一群自认是狗的人类聚会。二哈迷惑行为大赏
1703842040# #昨天的政见发表会，柯文哲轰国民党、民进党。
1700905288# #高素质呆弯人
1697797446# #上海一司机因不满出租车突然变道，逼停出租车，发生口角后将出租车司机挥拳打晕，警方通报：已刑拘！上海警方通报男子别停出租车打晕司机
1696938339# #据报道，当地时间10月9日下午3点左右，一名男子驾驶一辆蓝色本田汽车闯入位于旧金山拉古纳街和吉尔里街的中国驻旧金山总领馆，据现场视频显示，袭击者被警方枪击。
1703425148# #马斯克真妖艳笑cry
1697820152# #在以色列军眼中，这些妇女儿童都是他们的敌人？巴以冲突
1703413453# #中国女子在日本滑雪被雪掩埋不幸去世台湾绿媒下面的绿蛙一片“叫好”声吐
1703775484# #以色列驻韩国大使馆制作并在社交媒体发布一条视频，内容为虚拟首尔遭巴勒斯坦伊斯兰抵抗运动（哈马斯）人员袭击，引发韩国舆论批评后于27日删除视频。。视频中，一名年轻母亲在圣诞节当天观看女儿在学校唱歌表演才艺，突然手机收到空袭警报，枪声和爆炸声随即响彻首尔全城。这名母亲身上带着血迹，遭武
1695219193# #三立：大陆网民觉得戴資穎证件照好像张曼玉二哈
1696763885# #台湾省拳击金牌选手林郁婷被哈萨克斯坦抗议性别问题。林郁婷在今年3月世界锦标赛夺得铜牌，但准备颁奖前遭告知性别检测有异常，取消了她的铜牌。
1702446021# #台媒体人郭正亮：大陆汽车出口将超全世界总和领先20年台湾
1694361769# #日本首相岸田文雄今天在新德里表示，日本“核废水”排海得到“许多国家的赞扬”，将“继续敦促中国结束对日本海鲜进口的禁令”。吐
1696860451# #以色列抓获的哈马斯武装人员，又是扒光衣裤，只留短裤。
1694179505# #晕
1695385863# #昨天32架解放军飞机和7艘解放军舰艇台湾省周边演训
1703415559# #台湾地区南投县长许淑华为“民代”拉票，街头跳起科目三
1703245649# #台主播：华为被制裁这么多年终于回来了台湾
1697459104# #老赖专拦婚车，直嚷嚷：这是喜事这是喜事…
1695910826# #中国恒大：许家印因涉嫌违法犯罪，已被依法采取强制措施
1697908522# #王局来到台湾上绿营节目当嘉宾
1703429267# #韩国人认为，基督是韩国人，韩国是基督教的发源地，圣诞树也起源于韩国，圣诞节应该叫：韩诞节
1700746835# #印度称将超过中国手机，介文汲：吹牛，印度只会组装。台湾
1694002521# #9月06日，美空军一架WC-135R核侦察机从嘉手纳起飞，穿过中国东海防空识别区后抵近中国大陆海岸，而后沿东海海岸径直向北，至青岛以南黄海海域对华进行抵近侦察，最近距连云港附近的领海基点约21海里。
1697816627# #美国有线电视新闻网(CNN)的萨记者在约旦河西岸采访时，巴勒斯坦民众大喊：“你们是种族灭绝的支持者！这里不欢迎你！种族灭绝的支持者！他M的美国有线电视新闻网！”巴以冲突
1696688293# #疑似巴勒斯坦武装枪手从加沙渗透后在以色列南部街头开枪
1697458382# #以色列国防军第551旅准备对加沙进行地面入侵。
1697293112# #准确
1697557026# #真主党发布视频，向外界展示自己把黎以边境的以色列监控探头和其他监视设备全部打掉了。
1695132518# #香港“手足”在脸书和台湾绿营吵起来了.。爆料了2019香港暴乱时台湾提供培训，提供暴恐材料，等信息！。后被带去台湾当筹款工具，没利用价值后，就地抛弃
1703237114# #在中国大陆普通民众购车选项之一的【特斯拉】，在美国、台湾居然是奢侈品。
1694959921# #台湾媒体人陈凤馨高兴展示收到的华为mate60pro手机。
1697975624# #瑞典又来挑事了。一名伊拉克难民在瑞典警方的保护下，脚踩《古兰经》亲吻以色列国旗。
1702558108# #台媒：香奈儿口红原料来自新疆辣椒台湾
1695226187# #柬埔寨首相洪玛奈：包括美国在内的多个国家承认一个中国原则，柬埔寨奉行一个中国原则没有错。
1695225026# #日本快餐公司的海鲜盒饭造成近3百人食物中毒上吐下泻
1696351763# #台网红馆长：大陆快停止买台湾商品，让台湾人失业去找蔡英文、赖清德算账。
1695910016# #位于美国首都华盛顿的史密森尼国家动物园，2023年底前将归还园内三只熊猫，动物园正为熊猫举办欢送派对，吸引许多游客参加。
1703254216# #科目三走进加拿大初中校园，老外虽然听不懂中文，但音乐响起来后还是跟着躁动起来
1694336772# #土豆这是怕中国怕得要死了？
1697254819# #唐湘龙：美国所谓高铁连200公里时速都达不到，只是个炫耀品。台湾
1697456098# #巴西支持以色列的游行
1697344680# #CNN：以色列正在通过摧毁加沙，摧毁自己作为受害者的声誉巴以冲突
1693990731# #台湾网友在外送平台上叫了锅贴，打开吃了几颗锅贴后发现里面竟出现好几只蛆，疑似绿蛆，吓人啊
1697375005# #郭正亮分享自己认为最震撼的华为海报。台湾
1697719323# #台湾电动摩托车：88799新台币，约20068人民币
1696234388# #亚运男足1/4决赛，中国队0-2不敌韩国队。韩国媒体OSEN发文谈到本场比赛。。韩媒表示，本场比赛在中国的假日期间进行，可容纳五万多人的黄龙体育中心座无虚席。赛前，韩国担心的一个方面就是观众带来的压力。主场球迷一边倒的欢呼声可能会给韩国年轻球员很大压力。不过，在强大的实力面前，即使是五万人
1696769747# #德国柏林市中心的勃兰登堡门被投射了以色列国旗。。德国总理朔尔茨发表讲话：“以色列并不孤单，德国和整个自由世界支持以色列。“
1702028150# #台“民代”：大陆突破美国的科技限制美国公司将无钱可赚台湾英伟达
1695551337# #泰晤士报和卫报.：造成英国人最大的死亡原因是居然是排队！。去年有34万英国人在排队等待看病时死亡！而全年英国离世的一共54万。《泰晤士报》收到了223个信托机构中83个机构对信息请求的，根据这些资料综合统计出这数字。。英国NHS免费医疗规定病人应该在18周（126天）内得到治疗.现实中40%的人
1695737677# #支持印度分裂势力“哈利斯坦运动”的加拿大人举行反对印度的示威。
1697720290# #巴勒斯坦图勒凯尔姆，一名少年被以色列军警射杀。
1695650485# #润人：我又被坑了
1697116512# #废墟中救出的巴勒斯坦儿童
1694182070# #脸书的规则就是只能吹美国。绝对不能批判美国。否则言论自由伺候
1696608268# #网友参加新人婚礼，新郎新娘18岁，公公婆婆35岁
1697630486# #日本记者今年夏天前往加沙地带，采访了一个在得知父亲死讯时痛哭流涕的小男孩。他的父亲是伊斯兰圣战的司令，而两个月后，13岁的少年就将手持长枪，宣誓要对以色列血债血偿
1697217070# #训练乌克兰武装部队的英国雇佣兵启程前往以色列参加针对巴勒斯坦的战斗
1694861951# #《华尔街日报》：美国高超音速武器落后于俄罗斯和中国
1695905683# #许仙允悲
1697886331# #10月19日，云南大理，有网友发视频称，大理白族自治州博物馆有2女1男打着强光拍摄文物，疑似是日本游客。
1696681136# #以色列国防军宣布进入战争状态。以军坦克被巴勒斯坦武装组织击毁，坦克兵被拖出。
1696577681# #亚运从来没有什么呆丸队，民进党人只能岛内口嗨
1697720144# #以色列军车在巴勒斯坦城市横冲直闯以色列巴勒斯坦冲突
1697347745# #哈马斯推出105毫米口径自制“亚辛”反装甲炮弹的宣传片，，这是一种具有高破坏力的串联炮弹，称在此次袭击以色列的战役中已经投入使用。加沙地带死伤人数过万
1694778985# #美国三大汽车制造商（福特、通用、Stellantis）罢工开始。工会要求加薪40%并要求每周工作32小时而不是40小时，因工资谈判失败3家工厂12700名工人半夜停工。。公司提出加薪20%但被拒绝。
1701085792# #全国最大海缆施工船“启帆19号”下水，台媒：大陆制造业就是强台湾
1696849129# #5名儿童在以色列对加沙的空袭中丧生
1697548764# #10月17日，俄罗斯国防部在社交平台Telegram发布视频表示，俄罗斯两架图-95MS战略轰炸机在日本海中立水域上空执行飞行任务，飞行时间长为7小时
1697463575# #当FadiKhoudari医生在照顾抵达Shifa医院创伤科的病人时，他发现了被以色列军队杀害的父亲和兄弟的尸体以色列巴勒斯坦冲突
1702436112# #韩国申办世博票数仅为沙特零头郭正亮：美影响力弱大陆有帮忙台湾
1696389587# #【美众议院投票罢免众议长麦卡锡】美国众议院议长麦卡锡被罢免美国国会众议院周二(10月3日)投票表决，罢免了众议院议长的职务。这是美国历史的第一次。
1695386592# #台湾一科技厂爆炸已致74人受伤台湾地区屏东县科技产业园区内一间科技公司的仓库传出化学药剂外泄而冒出白烟，随后传出爆炸。报道称，已致至少74名台湾民众及消防员受伤，其中1名消防员救出时无呼吸心跳，送医后宣告不治。
1697808106# #加沙，昨晚圣城医院周围遭遇以色列大规模轰炸，没有炸到医院。巴以冲突
1695468912# #华为开卖猪油装瞎，苹果开卖问着味就来了。。。
1696957114# #土耳其总统埃尔多安指责美国向以色列派遣航空母舰来“在加沙进行屠杀”。
1696940736# #台媒：台湾作曲家陈明章被《南方日报》选为全中国十大唱片第一名得主，但他直接回绝表示：我不是中国人二哈
1694966447# #啥？美吹不是说你们免费医疗么
1693633596# #十二年的时间用来隐瞒欺骗撒谎造假，岂是一场吃播秀能抹平的。。。
1695030426# #2024台湾地区“领导人”，枪击犯人和民间宗教人士纷纷参选
1693669316# #鸿海今天表示，创办人郭台铭宣布因个人因素辞任公司董事一职
1697292424# #欧盟委员会主席冯德莱恩去年说的......
1696582067# #台军事专家张竞：台湾省潜艇还没下水就这样了
1697545939# #被狗咬伤女童已转华西医院治疗四川成都崇州一小区有大型犬撕咬幼童，致其全身多处咬伤及右肾挫裂伤。17日，女童母亲在社交平台发文称孩子目前昏迷，已转入华西医院进行后续治疗，孩子在重症监护室，没办法探视所以看不到女儿…被狗咬伤女童母亲称孩子目前昏迷
1703764025# #蔡正元：大陆停ECFA符合WTO规定，台湾对大陆产品的禁止有多可笑台湾
1696689856# #被俘的以色列人被巴勒斯坦武装送到加沙地带
1696946615# #以色列军队被指在加沙人口稠密区使用白磷弹，当地居民称空气中有强烈的白磷气味以色列军被指在加沙人口稠密区使用白磷弹
1697118950# #黑夜中的加沙城，缺水、缺电。巴以大规模冲突进入第五天
1695636432# #张本智和在接受媒体采访的时候，还特别提到了现场给伊朗男团加油打气的中国球迷日本男团0比3伊朗男团日本男团止步亚运会八强
1697636017# #美国媒体MSNBC记者质疑以色列方面甩锅哈马斯，说哈纳斯轰炸加沙医院的说法，他说：。我们没有看到以色列声称的任何证据。巴勒斯坦火箭破坏力不够大，无法造成如此大的破坏。
1694946019# #台湾省驻日代表谢长廷：大陆禁止日本海产品，台湾来“支援”吐
1697795816# #还好这次咬的是流浪猫，主人牵着绳子都拦不住。
1697890998# #李玟母亲痛斥李玟丈夫出轨李玟安葬日纪念展开幕式上李妈妈首次在记者会上发言，李妈妈痛斥女婿Bruce多次出轨.李妈妈说李玟老公多次出轨、婚外情，包小三，有一口气我也要保护我的家人
1703425017# #秘鲁女巫企图使用“超能力”来阻止山体滑坡，结果……...
1697377500# #被以色列轰炸的加沙地区满脸尘土惊恐的儿童。以色列轰炸后的加沙尸横遍野
1700583997# #郭正亮：两岸经济实力差距越来越大，连福建都超越台湾了。来源：台媒
1703605552# #12月26日,广西百色田林县村民在目睹一不明飞行物坠落后拍摄的视频在网络上广泛传播,引发公众对不明飞行物的高度关注。对此,有关部门进行了调查并作出正式回应——坠落的不明飞行物为一颗发射卫星时产生的火箭残骸。
1696526209# #看来碰瓷是世界通行的
1697719871# #以后要写的提前适应一下
1696414156# #民进党创党元老透露，民进党内派系新潮流会介入婚姻，和统派结婚是不允许的台湾
1696247457# #纽约市长、议员、警察局长，在华人社区唱中国国歌、升五星红旗，庆祝中国国庆日。。市长艾瑞克·亚当斯领唱
1703234045# #印度茶艺
1701353041# #台专家：大陆电动车里程长、功能多，我们不能小看它台湾
1698074953# #菲律宾国家安全委员会助理总干事马拉亚在记者会上“警告”，中国继续阻拦菲律宾的补给行动可能造成“灾难性后果”。喵喵
1697369651# #一名在巴勒斯坦采访的记者：“我坐在救护车的前座，人们敲开了窗户，把这个小婴儿放在我怀里。我很震惊，救护车后座有三人受伤。”
1701589589# #印度称自己双航母“超越”中国，栗正杰：懂点军事的人都当笑话看台湾
1694799097# #蔡正元：苹果发布会像葬礼喵喵
1697874014# #就不能好好坐电梯吗？还当着孩子的面
1693703200# #润的都是人才，学过一年电脑。差点笑喷我，还会开车。这是技能？这在美国是生活技能，不是工作技能。
1694842814# #华为和莱卡中断合作都多久了，殖人吃屎都赶不上热的。
1701092553# #雷倩：受美国指挥、影响的赖清德一旦“当选”，对台湾是祸不是福台湾台湾2024大选。来源：台媒
1703943947# #互咬
1697463795# #台军事爱好者称台湾省海军倾巢出动。。。
1697982953# #10月21日，网友发布视频称，河南信阳固始县三河尖镇，有执法人员带人偷高粱，并被无人机拍下。。今天，三河尖镇政府工作人员回应海报新闻称，是镇里安排的巡逻人员，制止群众掐高粱穗的行为时被无人机拍了下来，引起误会。目前公安机关在调查。
1697265141# #加沙居民阿拉伯和穆斯林国家帮助，并说道：“我们将留在加沙，我们要么死，要么被解放。”以色列巴勒斯坦冲突
1696577011# #女子在公交车上唱歌，唱完歌后向乘客依次索要费用，目击者：她说听了她唱歌的人都要给钱
1697114087# #美国女明星杰米·李·柯蒂斯发了这张照片，她以为是以色列孩子。当她被评论区的人告诉她照片上是巴勒斯坦人后，她删了该帖子
1703911626# #纽约举行支持巴勒斯坦的游行，携带裹尸布和被谋杀的巴勒斯坦人的照片要求结束以色列对加沙地带的袭击。
1702393974# #台媒体人郭正亮展示自己在淘宝买的华为手机壳台湾
1695488185# #法国凡尔赛宫迎接英国国王查尔斯餐前准备工作
1703343054# #台湾大学新毕业证删除了冥国纪元
1697898506# #疯了还是喝多了？撞了还逃逸。。。
1694445045# #特朗普批拜登：我们现在是一个衰落的国家，我们是一个失败的国
1702711752# #福特号搭载75架战机福建舰预估60架台退将：福特号故障率太高台湾
1697349285# #美国伊利诺伊州芝加哥支持巴勒斯坦游行。
1702196404# #不要想封锁EUV光刻机蔡正元：中国人的聪明什么都做得出来台湾
1695817332# #草莓兵还是在游泳池训练比较好，丢了可以捞。
1696848386# #基辅市中心屏幕展示以色列国旗
1698075880# #台湾地区民进党立委赵天麟，今天被爆出多张与女人亲吻的照片。
1697349296# #加拿大密西沙加支持巴勒斯坦游行。
1695995966# #巴基斯坦一名律师和参议员在电视直播中打了起来。
1694327035# #一镜到底看看有多少人排队买华为的新款。
1697557496# #10月16日智利总统博里奇来华参加第三届“一带一路”国际合作高峰论坛,他登上慕田峪长城。。博里奇在游客名册上留言写到:我很荣幸代表智利人民参观这座长城，它代表了中国人民历史上的和平使命，今天也象征着不同民族与自然的相遇。我们尊重它的历史和未来。
1703861283# #请不要妨碍这种小学没毕业做着“美国梦”的人润。
1697975920# #就是脚贱
1695633321# #台湾省奇葩的事情很多
1695038724# #董志森：美国樱桃又出事，台湾人吃莱猪、美牛、核食。
1702652988# #民进党老董：未来大陆电动车一定是世界第一不会有意外的可能性台湾
1703079475# #美国不管啦吗？
1695047626# #不愧是台湾省绿媒。。。。大陆人不吃的东西就是“好东西”。比如：莱猪、核食和屎。。。。绿蛙吃么
1693585406# #江苏，8月31日午后，一幕令人啼笑皆非的闹剧在一家小超市上演。一名成年男子竟然恐吓一名三岁的小男孩，威胁要把他扔进垃圾桶。
1703168166# #台湾省至少81人疑似天冷猝死！。台湾人如果觉得冷，可以把窗户拆下来烧火取暖的啊！这么简单的道理，名嘴们都知道的。
1699459424# #美国驻以色列大使：“距离10月7日的悲惨事件已经过去一个月了。今天我去了卡法阿扎和贝埃里基布兹，亲眼目睹了那里发生的“暴行”。美国继续与以色列站在一起。”巴以冲突满一个月
1694519426# #格鲁吉亚的操作，绿蛙玻璃心要碎
1703678360# #2023年这十大武器最受关注！福建舰、山东舰、055排名三甲
1695028095# #台湾省台北市警察局记录仪采用大陆零件，被举报。喵喵
1694774945# #男子强行买单搭讪失败，扯头发殴打女子
1696949842# #哈马斯向以色列南部城市阿什凯隆发射了100多枚火箭弹。半岛电视台记者埃利亚斯·卡拉姆说：“我们多年来一直在报道这一情况，但我们从未在阿什凯隆看到过这样的火箭弹袭击。”。哈马斯解释说，这次大规模袭击是“对加沙地带平民被迫流离失所的回应”。
1697125269# #巴以大规模冲突进入第五天以色利空袭后，无人机拍摄的加沙地带
1697899342# #埃及在举行和平峰会，以色列继续在加沙进行轰炸。
1697380554# #西方意识形态就是会玩啊
1701077783# #在零下40多度5千米高空也能飞，台退将：大陆在电池方面的新成就台湾
1694535482# #反贼：趁没人知道华为成功赶紧打倒它笑cry
1694696006# #民进党进口“打蜡保存4个月”的巴西臭鸡蛋给台湾人吃，可把保洁气坏了允悲
1693584345# #8月31日，浙江杭州。有网友爆料一视频，在旅行大巴上，有游客和导游发生冲突。视频画面显示：导游直接让司机停车，对游客说“你给我下车”，游客问“你有权让我下车吗？”导游称：“我能让你下车”。知情人苏女士称：因游玩期间该导游强制让游客购买船票、强制让游客消费，游客未按照导游的指示消费，
1703837814# #这就是为什么说美国之音是谣媒！。来，让小编表演个54天不睡觉给大家看看
1700844837# #印度禁止中国无人机零件，介文汲：知道中国制造全球占七成吗台湾
1696249761# #美国加利福尼亚州，一名店员因为阻止零元购而被凶手纵火焚烧。
1695136667# #台湾知名作曲家：我认同自己是中国人，在台居住60年，“台独”让我们窝囊
1701850896# #介文汲：我认为特斯拉电动皮卡会失败因为美国没有那么多充电桩台湾
1697271519# #一架载有“哈马斯是伊斯兰国”和“美国支持以色列”横幅的飞机飞越美国的亲巴勒斯坦集会。
1693707334# #今天是中国人民抗日战争。暨世界反法西斯战争胜利78周年。勿忘来时路，方知向何生
1696583276# #乌克兰难民的新生活窍门。。“我的丈夫打断了我的腿，这样他就可以从乌克兰离开。”一名参与“超级妈妈”计划的女性说道。。据她说，正是因为如此，她的丈夫才能作为孩子的监护人与她一起出国。
1694431727# #台媒：今年德国慕尼黑车展成为大陆电动车的天下。
1694249487# #荷兰光刻机巨头阿斯麦公司首席执行官：孤立中国是没有希望的，出口管制会迫使其创新，我们太自以为是了
1696139660# #民进党创党元老怒轰：民进党已沦为独裁贪污恶霸！
1696852237# #今天早上，以色列空袭加沙之后画面……以色列对加沙进行轮番轰炸。加沙卫生部:以色列加沙地带的袭击，已造成510人死亡，2750人受伤
1696693984# #以色列对加沙进行轰炸
1702471851# #越南教育局宣布，从明年开始，汉语将成为小学3、4年级的必修课。郭正亮：高铁被日本坑了现在要靠向大陆台湾
1694248752# #摩洛哥深夜大地震，已致632人死亡，329人受伤！摩洛哥地震遇难人数升至632人
1697810748# #这货信口雌黄的无耻程度实在是令人叹为观止。
1697724064# #纽约巴鲁克学院的一名女学生对着一辆广告牌卡车竖起中指，广告上放着在加沙被绑架的以色列儿童
1700226234# #台名嘴蔡正元：解放军的导弹和导航，要比美军强很多台湾
1701962759# #韩国造船业第一名连续三年被中国夺走介文汲：大陆造船业能量大台湾
1694428223# #9月10日是薛之谦“天外来物”巡回演唱会成都站第二场。演唱会开场之后，薛之谦穿便装上台跟歌迷解释，他表示自己现在发烧到39度、嗓子发炎没法完成演出，鞠躬道歉后他还承诺：“成都本地的歌迷可以随时退票。从外地来的歌迷，除了门票可以退之外，你们但凡是坐动车，或者机票，或者酒店，全部都给你们
1697729303# #巴勒斯坦医生安抚一名受伤的婴儿，他的家在加沙被以色列导弹轰炸巴以冲突
1697115632# #以色列总理内塔尼亚胡在推特上写道：“哈马斯比伊斯兰国更糟糕”他在声明中还附上了一张儿童卧室的照片。
1697194550# #日本举行支持以色列的集会。
1693622393# #残疾退伍军人买优惠票乘车，被告知需要补票，售票大姐：“就算你买了票，我也有权利不拉你”。来源：大众网
1700220421# #拜登重申不支持台湾独立台名嘴郑丽文：美国重申不支持“台独”，台湾人醒醒吧！
1696850632# #以色列国防部长宣布开始全面封锁加沙地带，停止食品、燃料和电力供应。。以色列国防军新闻处：“我们正在进入对加沙进行猛烈袭击并消灭哈马斯和伊斯兰圣战组织领导人的阶段。48小时内，征召了30万名预备役军人，这超出了所有人的预期，甚至有些过头了。”
1702382731# #文言文现场教学！台媒体人侯汉廷教你骂民进党不带脏字台湾
1703933313# #郭正亮：印度人挂火车可以不给车费，所以他们不要求速度快！台湾
1697211564# #德国议会为以色列人的生命默哀一分钟。
1696437862# #温州婚礼变闹剧，因为新娘因为没有给新郎舅妈敬酒被责怪！两家现场起冲突。来源：秦皇岛今日报道
1696681421# #亚运会女双半决赛中国对阵韩国,中场时间赛场响起《通天大道宽又阔》允悲。关键1句是吃俺老孙“一棒”
1697856253# #巴西圣保罗一处建筑工地脚手架倒塌后，工人们被吊在140多米高的地方。据当局称，一名工人当场死亡，其他人被消防员和一架军用直升机救起，案件正在调查中。视频显示，脚手架倒塌并掉落在两座33层高的塔楼之间
1703410740# #12月23日，沈阳主角儿沉浸式主题乐园“浑元形意太极拳掌门人”马保国大师空降现场精忠保国，地表偶遇，马老师现场传授武林绝学“闪电五连鞭”二哈
1697253177# #Al-Ghad电视节目主持人在观看爆炸后的加沙儿童惨状后在直播中痛哭
1697215260# #欧盟委员会主席冯德莱恩访问以色列时遇到炮击，跑到以色列的防空洞中躲避以色列巴勒斯坦冲突
1702114391# #赖岳谦：美国人当兵为了拿钱中国人当兵是保家卫国台湾
1694319095# #今天上午，17架解放军飞机4艘舰艇台湾省周边巡航。
1693832370# #英国利兹的音乐节结束后，观众留下了堆积如山的垃圾。
1703780686# #香港人涌入广州买年货
1694090627# #萧美琴：我从小都很优秀
1694517655# #昨日22架解放军飞机和20艘解放军舰艇台湾省周边演训。。台防卫部门称有13架飞过台海中线
1694002280# #美国国务卿布林肯去基辅和狗进行了交流
1703839887# #12月29日，广东江门，一儿童被卡在护栏命悬一线，大家的行动很暖心，最终物业人员和热心邻居合力将小孩救下
1696867277# #以色列巴勒斯坦冲突以色列继续对加沙地带进行轰炸。
