1701921879# #南方也有大浴池啊，大家不都是坦诚相待？
1699796213# #苏州有的叫金花菜，有的叫草头。
1689005880# #允悲
1688440834# #转发微博
1688174231# #热烈庆祝中国共产党建党102周年！
1687005671# #整点。
1690247398# #转发微博
1692544314# #这也能骗到钱？难怪很多人要偷溜到缅甸去搞诈骗。母女两自称没钱看病在医院内诈骗超150万【专挑大医院下手，自称没钱看病这对母女骗40多人，有人被骗60万】辩称自己帮前夫还债，被告人林某和自己的母亲谌某一起，在上海几家大型医院以没钱看病等理由，骗取他人钱款超过150万元。近日，林某和她的母亲
1699883795# #林心如接大尺度戏会考虑霍建华感受再大尺度内地都看不了。
1700128025# #英雄不问出处。
1697590418# #人朝下蹲时，动作要夸张点，幅度大点，让狗看到。
1688371619# #再扒就把小鸡仔扒出来了。
1694174683# #基本上都这样。
1699671025# #马斯克盛赞中国人聪明又勤奋比郭台铭情商高多了。
1697843267# #何止吃相难看？给这种野生车评人充值的车企的车子都不用买，考虑都不要考虑，直接pass。
1695213927# #徐冬冬说大嫂高叶出现后自己成二嫂了大叶子是大嫂，你就当你的老板娘。
1699666794# #今天双11，一狠心买了件外套，花了228。。。低欲望的生活过的似乎有点卑鄙。。。昨晚下班去后面买鱼。有几条濒死的鲫鱼漂上面，还有气儿。问老板怎么卖，老板和老板娘合计了下说，4元一条。我不确定是4还是10，又反复问了二遍，得到确定后，买了三条。这鱼正常在十三四一条。。。回家后喜滋滋地煮了一条，另
1690203514# #我也是这样的观点，但是......
1688190878# #高考657分想重新复读一年脑子有坑。
1699718685# #男子喂猪时晕倒惨遭家猪啃食下体还好，已经66岁了，用场也不大。。这待遇应该留给王振华他们享受。
1690896843# #顶！顶！顶！山东的救援队已到涿州，有需要救援的朋友请联系他们15806411995
1696071689# #才追到第五集。问下，在剧中你脸上的那些小斑是青春痘留下的，还是刻意化的妆？
1691127440# #那不得排队排到墨西哥去？
1694274794# #好的，多做做功课再决定了！
1697984701# #富士康被查前二天路过附近的富士康，明显的萧条了很多，出入的员工不再像以前那样密集，说明单子少了。
1699795955# #非常好吃！
1689035173# #你把我上一篇博文看看，那么多要素列一起，有没有联系？
1697167187# #官方通报成都中学生校内自缢事件家长痛失孩子的心情可以理解，但公开说谎误导舆论就不对了。。孩子的心里健康需要家庭和学校一起重视。
1688082579# #肖战湾区升明月内场饭拍唱的也就一般般，甚至比KTV水准还差那么一丢丢。
1687013777# #狗头萝莉长发发型合集黑历史太多。
1693548049# #事情搞这复杂，直接给你网址不就得了。
1693744113# #如果发五个0以上的，我就留言。允悲
1699596633# #贫困生可以高消费吗能高消费的就不是贫困生了。
1698978192# #转发微博
1696070689# #事实证明，左👃加蠢👃危害极大。枪毙都算是善终
1689118891# #关晓彤七年换来一句嫂子不容易，多年美女终于熬成嫂子了。
1692027018# #转发微博
1698551176# #阳光玫瑰从300元暴跌到10元并没觉得阳光玫瑰好吃，反正我是不喜欢，我还是喜欢巨峰这种紫葡萄，略带点酸的。
1688656551# #美女确实是美女，不过恵工有点拿不出手。挤眼
1692162507# #陈厅头发竖起来没？
1703996849# #捡了张图，未辨真假，放这供参考。。朱令被投毒案疑凶孙维父亲孙大武在回答网友质问时说：铊又不是我女儿一个人投的，还有其他两个同学，你们怎么不找她们？
1697869347# #安全气囊弹出造成“网脱”，青海男子跨越1930公里赴长沙求医，医者仁心！
1698146881# #北大团队识别血指纹破36年前命案南大碎尸案几时能破？
1703078800# #胡锡进称股市肯定会有3600点老胡这时候可以补仓了，补个大几百万进去，明年上半年肯定没问题。
1699281975# #老胡，你怎么不长胡子？
1695300722# #今早一打开电脑就被推送马蓉做爱心餐为刚出狱的宋喆接风。
1699865586# #缅北电诈劝降视频出镜3人已被控制请里面的大哥“关照”下。
1694771825# #转发微博
1691683967# #华科协和深圳医院院长邓启文被举报哪里经得住查？。查吧，既能充实国库，又能减轻病人看病负担。把吞医保和病人的血汗钱都给吐出来。
1693402207# #你在四川，凉快。我是空调加风扇，有时还加冰块。
1695213274# #出差前把鼻孔毛修下。
1690860566# #秦岚魏大勋手挽手回家赢麻了！但愿能修成正果！
1687309598# #和倪妮喝过大酒没有？
1697549519# #怎么个情况？
1691629369# #43岁女子当榜一大哥骗女主播66万魔法打败魔法。
1699021006# #就你长的那死样子谁愿意看？看了晚上不做恶梦？
1689580205# #能买7，还在乎那三瓜二枣的油钱？
1691981045# #医生称极少贪腐代表不了辛苦的群体能贪腐的本来就是极少群体。
1689922849# #这些都是希望许老板健康长寿的银行。
1689984500# #杭州高职小伙一毕业被开18万年薪技术工人，掌握一门技术，又能吃苦，就是我们通常说的蓝领，都能拿高薪，比白领还稳。
1687429459# #餐馆老板称管道燃气初装费要三四万这个不搭界的，这事液化气经营单位责任重大，提供的气瓶有严重问题。
1693047447# #老庄带哪个美女去看电影了？
1699704939# #陈厅也该出手了。
1687144053# #只有红线没有红毯。
1698328708# #是有人在内涵赵丽颖。允悲
1694864868# #允悲
1699094971# #王一博亮相金鸡闭幕红毯弄几个老戏骨陪跑，缺大德，出门带好避雷针吧！
1693846889# #蒋依依搭好的帐篷不小心被海风吹塌账本没被海风吹跑就好。
1690944392# #转发微博
1689646852# #微信群发不雅信息3个群内文字不同这是个非常有意思的事故，其实答案大家都知道，一个是知道答案，不承认；一个是知道答案，不敢说。。现在球被踢到腾讯这儿了，让腾讯头大。。回应吧，直接打某些人的脸，啪啪啪的。不回应吧，就是承认自己的产品有严重的漏洞和缺陷。。病毒说不是一般的荒唐，不可能。。
1695820337# #干。
1689030785# #我老家村前就是废黄河，沿岸住着上千户人家，河对岸有地，家家都靠摆渡过去种地，乘渡时给一毛二毛或到时给粮食，现在政府建了桥。只有少部分在城里买房的搬走了。
1694518821# #郭美美已出狱又可以嘚瑟了。
1701864202# #转发微博
1695544493# #下午好！！！
1696461794# #南阳市民拿探测仪帮迷笛粉丝找手机埋藏。允悲允悲允悲这些老乡很厉害。
1700485427# #河南夫妻出资2000万盘活烂尾楼反遭非法集资被拘一事。。。一开始我就觉得有点蹊跷，现在终于弄明白了。。。夫妻俩也是做房地产的，也是有公司的。就是二个公司合作盘活烂尾楼。以夫妻俩出资2000万盘活烂尾楼……做标题，太误导人。。。夫妻俩的公司和烂尾楼原开发公司合作，约定夫妻俩的公司出资2000万共同盘
1690504725# #走路时千万别看手机。
1690167307# #白岩松谈唐尚珺第15次高考后被退档中政法，西南政法，重大，吉大，广西大，上海交大，这些大学都入不了他的法眼，小庙容不小他这个大和尚，白白被他浪费了好几个名额，录了又不上，干脆就不录了。
1698973387# #苹果要装一个app有严格的确认程序。
1691064467# #河北洪灾，水这么深！
1692024858# #把人刘春那点隐私暴露了。
1690165931# #缅甸诈骗的事现在网上吆喝的挺多的，都在说GJ不管。。说点我自己本人的看法。。这些人现在一把鼻涕一把泪的装可怜卖惨。其实当初，他们过去做啥，目的非常明确，甚至有的家属也是知情的，真正被骗过去的是极少数。。都是些抱着想捞偏门走捷径发大财的。。有成功的，家里盖了小洋楼，买了好车，典型的说服力
1697019180# #哦！
1691160028# #我就是定州的，大致听明白了，白衣女脱光了拍的视频，发给黑衣女老公了，哈哈
1700567357# #那啥媒体难道不是吗？doge
1698213845# #男子看黄网一夜转账26次被骗450万这智商我严重怀疑他450万怎么来的？有450万去夜场想怎么放飞自我就怎么放飞，还有用得着看那玩意儿。
1687337299# #男子举报气象局局长不正当关系这该死的智能手机，对体制内的人太不友好。
1689060945# #允悲
1691116698# #“没颜值没才艺，但我有原产地”，看来杨晨芬不仅仅是大山里的搬运工，而且是孩子的“搬运工”，把孩子“搬”进了清华，查出成绩那一刻，“杨美丽”抱着儿子放声大哭，喜极而泣。这位妈妈不简单！
1698997551# #丢人。
1689915731# #吃瓜
1693231755# #这也不让带？
1696424930# #允悲
1699447621# #你在这油重味精厚的，凡是挂我师兄黑白照片的餐厅，大都：油重、味精厚、调味大于食材、喜欢拿故土文化做招牌，类似方中山胡辣汤，吃的都是勾芡的齁酽的情怀。
1691890449# #这个信息不知真假。如果把全国所有办中介移民，非法提供外汇买卖，地下黑钱庄都查下，全民免费医疗和养老的钱都足够了。。警方要求何女士交出几十年来办理移民的全部客户名单，并逐一进行审查。2016年以来，公司负责人何某（女，54岁）及员工孙某某（女，39岁）在提供中介服务过程中，为牟取非法利益
1689568649# #中学新生缴4千元买30件校服学生，肥韭菜，又鲜又嫩。
1701262196# #这得感谢一个叫“春花”的女人允悲
1699671906# #转发微博
1692447554# #娃哈哈董事长女儿评论区人家要找这些个货色的，估计排队得排绕地球三圈还多。
1697159905# #流水不争先，争得是滔滔不绝。墨墨往上数四代、百余年，都在制瓷，她传承、她创新、也要给家族带去新的积淀，在她身上看到一种存在千年的中华工匠精神，非遗的那一炉窑火，绵绵不断。
1692405760# #吴越这些演艺圈的清流都被人造谣。
1691377524# #我们做的是B2B产品，还可以。
1687792236# #黄圣依晒照疑似回应怀3胎怀三胎也正常，没怀也正常，人家扬子的事，网友瞎操心。
1690472072# #你可以怀疑涂磊的人品，但不要侮辱他的审美观。允悲
1700096519# #白天包卷粉，晚上球场“射手王”，带你走近“村超”最火球员董永恒，贵州“村超卷王”董永恒，算你牛！
1700056132# #真的很丧，整个夏天都没点过蚊香。现在冬天了，蚊子成建制的围剿我，只好翻出蚊香插上。
1696735949# #江歌妈妈直播带货她还缺钱？
1688114006# #感觉这女的精神不大对劲。这也不是她用热水泼小孩的理由啊，人家小孩又没惹她。
1698073471# #白老师肯定知道离婚原因。
1693534393# #七险三金多了哪两险哪两金又来了，很多单位五险一金都没落实到位呢，又来七险三金了，尽弄这些画大饼的虚头巴脑的。就像双休还没落实呢，弄什么做四休三的一回事儿。
1699535114# #你是哪根葱？
1703485597# #这不是挺好吗？
1697500199# #未拆封iPhone免开箱即可更新苹果手机怎么了，突然有了这么多毛病？
1687577971# #本来想去刷《消失的她》，演员塌鼻子倪和题材都是我喜欢的类型。刚看到有人说根本不值得看，故事很平常，恋爱脑和赌徒的故事，看了开头可以猜到结尾。。算了，还是等网上刷吧。
1698325648# #这还是20元档洗浴中心的配置。
1698123377# #我只担心老胡把大A股朝死里揍。
1693748766# #看了个视频，女子说和对方有半年了，并且对方没离婚。
1687694645# #吓人
1697894512# #李小冉为流浪狗发声你既然是爱国人士，为流浪狗发声。那么我想搞个流浪狗收救中心，收养流浪狗，既不让流浪狗再流浪，也可避免流浪狗伤人，影响社会和谐。只需要你每年出1000万，怎么样？。1000万对你来说仅是毛毛雨，洒洒水。
1697888257# #沈阳一高校惊现三个男生争一女生闹剧就冲那一头红毛就该给pass掉。
1696982739# #3女子联手约牌局专门套路男网友凡是网上约赌的都是骗子。
1698971850# #是的，流氓软件太多！
1698325809# #允悲
1698101818# #转发微博
1703936752# #转发微博
1700975651# #就不让跌。
1700876284# #朱令案、南大碎尸案和白银连环杀人案，这三起影响力巨大，非常著名的案子，当年在天涯穷追不舍过。。。白银案破了。。。前二者至今没结果。。。朱令案最让人唏嘘，凶手就在眼前，可又拿她无可奈何。。。朱令一家的遭遇不是一般的凄惨可以形容。朱令姐姐上的北大，在一次旅游中坠崖。。。朱令又落到如此境地，一个
1688353730# #盗学生信息人大毕业生被刑拘作孽，把自己作完了，这种脑子是怎么考进人大的。
1691977915# #特斯拉降价没有新能源车的崛起就没有今天车企的大降价。以前有些车提车还要加价。
1690938267# #我们那会，别的信件什么的都是送到村里，然后由组长带回，唯有录取通知书是送上门的。当然，各地可能不一样。
1692661465# #我不特地查了一下老糊的微博，他根本没发过清仓逃跑的微博。
1695387823# #茅台酒厂工人卖假茅台涉案684万如此操作发财的人不会少。抓到的是少数。
1699185468# #骗子准确说出信息大学生被骗350万一个女大学生就是向同学朋友亲戚借，再加上拿网贷也不能搞到350万吧？
1689814244# #报志愿找中介都是花冤枉钱。
1689824271# #还有那个梁。
1697497879# #高校回应网红教师被指私生活混乱首都师范大学的网红教师林品也翻车了，现原形。。还有一个网红教授也瑟瑟发抖中。
1699580826# #僧丫再回应花3000元租房我不知道该同学附近的房租什么行情。一般像他这种情况的租房不会租超过1000的房。。有信息说该同学租3000多的房已租了二年了，不知信息真假？。助学金本来他就是二等，只是排名倒数第三。他不满意，“愤”而举报，导员又组织第二次重评。。因该同学的拧巴和轴，惹怒了全班同学，
1703125969# #玩这梗的太无聊。
1689298536# #江苏人家里养宠物了吗养了。我在单位养了狗，前面养过三只猫，都送人了，因为猫喜欢扒垃圾桶，翻窗去同事宿舍发扬主人翁精神，后来又被狗欺负。。孩子在家养了一只猫，在乡下养了条狗，大领导还喂了只流浪猫。。孩子以前养的狗走丢了，为此还哭了很久，还请假去找，实在找不到了，又去领养了条。
1698153939# #尽管向我开口。
1702477081# #警方通报大连一酒店男子裸身坠亡经济不好，钱难挣，大部分人为了活着压力太大。
1693956165# #胡锡进我们需要管理自己的厌日情绪老胡，木老师要找你聊聊。
1699713974# #吴楚一开始带货了陈牧驰也是倒了八辈子霉，刚绑上富姐差点被他给搅了。
1699853263# #被通缉的电诈头目曾发表建议打击电诈起底缅甸果敢电诈头目明氏家族真是笑话，诈骗头子开会布置打击电诈。贼喊捉贼。
1704027542# #塑料凯？
1697031144# #华北理工食堂承包商称食材由学校采购红烧老鼠确实涉及好几个环节。
1688401115# #转发微博
1700142957# #缅北电诈头目明学昌自杀死亡作死，这种人也能成气候？把一家子都作完了。
1698967240# #官方通报网传哄抢种植户药材事件又是以为收割完毕，蜂涌而入“捡拾”。这套说辞似曾相识。
1690871421# #现在的本科生也比不了80年代的中专生！
1699075741# #湖北大学图书馆社会人骚扰殴打学生湖北大学保卫处回应情侣与校外人冲突那些被别人看的XXN出门可以穿这样，就不用担心被别人看了。
1698849596# #嫌犯身高145cm左右，没搞错？警方通报的重大刑案在逃者曾杀害女友【浙江缙云警方通报的重大刑案在逃者，20多年前曾在广州杀害女友】发生重大刑案浙江警方发布协查通报11月1日，浙江省丽水市缙云警方发布协查通报：2023年10月31日，缙云县发生一起重大刑事案件，经查尚金勇有重大作案嫌疑，案发后潜
1699501208# #转发微博
1693290368# #华为Mate60开售大家都在关心华为Mate60是4G的还是5G的吧。刚看到有人发的版本信息，是AL00，应该是4G的。5Ｇ的应该是ＡＮ００，是不是有点小失望？也有人说现在开售的是先锋版的，后面发布会发的应该是5Ｇ的。
1697068590# #我的是16.4
1702794246# #孟羽童仅一年广告收入或达400万别说啦，再说下去，董明珠晚上又要失眠了。
1697412517# #这么便宜？
1699754921# #反诈老陈称做吃播是探索反诈新形式离开平台什么都不是。。。飘大了。
1699719561# #老头那地儿有味，吸引了猪，带裤子一起啃了。还有种可能，老头儿想侵犯母猪。允悲允悲允悲我单位有一员工，被同事养的狗盯着丁丁不放，幸好狗子没下口。笑死人了。我想肯定是有味儿吸引了狗子。
1699098852# #广东恩平地震4.6级应该不会造成人员伤亡。
1695951043# #世界艺术大屎。
1689746395# #质疑成绩被偷考生未同意进行司法鉴定事实清楚，考生和家长对司法鉴定的态度已说明一切。。没考好，只是不愿意相信。相比偷成绩低成本低风险的方式多了去。
1696300899# #还好我孩子也是今年推免保研成功上岸。那界面要二次确认的，怎么会点错？除非说谎。
1691222665# #牵手门董思槿已考取监理工程师证书，进入新行业，为监理行业注入新活力。
1702866936# #浙江，今年的雪来的有些早。
1697353253# #穿个白色防护服多好！
1698408148# #女子实名举报被村支书强迫发生关系闹掰了。。时间达七年，如果属非愿意的，告诉老公，估计早就把村支书打到亲妈都不认得了。。农村的村支书很性福的。
1692787691# #转发微博
1698327900# #我在想，那些被中Z坑的明星是不是因为毛姐背书的原因。
1697103743# #海南的水果这么便宜？
1695721364# #疑卜凡前女友曝其借钱不还卜凡是谁？
1700956294# #张颂文站后面凑什么热闹？
1703418503# #同感！馋嘴
1689641228# #很多地方已取消一本二本区分，达线有资格填志愿，第一志愿，冲，填了不就上了？你看看，那么多没招满的，在补录。
1687280691# #南京已经没有大厂了苏宁和宏图三胞都玩完了。
1697972588# #国安公开一起美国间谍案出境归国人员得重点筛查。
1688138499# #胖东来创始人称赚的钱基本给员工分完了我就纳闷，胖东来的成功模式为什么没能在全国复制推广？
1694219701# #不但实名举报，还有具体金额和详细细节！
1692708624# #缅甸高官称是媒体夸大了缅北问题要想二条路：一，把诈骗等犯罪集团端了，让游客放心来。二，放弃旅游业，成为犯罪分子的天堂。
1702271406# #转发微博
1689346840# #很多父母不懂，花一二万请咨询机构填报。我们自己填的，结果非常满意！
1699699981# #转发微博
1697938235# #打网约车。
1697797485# #得罪损友了。
1702293422# #仅看看不消费！允悲
1687491540# #转发微博
1689939572# #这
1692834334# #俄媒称普里戈任的私人飞机坠毁自从他逼宫造反那天起结局就已经注定，区别就是以哪种的“意外”方式。
1687765690# #我发现网上批清华北大的挺多，考生想上清华北大的也挺多。
1688575640# #转发微博
1697103632# #女子被偷10多件内衣报警后遭辞退这什么神仙操作？
1689910345# #你有智商？
1690987550# #官方辟谣李立群杭州看病花费20万实际花费2万多，还是私人高端医院。
1694307738# #95后工程师在上海冒充警察抓嫖这，也能干？
1702557971# #董宇辉孟羽童下午我还在说这俩人合作一把会火，这不热搜来了？
1697814313# #允悲报应来的猝不及防。
1698676815# #不会吧？我们公司从来没这说法，也有很多少数民族人在这上班。
1697542835# #四川又一恶犬追咬2名幼童为什么都喜欢养恶犬，养了还不看好。
1698929297# #富士康辟谣要补税1800亿能不能把严格实行五天八小时双休这事也辟个谣？允悲
1703204380# #杀夫藏尸冰柜案未当庭宣判现在仙女和捞女有点多，找对象交朋友还得擦亮眼睛。。昨天看到一个新闻，相亲第一次就买6个大榴莲的，真做得出来。
1694791615# #王传福称石油仅够人类用50年卖电车就卖电车，睁眼说瞎话就不应该了。
1689052515# #邻村曾经摆渡者谈私搭浮桥事件：曾数过一会儿就过去17辆装货车，来回得五千多元。
1691108209# #都美竹起诉陈岚公司这好玩了，期待！
1697794608# #市监局回应啤酒厂工人在原料仓小便这曝出来了，其实这种事也并非孤例，现在监控多要好些。在以前，员工给产品加料的不稀奇。
1687484731# #笑cry
1701135111# #顾客吐槽带娃去海底捞看到科目三很不适我吃饭时真不喜欢受到干扰，我需要什么，服务员能及时响应就行。。所以特不喜欢海底捞的氛围，仅去过一次，再没有第二次。
1698755873# #被诬陷偷拍案涉事女生申请不公开审理现在也怕影响生活和工作了。
1689645002# #那人也姓胡，难道这当中有什么蹊跷？老胡想给另胡打掩护失败，被微博客服戳了轮胎。
1692752576# #转发微博
1693614976# #央妈时狂追的伊？
1700535995# #C盘快满了。。我终于弄清楚了，原来微信太占用C盘空间，现在把微信资料迁移到另一个盘，C盘空出一大截。
1697021010# #希望足疗可以纳入医保想干啥，是不是把Spa大保健也纳入医保？
1697582078# #陶琳称不少车主事故后仍选择特斯拉买卖自由，谁愿买谁买。。我买油车。
1689918111# #我身边有好几对河南夫妇，在外地打工，然后就在当地买房落户，孩子也转出来读书了。咱们江浙高考也不容易啊。
1688052957# #肖战真唱真唱竟然爆热搜了。
1694433526# #梁成运因间谍罪被判处无期徒刑有境外经历，热衷社会公益和慈善的，应特别注意。
1692672179# #妈妈偷走录取通知书阻挠女儿入学感觉像摆拍。
1692875619# #难道只有俺注意到老马的香烟？
1695218134# #转发微博
1690013939# #全面暴涨魏大勋艺人还是靠作品说话。姐姐们帮衬只是提供了机会。
1696375603# #转发微博
1687919886# #蔡徐坤到现在才弄明白蔡徐坤是唱歌的。
1699847825# #消费降级我都近四年没去过商场了。
1688524239# #洗个车80块贵不贵？
1693619793# #地铁被诬陷偷拍男子首曝光现场视频可以，支持，该给小仙女们点教训。
1690116596# #你有逼我们看了吗？
1700202264# #法拉第未来市值已不足3000万美元贾会计是个有梦想的人，不折腾的话，弄点钱在国外可以过神仙日子。
1697188386# #泄露陈牧驰离婚信息或触刑法新丈人可厉害了。
1693710568# #秀才账号被封秀才是中老年妇女之友，专薅中年妇女的，同时也说明直播中女人打起赏来手绝不比男人软。。我知道一个唱山歌的，当然，人长的还是可以的。前二年也就普普通通，唱山歌也就当是爱好，估计他自己都没想到突然成了暴款，一下子就火了。。他直播间的那些大姐刷火箭刷跑车一个比一个厉害。
1694272327# #这就是被张雨绮开过光的于适？。于适20秒做27个击掌俯卧撑质子团卷到hi6了！于适20秒做27个击掌俯卧撑也太🐮了吧，赢了还不忘秀一下自己的肌肉hhhh，好臭屁～于适黄曦彦拍手俯卧撑
1691331325# #馋嘴
1693668738# #秀才被举报涉嫌税收违法不仅仅是涉税问题吧，还有诈骗中老年妇女。
1689054472# #转发微博
1695372221# #山东师大院长被指性侵双方发声青年女教师举报遭山东师范博导侵害山东师大被指性侵院长已报案这事这么久了，肯定不会有有效的证据，所以报警，对女方肯定不利，就看女方现在有没有留存当时的微信聊天记录。。后来，女老师抑郁没有上班，被叫到学校和部门领导倾诉过。。当时的知情人，和女方一起参
1696286250# #还可以，毕竟题材限制。
1692929165# #转发微博
1687535354# #在做什么梦？正常衰减后换个电池得多少钱？允悲
1698331861# #刘夏这是欺软怕硬啊。
1691422743# #医疗界反腐风暴：一台设备回扣1600万会不会纪委太忙，人手紧缺？
1696027245# #恒大做了个老鼠仓，一帮猫帮了老鼠
1698298725# #转发微博
1688200730# #股友老胡。
1690885264# #女网红遭陌生人要求陪酒系策划摆拍为了流量什么脏活都干，现在爽了。
1699596388# #苏州百亿毒地几乎成空城不巧遇上了房地产的寒冬。。就像倒霉蛋在1949加入GMD。
1691981284# #十年没有涨价的东西有什么反正不是油价。
1699358343# #电子的东西一旦出故障肯定没有机械的解决起来方便。【零跑车主称解锁失败被困山上5小时:最后找了开锁公司】近日，安徽黄山。一车主称零跑汽车App无法解锁，最后被困山上5小时，提示车辆网络不佳，厂家安排的4s售后，远程弄了3小时没解开，最后还是找的开锁公司。11月6日，零跑汽车客服表示，可能山
1693062619# #【江苏常州一隧道口发生惨烈车祸江苏常州一小车翻过隔离带撞上对面车】26日，几段车祸视频在微信群热传。视频显示，当天14时许，在江苏省常州市常武路一处隧道口发生一起严重车祸。记者从当地交警部门获悉，确有事故发生，事故具体情况正在调查中。视频中，一辆黑色轿车行驶中突然翻过隔离带，撞击
1696844024# #经纪人称大S具俊晔婚姻和睦幸福这也要讲？如果讲，那就说明……呵呵。
1695703791# #小宗，你失散多年的双胞胎妹妹找到了。
1693960814# #转发微博
1698206755# #【国家发改委回应2024年放假安排】据。。亮点一：9天，史上最长春节假期。。2024年春节至少放假8天，从
1691372724# #王俊凯王源看着易烊千玺笑这玩意儿倒贴钱我都不会去看。
1693630431# #转发微博
1688792291# #蚂蚁集团被罚71.23亿元想不到相互宝是个坑，俺曾经买过二三年，买了一家子的。
1699270818# #薛之谦我卖货就这脾气大星小星都赶着直播卖货了。
1698233114# #韩媒曝权志龙涉嫌吸毒艺人中涉毒的比例可不低。应该规定艺人每半年毒检一次，一年至少二次毒检。
1700721673# #那儿有的女人酗酒起来很厉害的，从早到晚。
1687152374# #熟悉体制和事业单位及国企的人都知道，出老胡这样今天的自己打昨天的自己的耳光的人并不奇怪，他们唯领导的意思分对错，实事求是，路长道远。
1689047865# #转发微博
1691148253# #允悲
1688658403# #掼蛋始于咱们淮安。挤眼
1694161331# #没五个0的红包不抢。挤眼
1692329530# #受贿百套房医院院长庭审画面曝光枪毙十回都不多。
1701053098# #莲羊“从零开始”研习国粹，岩彩艺术，与其他画种不同，它所使用的颜料，都是正儿八经闪闪发亮的矿石，这门即将失传的古老手艺，经她十年打磨惊艳破圈，让王者荣耀再现敦煌风韵！成了"中国岩彩新锐画师了，了不起！
1702608916# #记者举报洗浴提供色情服务后被警方回怼这种记者就是个女支者，吃饱撑的。说不准，他自己就是个老瓢虫，搞的一本正经的，道貌岸然。。有本事去暗访举报那些哄抬物价的高档场子。给底层没有出口的留点缝，可以减少很多X违法犯罪。
1703187806# #转发微博
1692436762# #这么便宜？
1698233521# #西南科技大学馄饨阿姨事件只要有肢体接触，老头老太朝地上一躺，可以整到这帮小XN和小混子不S也脱层皮。
1697033751# #这事儿警方不立案肯定是有道理的。女的和顾客肯定非常熟，如果不认识也不可能点她。女的说谎了，只是不胜酒力，事情败露，没法收场了。该死的洋酒，喝点啤酒也是一样的。至于算不算交易？顾客肯定买了不少钟，钱交到吧台后以工资和奖金的形式发放。店家当然规定不许在店里干活交易。
1687795213# #写别的会议怕是弄不成了
1700798011# #吴亦凡案二审维持原判难怪前二天突然炒作都美竹，原来是冲这来的。
1702530068# #究竟是哪个孙子在惦记？
1688897448# #国美电器！
1688622559# #2年被家暴16次女子希望判丈夫死刑能被家暴16次，也真是个神人，家暴超过3次，立即离，离不掉就逃，逃南京去找老庄。
1690812225# #火箭军司令员王厚斌晋升上将军衔火箭军政治委员徐忠波晋升上将军衔火箭军司令员和政委双双易人。
1702563846# #男明星连环塌房瓜不是税没缴对，就是觉没睡对。
1693266581# #孙志刚接受审查调查这个算是大老虎了，面相看上去倒是像好人。
1689148748# #办案民警称私搭浮桥当事人收了30万把一车匪路霸包装成大“善人”，有些人脑子进屎了。
1697586079# #这是有钱的爸，没钱的爸呢？
1698125357# #想被木老师开光？
1695216265# #丈夫如厕常不关门妻子下跪磕头恳求用屁股都能想到假的不能再假了。
1687759516# #确实。还有一条，儿子好赌，出境赌的，基本上也是玩完。
1692348423# #警方通报网传二驴直播被绑架头部网红，4000多万粉丝的号作完了。哈哈哈哈哈哈哈哈活几把该！
1702363049# #周海媚工作室电话救好就好！！！。大难不死必有后福。
1687857097# #台媒曝范玮琪失联这是什么操作？
1688000245# #扬州警方通报网民发帖称被民警强奸等调查结果吧！。没有事情来龙去脉的小作文先打个问号？
1698480440# #和尹老师逛街经常被拦下来查身份证倒是真的。尹老师拍戏从来就沒演过好人，也演不了好人。
1689031031# #这种釆访比不釆访可怕一万倍，偏面，误导缺乏逻辑思维的那类人！
1698322085# #长江大学病毒不但坏还有点不那么正经。
1697189543# #我说的是任敏男友。我也有的胖，我也喜欢微胖美女。挤眼
1697332109# #林品辜负了梁月曦的真心大学老师，这么会玩？sm、多人运动。
1698654975# #缉凶26年破案后不喝酒的民警灌醉自己总感觉南大碎尸案离快破不远了。
1699503616# #警方回应上官正义称举报内容全属实不仅要严惩犯罪分子，还要打掉产业链和保护伞。。。这女人有前科，以前就因开黑诊所给人非法做B超引产被拘役过。。。出来后，还摇身一变，收购了国营医院，成民营医院院长了。。。能量和背后的保护伞可不小。。。当地卫健委有人慌了。
1698736052# #总有一种感觉，人类离攻克癌症不远了。。。【科学家找到癌细胞的生死开关】近日，一个美国科学家团队已经确定了特定细胞受体的关键机制，激活位于细胞膜上的一种蛋白质受体的关键表位，能够释放出让细胞自毁的信号。科学家称，之前靶向这种受体的努力没有成功，但现在他们已经确定了这个表位，这就意味
1699712396# #院长之子中学就参与发表高水平论文院长之子中学就参与发表高水平论文，仅是本次中山二院事件顺带牵出来的副产品。。。学阀的子女像这样的，恐怕全国也非仅此孤例。这又让我想起了清华园里的那只小蜜蜂。这俩宝贝的升学之路完全是一个配方。。。中学，论文的格式都不会呢，更别说那些生涩难懂的专业术语了
1696300715# #瞎逼一个。
1689809560# #广州大学分数线453捡漏进了广州大学。今年只要志愿填得好，捡漏机会太多。
1698223854# #黄渤孙红雷黄磊张艺兴王迅最新合照把乌镇搞的乌烟瘴气的。允悲
1689002393# #你看了？
1687752388# #填志愿到底该听谁的其实很简单，根据孩子的分数把往年录取分数线相近的学校筛选出来，再在筛选出来的学校中锁定目标学校，根据往年录取分数线，按“冲、争、保”原则填报。
1689917542# #那就不要修啊，原汁原味的发出来。
1698213430# #胡锡进春节休假延长趋势已摆出老胡，我找了上千根电线杆和厕所找了老中医给你开了剂方子，你吃吃看，一个疗程不行就二个疗程，二个疗程不行就三个疗程。
1698251020# #这身材，应该来组黑丝大长腿。
1690123464# #引4000万进来，彩礼马上骨折。允悲
