1695250156# #均为利益
1695049022# #莲花味精可是我小时候的牌子。
1694774923# #突然想起来，我多年前斥巨资买的SEO和SEM的书，有一本最后一章还没看完、另一本还没有开始看……这就要过时了。允悲
1701010474# #国庆假期的时候回老家，去了“中国孙子文化园”，怎么说呢……门票111，电瓶车10……感觉也没啥东西，几乎都是现代新建的内容。以后我和我认识的人应该不会再去了吧。
1700369213# #预制菜没想到这个话题有这么个结果……我一点都不反对预制菜，甚至我觉得这也算是一种饮食的升级（某种意义上）。以前很多人就是挂面、方便面，后来各种外卖，现在你可以买到（可能比外卖更卫生的、大品牌）预制菜，速度还更快（等外卖的时间你都能吃上了）。
1700761398# #微笑山东咸鸭蛋现在也多数了，小时候咸鸡蛋多。
1700236062# #这灯红酒绿，和纸醉金迷。人生的一种阅历的。开心就好
1696250018# #从西安回到淄博，发现家到“孙武祠”和“孙子文化园”不太远（就写《孙子兵法》那位），直接开车过去。前者免费，开发不太够，有点粗犷；后者门票120（美团111）、电动车10元，然后……纯粹商业开发的园区，更像是儿童游乐园。二者如果中和下就完美了。
1698569585# #马斯克还想把X打造成约会平台参考一下陌陌、探探、微博、脉脉、Soul、公众号……把它整合成一款“社交媒体巨无霸”吧，约会和工作社交及自媒体于一体。对了，再参考下美团和点评，还有支付宝……反正他啥都想做。偷笑
1696338647# #嘻嘻允悲
1699188876# #陈奕迅《十年》里“如果那两个字没有颤抖”，指的是哪两个字?
1696308955# #允悲允悲允悲
1697384414# #明天新疆西藏青海等地将下雪想到2018年我去新疆乌鲁木齐，去的时候穿的短袖，过了两三天突然就遇到了寒流……直接就飘起了雪粒子……不得已披上了防晒服允悲允悲好在客户就在酒店斜对面。扛到周末，直接打车去买了一整套衣服。嘻嘻多地将有大范围降水降温天气
1701010579# #终于卷到了孩子们
1699791036# #你看我发的这一条，5年前就遇到一个类似的。虽然当时带进去，可……关键是当时（2018年）国产的也没有能用的呀。
1697889917# #好萌微笑
1698832549# #男子晒控糖一年身体变化微博上有哪位好友有过类似的经历吗？20斤我瘦过，但年轻20岁这个事儿，之前我连想都没敢想过。有没有有经验的出来介绍一下？嘻嘻这不是瘦了20斤是年轻20岁
1696244828# #每个人都要SB一次的意思
1696412571# #现在很多兰州拉面店里面的，应该是机器的多……总觉得吃起来不爽。还是喜欢城中村里面那种夫妻店，手工现拉，有粗有细，甩的面啪啪做响。多加菜、西红柿酱，鸡蛋一定得“盖帽”才行。嘻嘻
1700925225# #一份面、一份肉、一个鸡蛋、一份小菜，18块钱。哈，挺好的。嘻嘻嘻嘻嘻嘻
1700314734# #教练新出的书《它终于滚出驾校进局子了》
1697899591# #火箭军：一切尽在掌握，请人民放心！
1698930765# #辛巴抖音账号被封禁没有看过直播卖货（如果有，那一定是我点错了）……总觉得看这个太浪费时间，并且从心理学上来说，特别容易被忽悠买货。相对于宝贵的时间，省下块儿8毛的，真的不值一提。
1696156386# #我有时候，都会想避开这段高速……按说路况很好，车也不少，不应该这样。
1695300442# #【劣迹斑斑的“黑客帝国”——起底美国破坏全球网络安全】国家计算机病毒应急处理中心调查团队发现了上千台遍布各国的网络设备中仍在隐蔽运行“二次约会”间谍软件及其衍生版本，并发现被美国国家安全局远程控制的跳板服务器，其中多数分布在德国、日本、韩国、印度和中国台湾。
1698414852# #小米14系列首发评测蹭个热点吧，说小米一个很实用的功能：无论是百度还是高德，正在导航的时候有电话过来，自动在导航最下面显示接通和挂断（这样就不会影响导航）。接通后会自动切换到免提模式，不用你再一次点击。一些细小的功能，体现了小米系统的人性化。
1696948639# #晚上十一点之前尽量入睡虽然……但是……道理谁都懂，可是执行起来就特别难。我的手机闹铃设置的晚上10:50睡觉，（特别巧合的是：写到这儿的时候，手机提前15分钟提醒我睡觉）但是经常会有一些事情处理，所以几乎不会11点就睡。我这样的熬夜王者，甚至经常凌晨一两点才睡……好，尽量改。嘻嘻
1697639508# #威马汽车回应破产风波但是最近APP的事情一出，相信很多人都不太敢买威马汽车了。其实特别可惜的，在造车新势力中，威马很早就出了量产车，我一个朋友还买了一辆，当时觉得还挺好。
1697641149# #A股大概率有超越5年一遇级别的牛市我觉得照目前这种形式，A股还会下跌一段时间……不会又干到2800多点吧？关键是大家现在都没有信心了……监管的失职。
1700494541# #笑cry笑cry两辆车的话意义不大，因为可能就我一个人开。（家里另外一位驾照持有者，是不是开车的偷笑）
1697289718# #其实，本质上，是孤独的。
1698512144# #对。
1687097617# #看到东航客服回应胡兵50万积分被清零胡兵50万积分被东航清零想到四川航空。当初积分可以兑换点东西。结果要求必须在柜台重置密码才行……往返可就几十块还得半天……准备放弃的时候接到电话出差，积分过期的最后一天，机场重置了密码，兑换成功。感觉是“虎口夺分”。
1699017650# #我看了下，理解是：如果你骑自行车，就要注意后面车给你追尾。（又不是国际标准标识，为什么不加个字呢？）
1698570380# #巴以冲突已超9200人死亡查了下，以色列方有1400多人死亡（这个数字不一定准，我也是搜到的），其他的基本都在加沙。最开始微博上相当一部分人可是支持以色列的，现在很多人都扭转了。以方称对哈马斯的战争进入第二阶段
1697639853# #华为手机销量跃至国内第一虽然自己不会买华为手机（之前有过一些事情），但是看到华为有这样的成绩，我还是觉得替华为开心。可能确切的说：是为国产品牌的崛起而开心。中国像华为这样的企业越多，国家的科技发展的就越快，在国际上就越有竞争力，我们的生活才可能慢慢变好。
1694914208# #孩子结婚的时候，多掏点钱，大家花的开心，也不会太压价。
1697988032# #于文文问微信撤回为什么要留痕迹经常会和朋友说到一个问题：“如果我撤回了什么信息，那么大概率是我打错了字，需要更正一下。”但是撤回那个痕迹确实是没有会更好一些，就跟之前拍一拍一样，简直是有病。
1697640063# #威马仅剩817人且已停发工资前段时间APP挂了的事情，估计影响了很多车主。经济再紧张，至少维护APP应该压力不大……虽然很不希望看到国产品牌倒下，但是就目前这个形势来看，我觉得是不容乐观了。
1694619259# #后来就涅槃重生了，现在可是非洲小中国。
1696951789# #关于海外创业，或者外贸，个人觉得一带一路沿线还是有一些机会的，特别是和中亚五国。毕竟和中国距离相对近，并且前段时间的峰会过后，签约了大量合作框架，政策上都支持，能走上层路线。网络安全行业也是，应该能有一些事情。
1694869151# #前几天某款手机出来，不是客服都不知道到底有没有无线充电吗？微博上那些手机媒体……有的写了有、有的写了没有，还有的贴了个客服对话的截图说有（好像后来还是说没有）。官方材料里就没有个准信儿。
1694866430# #办公室有几个经常穿着短裤、脚上踩着拖鞋的、都是大佬，各种比赛证书拿到手软。嘻嘻嘻嘻
1688236673# #琉球本来就不属于日本。应该积极促进中国和琉球民间及半官方组织的联系，步步为营。
1697986528# #有的城市，可能觉得限行了就是大城市了。我说的是西安。
1696157339# #以后这方面的管控会越来越严格，能看的东西会越来越少。我觉得《1984》指不定啥时候也看不成了。说不准，微博的啥语言，以后还会成为一个罪证。（不想多说啥，但是……上面的蠢货还是挺多的。）
1699467603# #对。在大力发展军事和被战争贩子爆锤之间，总要有一个选择。我们军费占比那么低，还是得加大马力造航母。嘻嘻
1700390473# #对的
1700917113# #同问，有视频的话就可以放出来，没有的话就别逼逼。
1699245723# #西安城区今早最低气温仅3度昨天睡觉前看了下温度，然后默默打开了衣架……找出了两条薄薄的秋裤。今天早上出来的时候，就觉得温暖的很。嘻嘻下周就得去物业交取暖费了。西安城区今早最低气温仅3度
1699704566# #对。没啥意思。
1697285937# #自律使人进步，。不自律让我快乐。
1699244254# #科学家发现地球正在漏气我觉得大多数人可能和我一样，关心的问题是：这个过程到底多久？如果太慢，那无所谓……反正我自己和孩子在有生之年也没啥影响……未来的事情，如果太远，那我们有什么办法？赞助马斯克跑火星？？？
1698967886# #小鹏G6销量第一“小鹏G6蝉联9-10月20万以上中国品牌纯电SUV月度销量第一！以755KM超长真续航、800V超快充、XNGP智能辅助驾驶等产品实力，站稳市场最强智能纯电SUV。”，这几天也在关注小鹏G9，确实竞争力不错，并且颜值真的在我的点上。但同事说担心三年后……应该没啥问题吧。
1700652552# #嘻嘻
1697726567# #同事之前用的是三星的一款，我是觉得折叠屏有点太大了。装到裤兜里不方便。嘻嘻
1694615930# #看到腾讯QQ被处100万元罚款，我倒是觉得一点都不意外，或者说：国内几个互联网大厂的APP很多都存在软色情……腾讯称将全面强化升级QQ小世界等版块，那其它的厂家呢？各种暗示的……包括微博热搜下，也是一堆诈骗犯。没责任吗？
1696916290# #我觉得可能，你看东欧、北欧一些地方，一些年轻人就认为反正社会福利好，就不去上班。如果老板有点上进心，工资肯定会开多了。
1696579378# #焦虑吧……担心老了以后怎么办。货币贬值这么厉害，也许现在富裕户，20年后不够花了。
1696798982# #三个场景的典型厂商：微软、英特尔、苹果
1696545171# #汉语，是一种语言能量密度很高的语言，英语，俄语就很低，联合国同样一份文件，都是汉语最薄，其他语言厚，这就是汉语的先进的地方。越是科技发展的今天，词汇爆炸，英语只能靠单词缩写来拼凑单词，而汉语基本不用造字，就能解决科技词汇的描述，而且很容易懂，这就是象形文字的魅力，
1698832766# #中国海警依法管控日非法进我钓鱼岛领海船只看这个措辞，应该是给他们管免费饭了。偷笑以后还是应该硬气一些，改拘起来就拘起来。毕竟钓鱼岛及其附属岛屿是中国的固有领土。嘻嘻这似乎是头一回这么干？之前没有什么印象，之前只是在抗议。
1698816445# #00后女老师自杀校方拒绝家属看监控不论任何情况下，都不应该轻易放弃自己的生命，命是父母所给……并且很多事情在走过去之后，回望一下：发现可能也没啥。不可能所有的人喜欢你，也不可能让任何人满意，自己快乐，无愧于心就行了。力所能及的情况下，可以帮帮别人。
1696328121# #菩萨：嗯，优秀。我也变美了。嘻嘻
1699014118# #嘻嘻偷笑我之前很长一段时间都是卸载了再装上，过几天再卸载，再安装，因为看知乎确实挺耗费时间的，但是好歹还能有一些自己关注的点或者有一些知识。
1694865693# #的“音乐星座”。天秤座的我，居然音乐星座是“射手座”。然而，我身边谁射手座我也不知道。不过，最近基本也不太听了。
1695219645# #如何看待预制菜屡上热搜看评论，很多人觉得预制菜不好，但是……大型商超里面很多菜馆都是提供的预制菜。大厂家做的，比很多路边的小店卫生条件好很多。我准备自己囤一点，放在家里……很多人喜欢外卖，真的比大厂预制菜好？真不一定。另外，预制菜也有很多分类，各位可以了解下。
1700381582# #我家淄博临淄，也是。但再过几年肯定会有办法的。
1700455903# #mouse：你莫要吓我！费解晕
1695687164# #有些食物许久不吃，就会觉得有点馋，比如原产自宝鸡凤翔的豆花泡馍。一场秋雨把西安淋的有点凉，但就着爽口小菜，把这一大碗豆花泡馍美美的吃完、汤喝净……浑身暖暖的走出店门，瞬间觉着这雨也不冷，甚至还有了一丝赏雨的心境。早餐
1699624210# #用电肯定是要省的，但是长途2000公里充电10次，平均200公里充电一次……在高速上只有一个半小时多一点就要充电，确实有点耽误时间。允悲允悲在城市里边电动车肯定是没有任何问题的，很爽，但是高速加长途这种，感觉压力还是有点大。
1700318694# #初中的时候，读了父母带回来的一本《数字化生存》，是尼葛洛庞帝的著作。这本书对我的影响非常大，虽然现在记不清具体内容了，但直接导致我的兴趣爱好，全面转向了互联网。换一个说法：他书里的内容，被我消化的挺好。对了，他还是张朝阳（搜狐）的老师。好书推荐
1694826507# #有好几个名字，我甚至是第一次见到。允悲从来不看直播带货的人路过……没必要，浪费时间。
1694912892# #支持右边网友，挑男女对立死全家。
1699208341# #偷笑偷笑
1698935997# #人家说可以放贷，我朋友两眼放光对着电话说：要要要，至少两万亿，组建个雇佣军团，把台湾打下来……那边挂了，朋友说：没实力，还装逼。
1696309114# #偷笑偷笑偷笑
1697238470# #SVIP免费领SVIP体验卡免费领送你一张SVIP体验卡，点击免费领取，即刻获得去机型小尾巴、个性Flag、内容权益、动态头像、评论气泡等超多尊贵权益。快快点击链接领取，和我一起畅享SVIP尊贵权益吧！『SVIP体验卡』
1697759635# #被逼的吧……毕竟那些不如自己的都叫OS了，自己还叫UI，宣传上就败了一步。越要脸，越吃亏。
1698172664# #最近尤其喜欢用“手打白吉馍”做的“腊汁肉夹馍”，昨天中午吃的这家，馍有点偏硬，但是肉真的很香。服务员端着一碗面从边上走过，我和同事都跟着闻油泼辣子的香味。允悲嘻嘻下次过去得吃他家的腊汁肉揪面片。嘻嘻腊汁肉夹馍肉夹馍米皮凉皮
1694790047# #蜂花老总的头发用事实证明看到他们创始人的照片，我不由得想起了我之前买过的某某防脱洗发液……在他们家的防脱洗发液瓶子上，印了他们创始人的头像——头发很少。有的时候，在洗发前，我会盯着那个半秃的头像发呆：用？还是不用？
1696216782# #我是胖福的小木屋，关于C919，我写过多篇，一直以来的核心观点就是中国C919是全球国产货率最高的大飞机，全球能单独造出大飞机的国家只有中国和美国。且波音的国产化率只有35%最高其次是组装技术难度非常高，像芯片，你有最先进的设备，但没有相关制程工艺，也造不出1nm的芯片
1697357255# #对。现在一些增程里程还是略短（前几天哪个品牌发布了电里程300多的增程来？我觉得那个就很棒。）
1695249975# #嘻嘻偷笑
1698146648# #我担心的也是这个过程。如果真的处理过程没有问题，将来破案确实会有很大的推动，但是中间这一段太难了。
1695680790# #更无语了
1698166308# #双十一洗发水我也不知道为什么突然出来这么个热搜，按照往年的经验来看，双十一就是耍猴。很难的到真正的实惠……再说洗发水这个东西，一年能用多少？真的想要，就提前记下价格，低了就买，去过耍猴就去TMD。一些平台现在不要脸的很。
1696088248# #眼神
1697624303# #微笑
1697730468# #刚才搜了一下，看有各种各样的模型。看上去挺不错的，回头研究一下，感谢推荐。干杯
1700341755# #05:09了居然……睡。
1687879769# #今年整体压力还是很大，特别是政府的预算，削减的挺厉害。
1696567664# #允悲允悲允悲
1698336430# #本质上国家和国家也就像农村里的各家各户，有一些关系特别复杂，但是对于咱们来说，并不能看到更多和更远，所以还是坚信国家会做出基于我们位置的最好的选择。
1694795944# #很多APP，本质上都是这种，最有名的是陌陌，有篇文章，可以参考：“陌陌”唐岩：我没有道德洁癖这是一篇2012年，也就是11年前的文章。
1699698623# #去了一趟物业，三四千没了。。有句话：病来如山倒，病去如抽丝。。花钱、赚钱，和这个还挺贴切的。
1699804571# #这类挺多
1694973311# #看到蜂花的名字，突然想到：这就是我小时候，爸妈单位发的那个牌子啊。亲切了。
1697639667# #在俄罗斯不要轻易点外卖在国内，外卖的平台有各种考核制度，外卖送货员压力山大。带来的好处就是大家都能尽快吃上外卖……所以如果中国的这些平台到国外去发展，国外这些很难招架得住的。（中国人送货，给予高福利。我觉得这就不叫内卷，而是有效而精准的打击竞争对手。）
1699624372# #允悲偷笑但凡在网络公司或网络安全公司，上班状态好像都不会是这样子。
1699790771# #是的，培训机构和发照单位要一并处罚，要重罚。这简直就是谋杀。
1699853131# #但是内置的毕竟还是方便很多。
1698276159# #【Pwn2Own2023黑客大赛首日：三星GalaxyS23和小米13Pro手机等被“入侵”】活动的最高奖励是手机类的零日漏洞，破解&nbsp;iPhone&nbsp;14的现金奖励高达30万美元，破解Pixel7的现金奖励高达25万美元，参赛者可获得超过100万美元的现金奖励。|
1698170916# #有段时间，西安限行是避开高峰期的，比如早上7-9、傍晚5-7点不能开。这样万一去个远点的地方，还能和人家说下……晚上不能按点也能错开。现在直接又一刀切回去了，就是早7晚8点不让开……哪位大聪明领导的意思？真的污染环境了？有没有权威机构证明？反对西安限行
1696088477# #去城里办事，遇上修路，一骑三轮车的大爷钻到了苞米地里的小路，我爸说这人认识路，跟上去，接着后边跟了一大溜车，七拐八拐到了一坟头，绕一圈原路返回……没路，又没地方掉头，只能在坟头绕，大家排队绕坟头…
1696159265# #啊？？？
1698149218# #以后公司搬家吧，广州不能呆了。
1696416830# #微笑
1700362281# #所在城市给个奖励不为过呀。（还没看到后文）
1696627801# #不呀，早安，打工人嘻嘻嘻嘻嘻嘻嘻嘻
1696953500# #嘻嘻搬板凳，吃瓜🍉🍉
1697905716# #我这边的销售同事，有去考了CISP的我还觉得好理解，居然还有去考了网络安全应急工程师的。还有CCNP、MCSE，我知道的居然还有CCIE销售，还有考了存储等一大堆认证的。目前还有好几个在考软考高级的（都是销售，不是技术。）
1699884898# #刚才写了一条微博，后来想想删了。。有时候想想微博想赚钱也不容易。要有一堆和业务关系不大的支出……。很多话题，加上一些词，是没流量的。
1697149270# #相当多的热搜都有虚假转评赞。
1695729216# #【窃取近2万条学员信息“黑客”落网，被入侵机构同时被罚】厦门市一家教育培训机构的系统被“黑客”非法侵入,近2万条个人信息泄露,导致部分学员遭遇精准诈骗。近日，被警方抓获的“黑客”获刑，而这家教育培训机构，也因未履行网络安全保护义务被罚款。
1696254787# #江浙一带做陶瓷的，营销做的也好。另外有朋友和我说，那边确实，也做的细致一些，产品更加精致。还是得多学习人家。
1699621659# #给力goodgoodgood
1696328801# #我喜欢喝桂花酿，还有桂花精酿。
1698929817# #3元钱已经买不到饮料了好像这两年买饮料也不太看价格，以前就喜欢可乐和雪碧，最近喜欢各种没喝过的，甚至同事说口味奇奇怪怪的饮料。那就决定了：应该没有4块以下的吧。开心就行……买点喜欢喝的，是最低成本就可以让自己开心的事情了。
1694866290# #有的时候，就算你本来不想读，看着大家都是，也会影响你。于是，焦虑的根源就产生了。允悲允悲允悲
1697277439# #哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1698931248# #雷军回应小米14发烫特别希望小米能做好？自从小米公司成立以来，在中国的手机史上写下了浓重的一笔。最开始那几年，小米硬生生把手机的价格砸了下来，并且算是帮中国清理了山寨机。很多学生（还有我这样不愿意为品牌多花钱的人）也可以花蛮低的价格用上旗舰手机，已经很优秀了。
1695729552# #【国家互联网信息办公室关于《网信部门行政执法程序规定（征求意见稿）》公开征求意见的通知】国家互联网信息办公室办对《互联网信息内容管理行政执法程序规定》进行修订，形成了《网信部门行政执法程序规定（征求意见稿）》，现向社会公开征求意见。
1699706945# #晕晕晕总觉得累，休息不过来。
1697253315# #也不想看书，也不想吃啥。
1687635336# #微笑Sleepyhead
1696851463# #前段时间张推荐了信息安全专业，我一直以为，这个行业是穷人家孩子挺好的选择，毕竟一台电脑就能把你从穷沟沟里捞出来，过上“比上虽不足，比下尚有余。”的生活。待遇还可以的网络安全公司，刚毕业的学生，也能开到“10000起”的工资了，别的行业，大概率还挺难。
1687347575# #午餐愉悦了，晚餐就压力大。。虽然：碳水＋1、脂肪＋1。但是：快乐＋1、幸福＋1。中午的粉汤羊血和肉夹馍都很棒good。刚：吃了个粽子，还准备吃俩香瓜。。桌子上还有一包博山酥锅……允悲。西安身边事端午节
1699575448# #确实，即使是在被吞并之后，好像有锡金高层来到了中国。（具体的我也记不清，这个有可能有偏差）
1698968246# #嘻嘻他意思是，万一三年内顶不住，成了第二个威马，那可就几十万打了水漂……但我觉得蔚来理想小鹏零跑这些，都已经很稳了。
1697989810# #所以，多数，还是个生意。
1698032566# #莫道桑榆晚，为霞尚满天。
1696743247# #老韩作品goodgoodgood
1696658542# #允悲
1697383958# #中年人都在社交降级有时候就觉得各种介绍活动90%都是在浪费时间。现在只想一个人，安安静静的，上上网、看看书，听着音乐喝喝茶。网络安全圈子里的事情关心下，也可以和客户、同事聊几句。但并不很喜欢出去，路上浪费时间，喝酒吃饭一样浪费时间。应酬越少越开心。
1696771501# #【TA866威胁组织以鞑靼语用户为目标进行攻击】考虑到在攻击中所使用的复杂有效载荷和恶意软件，可以断定这绝对不是一个新手组织，而是一群技术娴熟的网络安全人员，这其中包括设计高级恶意软件病毒和有效载荷的专家。|
1699549917# #晕小朋友长大了会遇到一些不友好的事，一方面是人，一方面包括一些软件等……虽然现在很多支持少数民族的长名字，但难免会遇到只支持四个字的。（只是举个例子）
1696216516# #【他，陈宝琛儿子，留学美国，建发射台，拥有海外第一家中文电视台】另，搜到一张图：兄弟父子叔侄同榜进士
1698150499# #这个群有质量啊。简晶、鲍岳桥、陈宗周、朱崇军、周志农、王志东、雷军、吴晓军、傅军、刘韧……居然还有倪光南……这些都是传说中的前辈。嘻嘻
1696076445# #看到这一幕，我又想到了“山鸟与鱼不同路”……这跨物种的爱情啊。允悲允悲偷笑偷笑
1696417745# #建议抓几个典型出来，挂起来。
1697242433# #说起来还是政治路线问题。巴勒斯坦民众死活英美德法才不管呢。
1695050706# #昨天还有朋友说：成功，现在是很难复制的。如果说很多年之前有一些行业刚刚开始萌芽的时候，部分成功还可以复制，现在随着社会分工越来越细，绝大多数还是要付出艰苦的努力。并且有一些行业，对于绝大部分人而言：单纯努力，也不会有什么结果。
1694616586# #怎么说呢，外交部这个辟谣，已经明确了意思吧——我没禁止、我真的没禁止……但它的确不安全……你们看着办吧。允悲允悲允悲中国没有禁止购买和使用苹果手机外交部辟谣中国政府机关禁用苹果手机
1698274583# #当大家手头都没有钱的时候，政府相对老百姓，更容易一些。所以2G生意更容易掉，2B我觉得最近压力山大。
1700337868# #笑cry666
1697847544# #微笑
1688237116# #嘻嘻偷笑转给刚变了地址的网友们
1700652082# #白菜豆腐炖粉条也太香了吧这印象中是我在“葱花炒鸡蛋”之外学会的第一道菜，大概小学还是初中记不清了（小学三年级就会和面、包饺子、擀面条）。周末一早爬起来，收拾了菜，加醋的时候加多了……白醋当老陈醋的量放的。但父母还是很开心的吃完。嘻嘻（下厨房APP借了张图）
1699674094# #坚持吃核桃6个月会怎样中国人有一个习惯，就是觉得如果有些东西外形有点像，那就补这个。比如核桃外形，像大脑那就补脑。韭菜叶子坚挺就壮阳……反正我不觉得这玩意儿有啥道理。吃核桃不补脑六个核桃不补脑
1695272148# #真的是……过分。
1698469126# #这个时候，这条信息，微博上那些大v就不转发了……也没有多少流量了。谁是二鬼子，一目了然。
1696576309# #我觉得会。
1696699049# #不太成……熊多牛少。
1694599515# #招聘人是腾讯安全负责人（技术大牛），这算是“BOSS直聘”了吧？（广告费拿来嘻嘻）有兴趣的可以来份简历，鹅厂的待遇还是相当棒的。goodgoodgood
1698379938# #大学生在寝室煮面被宿管发现大多数的学校都不会允许学生在宿舍煮泡面吧……我觉得这个也没啥好说的，难不成宿管的阿姨端着把泡面吃了吗？倒了也不好……刚好边上有个空碗。顺手而已。发现现在啥都能上热搜。
1699743672# #嘻嘻嘻嘻嘻嘻
1700410234# #笑cry笑cry笑cry
1696157721# #→偷笑
1700691856# #汗汗据说昨晚直播还被封了。
1699885446# #苹果公司将禁止摇一摇跳转广告摇一摇跳转广告这样恶心的功能，按说国家主管部门就应该主动的站出来，对这种恶劣的行为进行罚款。我也不说是谁了……能不能给点力呀？！把这玩意儿封掉，才是网民拍手称快的事情。
1699853797# #允悲允悲允悲
1694618081# #华为小米专利交叉许可将带来哪些影响挺好的，应该是上层有协调吧。希望中国的几个大厂能团结起来、一致对外，只有这样中国科技才能快速发展。华为小米达成全球专利交叉许可协议
1697906247# #前段时间有个事情，热乎了几天……然后就因为忙忙碌碌又准备放弃了。很多时候，哪怕你知道有些事情是重要的事，但是也会因为紧急的事放弃。时间管理
1697994319# #goodgood
1696985105# #我说的这个哥们就是，严格执行一个买卖标准。做事的特别果断。
1696409931# #我也觉得……君子不立危墙之下……他们这个距离，有点近。看得我都有点紧张。
1697175024# #哈哈哈，没想到，上帝的次子来到了中国。嘻嘻
1697107864# #我国去年出生人口956万不出意外的话，是比前几年下降了吧？现在的年轻人，甚至很多都不愿意要小孩。就是刚放开的时候，有一些想要二胎的突击了一把。关键还是年轻人的压力太大了，并且培养一个后代带来的压力，很多两口之家是很难的。
1696850950# #想想咱们这个圈子里边有谁开着法拉利或者大G？嘻嘻对了，我知道的，一个是日娃，一个是鱼（电影《孤注一掷》中张艺兴提到的网络安全顾问），还有那也是。（纯技术发展起来的，销售岗不算。）
1698146249# #女子结婚要求前同事还礼400元这一对都挺那啥的……各种礼尚往来，虽然这么说，但是给出去的时候就得有收不回来的觉悟吧……这毕竟不是签约互惠互利。我的话，别人给了就会想着回回去，但是别人不来能咋，也别当是什么。
1701013127# #国产设备8秒钟就可以定位，20秒后就可以发起反击。实战中一般一分钟就把炮弹打出去。
1696351990# #所以理想卖的好。
1700566027# #一直有啊，我们那边……偶尔某个区域会不是很好，但刷刷文字的话问题不大。
1694876830# #是坏。
1695342107# #对。一定是有一些套路可以用的。在实战中，有很多可以被利用的小细节。不同的话术，甚至不同的路径演绎，都可能制造出有差异的结果。嘻嘻
1696851220# #挺好的。
1696180008# #以前和朋友聊城市化率，持有大量地产股的都喜欢强调说现在城市化率65%，到80%还有15%的提升空间。我提醒他们最后这15%会通过农村老人离世和城市孩子出生完成，而不是农村人口移到城市，因为农村实在没啥人可以移出了。
1699741906# #这个残疾不好证明。允悲偷笑
1698506334# #把文件传输助手当成了备忘录我也是把文件传输助手当成自己电脑和手机共享文件的工具。还有那个名为自己微信号的账号。前者发和工作相关的内容，后者发纯粹自己的内容。毕竟比较方便……一些复用率比较高的，我还会用微信“收藏”起来，可以顺手转发。（比如公司PPT和产品白皮书嘻嘻）
1697106785# #所以现在这种情况就挺好的，以色列这边有点事情，美国人就去支持以色列，最好朝鲜半岛和台海再搞点事情，琉球那边再有点事儿，让美日两国忙起来。
1698171313# #每到限行的时候就想骂……我之前为了避免上班的时候堵，都是提前一个小时多到办公室的。因为工作的关系，经常要去一些比较远的地方，不开车的话实在是太不方便了。（限行降低GDP，影响经济发展）
1697242335# #允悲
1699036823# #微笑
1696156821# #看上去卖相不错嘻嘻
1687534681# #老家是淄博市临淄区，这里面的字，感觉大部分都念过。对，大部分……还有个临淄的“gao'er”，这个gao一般是儿化的，是“东西”的意思。比如“你包里装的什么gao'er啊？”，就是问你包里装的什么东西的意思。嘻嘻外地听到这个念法，就知道是临淄人。
1694648197# #也是弯道超车的必须。持续性的做点加工没有前景，百分之一点点的利润，辛辛苦苦干两年，软件升级一次就赚走了。
1700315104# #天啊，我知道他们泪泪之前有个博主去过家里吃饭，爸爸真的很真诚，女儿也是，我快哭死，真的，感觉爸爸和女儿的心态都很好：虽然生活给了我们那么多难关，但是我们都会「关关难过关关过」泪泪泪
1697728002# #我也觉得，我身边大部分男人都是这样的。但是看评论好像很多人身边的并不是……那只能怪你自己周边的环境咯……（原帖下面的评论里面奇葩也挺多的，祝那些人一辈子吃方便面都没有调料包）
1700652637# #所以很多时候需要有一个嘴大的出来。酷
1696519252# #国庆假期，9月29日和10月5日这两天开车跑了2200多公里（西安、渭南、淄博，往返）。突然觉得自己还挺擅长跑长途……从早到晚开一天，虽然累，但一天状态都很好，开车也不困。但是还是觉得应该换辆辅助驾驶更智能的车，比如蔚小理，至少高速上省事很多。
1700781194# #可别信……河南村镇银行一样，想想，还给人红码。真的是……坏的很。
1697244418# #中方第一时间通报的是联系了巴勒斯坦和埃及，但没有和以色列联系。这肯定是一种姿态，在美国纠集G7联合打压中国的背景下，这么做很正常。可笑的是，舒默还怪罪中国声明不够同情以色列，敦促中国与以色列人民站在一起谴责哈马斯。你一边揍中国，一边让中国同情你爹，请问你是不是大SB？goodgood
1694871617# #这个确实……唉。
1694865991# #搜狗输入法的打字是很好用的，但是语音还是差点儿意思。
1700370537# #河南村镇银行的事情好像没有后文。偶尔会在一些热帖上看到有人，还在说这个事儿。
1699371228# #我有一个数据安全的笑话，但勒索病毒刚把数据库加密了……
1699680210# #是的，反正就是倒点霉，因为也不能让野猪赔。就当是花点钱给自己找了个吹牛逼的乐子吧嘻嘻
1698335551# #新能源车已实现边开边充至少在去年或者更早的时候，山东那边高速已经建了一个这样的路段，用来做边跑边充的测试，我相信这个用不了多少年就可以真的可用。（除非中间出现更好的技术）
1698933539# #感觉最近越来越没有耐心。。如果有个人说话没说明白，。或者我说了两次对方还没有明白，。我脑子里立刻就会蹦出两个字：。瓜皮（实际上可能更难听）。西安治愈不开心
1695318732# #如果真的相信鸡汤文。那它往往就是理想的催化剂
1694707123# #91岁？允悲我的认识还是太肤浅了
1695740501# #绝大多数是东南沿海城市，北方的不多，中部的也不多，西部的代表重庆、成都，然后再也没了。
1694866044# #广告这个……其实权限配置一下，其他的我觉得也还好吧。
