1697003519# #在建工地吊车倾倒，现场一路人被压身亡！衰
1698891987# #吃饺子还有这说法……费解费解
1689560618# #大白馒头也要抢……
1700976536# #最后是生了个三胞胎吗？？
1702252235# #新郎上门接亲被堵门，伴郎向新娘屋内扔烟雾弹！。拍摄者：满屋烟雾，把伴娘和新娘全都熏出来了，省了很多红包。这操作可开眼了。。费解
1688786394# #上海地铁三号线，二鬼子又来了！这次被拍摄者制服，灰溜溜的下车走了……奥特曼奥特曼
1703928794# #大爷这不是生病，这是犯了天条了。
1692152405# #手机开着外放，把脚翘在桌板上！碰到这种人你会怎么办？晕
1699422367# #网友：出差中，所见所闻。人与人的思维观念区别真大。。事件：高铁乘客前排乘客，A座女子投诉B座男子，要求把脚放下座椅，男子拒绝。。女子说：脚穿袜子踩着座椅上，还踩着扶手旁边，可能有臭味，影响自己乘坐了。。女子投诉后，男子不满拒绝说：“这是他的权利，关你屁事”。女子于是找来列车长，列车长希
1691893121# #网友：杭州拱墅，一女子失足落水昏迷不清，两位大哥发现后第一时间下水救人，警察赶到后也火速下水救人，警民合作把女子救上岸，经抢救女子已无大碍！👍
1688340808# #保安和司机发生争吵，司机一脚油门完全不考虑后果呀…
1700264428# #楞是没看懂他情绪为什么这么激动…晕
1702597803# #车主已经将损失降至最低，大妈害人不浅呀！
1692356843# #简直无语！为什么不第一时间松开绳子呢？？？晕
1689310671# #30多岁大龄研究生，考驾照考了7年都还没有考过！又把自己蠢哭了……费解
1699171211# #如果打官司，这位司机谁判的比较严重？？
1696995736# #新手还在尝试，老司机看一眼就走了！
1692519146# #与妻子发生争执，妻子报警，老公被击毙。。
1690946946# #偷榴莲的技术可还行。。费解
1688112638# #高铁女子嫌弃小孩吵闹泼热水抗议。某高铁上，女子嫌同车厢小孩吵，竟拿热水泼小孩，引发乘客不满…。列车员来以后辩解:“水是从你们列车上接的，烫也是你们烫的”
1702788923# #钢材延伸至马路，过往的小车没注意发生事故！这个角度司机还好吗？？衰
1689579519# #看女司机这个程度应该是酒驾了，女的酒驾、肇事逃逸、妨碍执法、辱骂他人，男朋友在警察面前说谎企图顶包，这俩估计都要麻烦。。。费解。以上是根据视频内容分析，具体处理结果以官方通报为准！
1695792205# #让我跟刘亦菲处对象，我都没这么勤快！费解
1687304687# #一言不合就动手，这可太刑了……
1690084406# #睡别人老婆风险太大，各位同学慎重。。
1701781956# #现在年轻人的爱情挺复杂的～
1688826504# #转给有需要的亲们@腕表界
1698569449# #幸运的躲过了致命一击！
1691759968# #男子吐槽药品网购69药店卖156。8月10日，江苏常州，男子在楼下药店买的药品156，回家在网上查询价格后发现最贵才60多！男子觉得被坑了就去药店要个说法。
1702775934# #如果被动技能触发，说破天也是追尾！！
1695362907# #军训才艺表演拼的都是硬实力！！只会跳舞可不太行……
1701755409# #这技术还是别骑了，太容易害人害己了…。。
1695007484# #地铁上大妈让女孩让座，女孩告知自己腿受伤了，大妈仍不依不饶。无奈女孩最后把裤腿拉起来证明……费解
1702038543# #不得不说小嫂子长得真带劲！
1703899284# #预制菜色香味俱全，普通厨师要失业咯！
1689741611# #自己教育的孩子，一点怪不得别人……
1700112532# #水中漂浮的女司机，看手势还不让人施救……看不懂！
1688713095# #这点粉丝，不至于不至于允悲
1696915506# #以色列发动对加沙地带无差别轰炸！一位男子从废墟里扒出去世的孩子！但脸上没有看到悲伤，只看到仇恨。。。。以色列报复性轰炸加沙地带
1689066198# #7月10日，四川成都，一女子乘坐网约车起争执，司机：赚的是运输费不是服务费，我不想伺候她了！。女子乘坐网约车起争执
1694581097# #看傻雕视频，品傻雕人生。
1698834441# #夹子音听多了！这样的嗓门可还行…
1698462322# #老人遛3只猎犬不拴绳对遛狗女子发起攻击，咬穿女子小腿！当事人：老人只愿赔偿一半！！
1693447583# #这个时间段，留这个胡子出门要小心点。。费解
1703227322# #明明她在动手打人，还说别人打人干嘛。。。费解
1699000216# #每个职业都有尊严，咄咄逼人早晚会受到教训！
1687736780# #星爷：我这辈子没听说这种要求，这可是你让我打的…
1691654345# #结婚本来喜庆的日子，搞得跟渡劫似的……
1690349978# #怎么可以长的这么规整…
1692142653# #新疆吐鲁番鄯善县库木塔格沙漠，早上神奇的自然现象，从来没有见过头发可以竖立，汗毛也全部竖立还发出滋滋啦啦的响声。晕晕
1698978391# #拍这种东西真的看个人喜好！收藏好，不要被以后的孩子看到就行……笑而不语
1690681046# #不能回家再亲热吗？允悲
1698842293# #高速汽车突然没油，女子车停快车道发视频求救！这可太危险了～
1696157421# #网友：山东烟台所城大海胆，被一个熊孩子拉扯摔坏！孩子家长：“海胆吓到孩子”
1692265202# #鬼手、天眼、虾线！长大了应该会后悔吗？？
1698724908# #生活中温暖的瞬间，和睦相处的感觉真好！
1687875849# #女版泡泡龙！！这个身材少吃点吧……
1694860654# #拿着砖头拦婚车要红包，最后还把婚车给砸了…衰
1693062172# #8月26日，美国一博主街头采访，想问问美国年轻人对日本排放核污水态度如何！当问到此事件时，20人中仅有一人知道，还是韩国人。。。美国年轻人对于日本排核污水的态度
1700529034# #抢大锅饭，热闹的婚俗！
1695828194# #男子小区耍酒疯被劝阻后往业主门上抹屎。网友投稿：中联皇冠一个男的，夜里喝多了，半夜小区发酒疯，然后有个业主下来阻止他，他就侮辱这个下来的业主和业主老婆！。第二天酒醒了，想想还不过瘾，去捡了屎，去涂在昨天下楼劝他的业主家的门上……汗
1691205800# #北京地铁某站台，疑因有人吐痰吐到男子身上，导致情绪失控捶打墙面～。网友：这口痰是压死男子的最后一根稻草。
1700877387# #以前酒吧气氛组上班的美女，全部被海底捞挖走了？？
1699420715# #当你的好闺蜜离婚后……费解
1696134091# #姐妹底子很好，瘦下来一定好看！
1696930141# #这摄影师一看就是专业的！
1688009474# #男子开车路上遇到男女情侣马路上亲热！司机停车喊话：你们是学生吗？这像话吗？哆啦A梦害怕。司机遇小情侣在马路中间亲热
1691117276# #网友：青岛旅游，推着婴儿车碰到前面阿姨的脚！并没有破皮也很认真的道歉了，但是阿姨仍然不依不挠，喊她去医院也不去。最终赔偿200块钱～
1693452777# #网红带着妻子儿子摆拍电梯故障视频，引得各大媒体争先报道，此网红评论区更是获得大量粉丝称赞其：好男人👍
1701744548# #还好有人在，否则不堪设想
1702452667# #合并同类项！滑雪注意安全呢～
1698414146# #养老院把人分等级？这种问题不常见吧。。
1696211269# #网友投稿又一起特斯拉失控，不知道是误操作还是其他情况。。晕晕
1698549138# #骑自行车好像碰到了宠物狗！狗主人：你这是故意杀人……衰
1696295727# #不作死就不会死……动物凶猛
1703210090# #穿着人模狗样，怎么就坐车不给钱呢！报警后也是一副无赖样子……
1699336622# #碰到插队的旅客，这售票员做法太过瘾了！
1702215057# #车子本是交通工具，非要拿来装一波！这小伙子还好吗？？
1701567047# #克隆人聚餐？？
1688290449# #今天的舒爽是最后一颗痘痘给的…打工人
1697021777# #十年前把他当手机宠物，十年后他成了人生导师。
1703317881# #谁能正确的形容一下牛油果的味道！🤮
1692419304# #18日，江苏徐州乐园欢乐世界，女子带孩子插队，被其他游客指责，孩子多次捂住妈妈嘴巴防止吵架升级…
1694181998# #只是因为在人群中多看了你一眼…
1702539938# #可爱萌宠。。。🤮
1693099805# #小男孩街头打奶奶，被三个大哥看到后批评教育……
1703053758# #这身材谁不迷糊～心动系列
1697466631# #情侣遛狗路过，因一坨屎的归属发生争执！该调监控调监控，双方搞什么地域黑呢。晕晕
1687310159# #辽宁工业大学留学生毕业季……哆啦A梦吃惊
1698721631# #就这么锁车走了……
1699340995# #羡慕北京的高考，殊不知一路卷上来得多难！
1691066425# #上海某小区，因琐事吵架，女子口无遮拦：外地人丢上海脸…
1699449442# #乞讨也要学会与时俱进，早点换成二维码吧！
1703989459# #虽然是嘲讽，但是他说出来我是真不爱听。
1694485663# #从小培训吃西餐，培养西方礼仪！这是所谓的精英教育吗？？
1703042449# #网友：我和朋友在红岩顶爬山想拍个风景不小心拍到了，所幸人没事！
1695005567# #女子晚上回家，在小区里遭陌生男子尾随！涂鸦达叔……？？衰
1688280405# #这贱呼呼的小猴子不是活该嘛
1695952274# #高速服务区只有4个充电桩，充电排队要排到天亮，大力发展新能源，也要发展充电桩吧！
1700178621# #打不打不一定，但为啥脱衣服呢？
1688695243# #男孩约女孩出去抽烟喝酒，女孩家长找来拽着男孩不放。。晕
1694241619# #网友：浙江杭州，地下车库，刚买不到一个月的劳斯莱斯魅影被撞了！这个修一下不少钱吧～
1702388081# #配合采访而已，其实现在孩子聪明的很……
1699951119# #跟个小鸡崽似的他怎么敢的啊！
1703549902# #如果我们再不承认，韩国可要申请非遗了！
1699511104# #这些转场的摆拍可还行……允悲允悲
1691207249# #平时看多了各种没素质的人，但到关键时候时刻这个世界还是好人多！👍👍
1697610000# #攘外必先安内！为什么男的出轨，往往都是女生之间在撕逼……
1689154706# #东门直播的网红是真牛！他们巴不得和你发生点冲突制造点流量呢……doge
1700974768# #人行道不减速慢行，还下车打人！小伙子牛呀～
1695432413# #部分人冷漠，但这个社会还是好人多……👍
1691118378# #16岁男孩因为妈妈不给买手机打游戏，就直接把妈妈推倒在地，妈妈伤心的躺在地上不愿意起身…衰衰16岁男孩因手机当街推倒妈妈
1686997880# #正好落在高压线上，下次注意点吧！
1694136413# #关于相亲最恶心的这句话：你是男孩子你主动点！允悲
1693809731# #粉丝都没几个，都是看热闹的路人！有必要搞这阵势吗？
1694755511# #前段时间大妈们放生矿泉水，现在又放生百余盆蜗牛，放生前还有仪式....。有这闲工夫去做志愿者帮帮生活困难的人，不比这些瞎折腾更积德么？
1694149876# #180翘头？阎王爷的亲外甥也不敢这样玩啊！衰
1696298316# #漫展现场，这是什么造型？晕
1696553153# #不安全的开车方式引发路怒！如果你是视频车你会怎么做？
1696825749# #巴以冲突战火升级，美国纽约时代广场，巴勒斯坦支持者与以色列支持者隔着围栏对喷…
1699063614# #原生家庭不好的女孩就不配拥有爱情了？费解
1694571448# #玻璃门上有拉字可以，拉字上面有广告不行。❌
1692957762# #每个胖胖的女孩都是一支潜力股！
1698673139# #男子带朋友吃饭没有钱，让饭店老板给个面子赊账，这也太奇葩了！
1692503538# #俗的我都没玩过，这些人都开始玩雅的了～坏笑
1701183404# #美国某中学两女子之间的战斗！衰
1702543236# #出门不观察，这位理想车主摊上事了。。。
1698465760# #不必在意自己的短板，做真实的自己最美！
1694007246# #高铁上小孩子吵闹会被吐槽，火车上的大妈呜呜喳喳没人管呢？晕
1700292132# #黑人闯入在美华人家庭，丈夫与其激烈搏斗，妻子连开数枪击毙！
1699705036# #就算这种条件，他们也不缺女朋友！泪泪
1694568988# #20吨的挖机直接冲起来，这是挖断了什么水管，这么大的压力？
1688614209# #圆明园内，自己小孩禁入区，面对工作人员驱赶，孩子家长反而污蔑：工作人员打人，说别人有病欠揍……
1688026716# #男子酒店裸体出来丢垃圾，结果门自动关了，回不去了！
1690637957# #网友：开车进藏，途径214国道，遭遇当地村民拦绳子收费要钱！！晕
1702177235# #女孩送给大学男友礼物的开箱视频，同学一声声卧槽充满了羡慕…
1699507843# #网友投稿：男子遛狗不牵绳子，带着宠物狗去取快递！期间狗狗在屋内撒尿，狗主人也不知主动清理，在老板娘的要求下男子则表现的很不耐烦…最后发生口角，狗主人对女子大打出手！！
1691369505# #老实人又招谁惹谁了！看这个吐槽状态，老实人八成还要被绿～
1701216831# #美女出租车上录视频手机遗失，司机答应送回索要150元报酬，大家怎么看？？
1693402315# #差点把自己指挥走……费解费解
1701156642# #追求一时的刺激、出了事故悔恨终生！
1687618126# #严格意义上来说，这确实属于违建。。
1695289882# #第一次见到单车越野失败的视频！这人还好吗？
1703862444# #这是凑着过生日发泄一下其他情绪嘛。费解
1703253725# #折扣促销的商品充满了吸引力！
1702538316# #动物凶猛！这大姨人还好吗？？？动物凶猛
1689127072# #一男子买普通车票进入商务座候车区休息。工作人员多次劝其离开，男子翘着腿半躺在座椅上反斥责工作人员：能好好说话不……费解
1688355094# #四川南充西华路不夜城！吃着火锅唱着歌，没想到还能遇到这种事。。费解
1699174851# #杰克知道那一刻他必须得娶珍妮！
1700127025# #网友投稿：在宾馆门口发现早恋的女儿，两人谎称互相不认识！老父亲的心比东北的天还冷吧！费解
1699142905# #把蝴蝶结去掉，买个好头盔吧！
1691205581# #女子上传视频曝光自己老公生气的样子！孩子还这么小，互相克制一点吧。
1691626979# #隔着屏幕都能感受到小车的绝望，这也太巧了……苦涩
1703466921# #还以为进来零元购，没想到比零元购更残忍！
1696664374# #坐地铁抢座，也不嫌丢人！我宁愿站着，也不干这种让别人看笑话的事～
1687693042# #家长一定要看好孩子，不是每次都这么幸运！
1692018447# #花了钱的爱情，体验确实不一样！坏笑
1697716782# #推荐他家，品质好，质量保证，支持huo到fu款
1703037054# #这么漂亮的老婆，你怎么好意思出轨啊！
1694650537# #老公带着兄弟抓奸，情人理直气壮，老婆趴在兄弟怀里哭诉抱怨……苦涩
1696506117# #留守儿童与父母分别！可怜的孩子～
1700820021# #为啥天天都是一些晒美国超市的，就捡着便宜的说！。理发店按摩店各种维修店外卖医院为什么不晒一下呢？
1698933868# #劫匪持枪抢劫手机，红衣男子机智的把手机丢走！然后………（非国内）
1694170613# #都内涝了，还在辛勤工作的洒水车……？
1694134626# #这年头没有才艺，都不敢结婚。
1695479195# #山路弯道逆行！不知道还能不能等到救护车……汗
1695368542# #杭州亚运会足球赛现场，看台上的朝鲜美女…
1696758965# #这个怕是有点痛哦。
1693370859# #女生因为电车停放打保安和路人。8月29日，福建网友发视频称，小女孩要把共享单车停在步行街门口，保安阻止被女孩打骂！路人过来劝架，小女孩又打路人，最后小女孩惹了众怒，被路人轮流教训吃了大亏……费解
1696075543# #高低杠项目的重量级选手！
1696160085# #脸皮薄的吃不到蛋糕。
1694519184# #人生路胜负未分，我们每个人都是黑马。
1687614883# #大街上秀恩爱，羡慕了。
1694747918# #重庆网红大电梯！拍照也要注意安全呀～
1699229925# #什么时候小老外也学会了……费解
1698830905# #女司机迷惑的操作！这损失有点大了～
1701051852# #背后偷袭！这大姐人还好吗？？动物凶猛
1695170785# #儿媳妇发布视频并配文：如果哪天我把这段监控给婆婆看了，你猜她会怎样？
1691935318# #今晚他是全场最亮的仔～
1690035955# #看样子互相认识两个女生，相约掐架！旁边围满了双方的观众…
1702272635# #广西南宁，老同学聚会发生不愉快！从学校是不是关系就不还好呢？？费解
1699520127# #验钞机清点，至于吗？？？傻眼
1689734894# #私家车顶着女子撞向行驶车辆，这腿还好吗？
1693718746# #咸阳某充电站男女抢充电枪，女子突然倒地，男的顿感不妙，也跟着躺倒了。。。现在各品牌新能源电动车销量这么好，充电桩是不是要扩建一些？晕
1690894244# #家暴只有零次或无数次！这不赶紧离婚？
1695856397# #都是打工人，何必相互为难呢。。
1692759158# #带着女儿正常零元购物，没想到出门居然受到阻拦～
1688177634# #某小区电梯发生故障，业主互相帮助把人从电梯里拉出来，没想到人爬出来一半，电梯突然动了...。还好几位大哥死死拉住上升的电梯。。。衰
1697092136# #网友投稿：三亚出租车司机绕路，我们打着导航告诉她走错路了，把我们放到一个陌生而且荒芜的地段。衰
1694413544# #一群人在海边放生60多箱矿泉水，当地镇政府回应：若情况属实，是浪费水资源，破坏环境的行为，会派执法队去核实。。多人往海里放生60多箱矿泉水
1701735669# #这是什么管理模式？？晕晕
1701063064# #因螺蛳粉里没有螺蛳，男子在店内砸水瓶要求退钱！。店主：螺蛳是用来熬汤的，最后报警处理了！
1703204236# #两个醉汉因争抢买单打起来了！这是喝了多少酒。。费解费解
1694423984# #数学有点偏科，她确实适合考北大…
1700351449# #网友发视频称：贴着我车头右侧超车，眼睛都不看的吗？费解费解
1688879026# #女子无座票坐在老公旁边的位置，原本这个位置的女乘客上车后让她起来让座！。她不愿起来，乘务员来调解并查验了双方车票，确定这个位置是女乘客的，女子则非常不满的说女乘客破坏她的家庭…晕。女子占座反说别人破坏她的家庭
1696165612# #钱塘江大潮，今天下午1点左右的大潮，护栏被冲毁！观潮游客被冲的东倒西歪～
1694741914# #性别怎么飘忽不定～
1689311577# #高铁下车抽烟被关门外，你说这不是耽误事儿嘛……费解
1694773669# #健身也要量力而行！看到过好多这种类似的事故了～
1699676383# #真的很想知道，是先胖的，还是先练的！👍
1703997401# #儿子和妈妈在家吵架，女子气急败坏直呼：放屁！。青春期的孩子不好教育呀～
1699263242# #网友投稿：兄弟们，今天我见义勇为了一次！👍
1698661007# #看到小车驶来，突然快跑几步！错误的瞬时反应害死人呀！
1698583412# #丰富多彩的大学生活。
1703862919# #结婚16年，3个孩子都不是亲生的。。这女的是在玩火，历史上的惨案数不胜数，别把老实人逼急了！！衰
1696575502# #国庆假期，新能源车主抢充电桩的纠纷越来越多～
1688952079# #这算不算扰乱公共秩序？
1697352603# #被曝光后，店长携全体员工拍视频鞠躬道歉……
1695875351# #有些人真不把自己命当回事
1690080622# #大连发现王国主题公园，排了一个小时队，女子直接带一家子来前面插队，还骂骂咧咧的！搞笑的是全程无其他人员制止并顺利坐上了游玩项目。。女子带着三名同伴插队态度
1702040372# #和气生财！隔壁邻居一家子真有意思！
1693377582# #这个车流量都能拐进去，怪不得都买豪车～
1703408111# #某趟列车，女子霸座，好像还很有理……允悲
1701349747# #不见棺材不落泪！脾气咋这么倔呢～
1703483874# #还记得你小时候的梦想吗？？？
1703387459# #是因为手刹没有拉到位吗？？疑问疑问
1700786282# #无知是多么的可怕。。裂开
1697680552# #主打的就是一个自信！😎
1691451360# #恐怖！家长晚来一会后果不堪设想～动物凶猛
1693012353# #北京，按规定应该从前门上，后门下，一女子偏要从后门上车，被司机拒绝，然后从前门上车后开始对司机疯狂指责～
1698483237# #一个不让行，一个暴脾气！互相都涨记性了～
1703981868# #令人窒息的教育方式！教孩子学习一定要控制好自己的情绪……费解
1694335731# #追星跟参加追悼会似的～
1693450162# #科技与狠活直播带货科技与狠活翻车了？？
1693365170# #在一声声赞美声中迷失自己，并打开了泡泡机～
1693108276# #今天是胡萝卜专场！茄子备受冷落。。
1687357940# #网友：全程三个半小时，熊孩子车厢内各种折腾！孩子妈妈全程淡定玩手机…怒
1702630211# #应该要赔偿不少钱吧。。。衰
1695351636# #遭遇路怒症的司机，视频车主冷静应对，尽量避免冲突升级…
1699593163# #在家多孝敬孝敬父母，比爬高登山烧香强！
1693878135# #给她让路，她给你竖中指，现在小孩子都这样了吗？
1689520988# #老头以教游泳的名义摸女孩，女孩走后，又向别的女孩下手……。大爷疑假意教游泳趁机偷摸小女孩
1697426200# #平时应该没少嚣张，这次踢到钢板，喜提全责！
1692773565# #网友投稿：网约车平台拼车下单2人，却有3人要上车，网约车司机拒绝乘客上车反被威胁：“让你上热搜，以后活都拉不了”。据网约车司机称：报警后都去了派出所，民警给调解的让我给她道个歉就解决了，耽误了三小时。。。网约车平台拼车下单2人却要上3人被拒
1693975358# #老而不死是为贼！
1694182395# #电梯口摆满了鞋！碰到图谋不轨的大妈……费解
1689930993# #挖堤坝浇地，直接决堤造成庄稼被淹……。（视频存在拼接嫌疑）
1693922007# #气囊都爆了，这波血亏～
1699235443# #出门带瓶水的重要性啊……费解
1699403451# #谁能想到今年农田里能这么热闹……
1696653138# #女子遛狗遭拒打骂保安，还称外地人跟我横？？。听口音这也不是上海本地人呀……费解
1693110197# #网友：遛狗不牵绳子，狗狗受到惊吓！老头直接把司机给打了～
1688636416# #网友投稿：多次沟通没用，好话歹话说尽了，物业也调解了，都没用，遇到这种邻居该怎么办？
1695518951# #如何变成一个成熟的男人！
1699190933# #这是个畜生吧！还好小女孩被好心的阿伯救了上来…
1686922126# #这就太自私了！不愿戴套，堕胎还不愿意出钱～晕
1693224128# #8月27日，辽宁沈阳故宫墙外，姑娘算完卦觉得老头算的不准不想给钱，被老头抓着不让走，最后一个大哥给了老头30块钱才将此事平息……。网友：大爷千算万算，没算出来她不给钱dogedoge
1695121206# #这广东话比我说的都包准……
1692757243# #拍摄美团招聘广告呢？
1698675726# #当她讲出“他多大你多大”的时候，就别试图和她讲理了。。
1699431374# #看身材她可能是女装大佬吧！傻眼
1699106104# #网友投稿：11月3日，贵州遵义。女子乘出租车因价格问题与司机发生争执。女子只愿意出10块钱，司机告知10元是拼到客的价格，不愿让价。。。。女子打开车门试图下车，司机不停车，然后女子真的跳了下去……费解
1687084184# #警察的脾气太好了也不行，这个时候多么希望来个暴力执法…能来个清空弹夹就更好了！怒
1686909355# #网约车前排开空调，中间还给隔断！还有这种情况吗？？费解
1702519292# #教育的挺好，赶紧夸夸孩子……
1692059707# #为什么我喜欢这种暴风雨来临前的天气…？
1691888752# #碰到这样的熊孩子和家长，你会站出来制止吗？还是说对孩子多写包容？
1690963154# #这种骑摩托车的方式，早晚吃席！
1698715701# #网友投稿：武汉某高档小区，社区工作人员与物业人员调查后发现为无证犬，犬只高度超过45公分，为消除安全隐患，工作人员欲带走该犬只处理，在带离的过程中遭遇狗主人强行阻拦！！
1698657914# #暴躁的黑人乘客，据说原因让人哭笑不得！允悲
1692329174# #2b家长，这特么是虎园……衰
1702204214# #又是喜提爱车，还是工厂开业。。。
1701072968# #两姐妹这是干啥呢？
1693818686# #奇怪的搭配方式，有人尝试吗？晕
1687156022# #一场专业的救援行动！！
1689910105# #一场悲剧，毁了两个家庭！。警方通报男子将妻子捅伤致死
1702096485# #街边盈利拍照的猴哥被制服……
1693016789# #日本核污染水排海第二日，大量日本百姓在首相官邸前抗议：无法忍受，不可饶恕～
1688100182# #好肥的鸭子。。。
1689402383# #开车纠纷，下车就动手，男的好像还没打过……费解
1690807628# #开日产骐达也要玩沙漠？？费解
1694139122# #绿皮火车上，多么和谐的一幕！不像高铁上，天天因为座椅靠背，小孩子吵闹各种纠纷……
1693010537# #某高铁，女子把脚翘在前排座椅，悠闲的追剧，前排乘客提醒，她还显得很不耐烦……费解
1695357650# #离谱的车祸！白色小车停那么远也躺枪了……允悲
1693380621# #好好的房门不走，为什么非要顺着管道往下爬！衰
1689689496# #哭得这么专业，这些应该都是华晨宇的真爱粉………
1695009483# #现在的大学校园人才多呀……春游家族春游家族
1690716280# #网友：7.29南京某商场，电梯因电梯超载，黑衣女子让后面上来的男生下电梯，男生不愿意下去！此过程僵持十多分钟，后被黑衣女子扇耳光，还被黑衣女子同行的男子锁脖子，男生始终没还手！。电梯超载男子不愿出去僵持10分钟电梯超载后上者不愿走被扇一耳光
1701075039# #看来一些人真的不适合开车！
1696595218# #10月5日，上海虹桥机场的士司机嫌只有十几公里不愿拉，一路上与乘客互怼。。视频发布者称，自己在虹桥机场二号航站楼出租车乘车点上车，司机嫌只有十几公里不愿拉，我就带着孩子下了车，机场出租车管理员过来问为什么下车，如实告知他司机不想拉，我要求换一辆车，管理员直接拒绝说要乘就只能乘这辆，要
1698494280# #篮球场上演擂台赛，据说两人已和解……
1691230042# #两家紧挨着的饭店，一家生意爆火，一家人少！。然后爆火家的顾客跑到人少那家借厕所，估计说话还不好听，然后引发激烈争吵。
1691453354# #海边游玩一定要注意安全！多亏了这个小伙子……
1687668166# #男子专门在酒吧门口，对着从酒吧出来的姑娘拍拍拍，被发现后发生争执…
1690790989# #这么大的漩涡还敢跳，吸进去直接溺亡…衰
1687869107# #拉萨，ㄧ个从不缺信仰的地方。
1696407610# #以后开车出门，记得后备箱记得多带箱水！
1692769377# #有人欢喜有人愁～七夕情人节
1700396723# #旁边就是小孩子，就不能克制一下呢！
1693029247# #高铁上抽烟，这小伙子可真刑～
1694407271# #堵了这么长的一排车，黑车拒不让行！到底谁逆行了？晕
1692492251# #美国纽约法拉盛，华人老太太摆的摊被警察没收，还要罚款1000美元！气的阿姨直呼：太不讲理了……
1703170800# #51岁美貌大妈相亲傲娇大爷，一个漂亮一个工资高，谁也不惯着谁！二哈
1693558597# #8月29日，四川自贡。自己与一对夫妇乘电梯，因带的狗尾巴扫到了女子的腿，遭对方辱骂，她还嘴后被对方殴打、扒衣服、致胸部裸露，出现短暂意识丧失。。事后遛狗女生插着氧气管拍视频自述整个事件过程，具体是互殴还是被殴打，还是等官方调查报告吧！
1703933881# #元旦晚会秀肌肉，这能把班里的女同学迷倒吗？
1693364366# #停在逆向车道等红灯，又把马路当自己家客厅了？
1687265106# #大爷和大妈因招揽游客发生争执，大妈技高一筹倒地不起，最终被120担架抬走！！不知道最后大爷需要怎么赔偿呢。。晕
1694574115# #小摇子终于走上了舞台，开始了商业演出。。春游家族春游家族
1694510579# #香港地铁站，韩国女主播在直播过程中遭到一外籍男人公开猥亵！这外国佬也太嚣张了吧！
1693224265# #工人搬马桶触发了多米诺骨牌效应！。网友：是第一个，也是最后一个马桶了。。费解。广东一工人搬马桶触发多米诺骨牌
1695029892# #表演结束完美收场，200到手拿钱就跑！
1692781245# #违停堵门，打电话不接！这下爽了吧～
1703837808# #浙江杭州，老人用手挑选草莓没买，老板认为这样会把草莓弄坏，让老人不要再摸了！。争执中老人不听又动手去摸，摊主直接一杯热水泼到老人脸上…
1693192704# #就这还在卖舞蹈课。。
1699435211# #代驾怎么也想不明白，凭什么他抱一个搂一个！
1698898926# #穿着得体，说话儒雅，不要钱财只要食物！就是带着麦克风和摄影团队不像那么回事……吃瓜
1690540333# #7月27日，上海地铁，几名美女因为座位发生肢体冲突，黑衣服男子全程用身体护着女孩，防止冲突升级…
1690640305# #福建泉州，整个小区被淹，几名物业人员死守地下车库……
1686910822# #感受一下90年代老北京的街头美食和风土人情。
1693189904# #旁边人行道她不走，偏偏走机动车道堵着车！这种人也不怕挨揍～
1697535031# #以后吃席千万不要坐小孩桌！
1700542845# #连这个明星是谁都不知道，一窝蜂的往前冲！不理解……裂开
1696085624# #逻辑虽然很清晰，但往往态度才是解决问题的关键！
1693832631# #什么事情能让一个奥迪男如此愤怒和绝望？
1696067225# #吃席就讲究个热，做饭三小时，开饭两分钟！就是这场面有点失控！
1687662514# #河南老乡前来上分。
1691635176# #生两个儿子也不好过呀！！。说是大儿媳怀孕生孩子时，婆婆没怎么照顾。如今二儿媳要生了，婆婆千里迢迢坐大巴车要去照顾二儿媳，大儿媳拦住大巴不让走，这事大家怎么看？
1688001280# #血气方刚的小黄毛真勇猛……
1703417681# #没有人为的干预，这就是自然界的正常现象！
1688913632# #印度一名男子涉嫌强奸牛牛被捕，警方称已掌握该男子猥亵多种动物视频证据！
1702553125# #网友投稿：女子掏钥匙时候掉在地上一百块钱，骑车人看到立马用脚踩住，女子还转身好心踢醒她这里不能下去，没有台阶小心摔着。。doge
1703134700# #外卖如果都是预制菜，你还会吃吗？？
1690118323# #D3126列车上，男子在9号车厢要买两块钱的矿泉水并询问有无素菜套餐，被乘务员嘲笑“买便宜货”知晓要被投诉后，与领班一起过来道歉。。。22日相关部门回应:已做停职处理。。乘客要素餐被列车员嘲讽买便宜货
1694133530# #这个速度，留个全尸都难～
1690174702# #曾经淹死两人，仍然有人涉险…
1688630231# #女子就医被喊到名字时，女子因为人多就没有答应！就叫了下一位名字了，女子挤到前面称自己一直都在……并在事后偷拍与医生视频对话让网友评理。晕
1695186023# #健身失误瞬间！挑战力量极限还是要加强保护措施！
1690769531# #网友吐槽：手机送去维修后被偷看相册，看了足足31分钟，被发现后还拒不承认。费解费解。女生吐槽维修手机被偷看相册
1701005594# #早点分手吧互不耽误！
1692450381# #网友：乘客赶时间，等红灯过程中情绪崩溃大叫！如果这个左拐红灯没过去，估计这大姐能把网约车拆了…碰到这种乘客你会怎么办？？？衰。女子乘坐网约车等红灯情绪崩溃大叫
1698925501# #看着很危险，其实一点也不安全！
1695179074# #网友：逆行还敢对我竖中指，我这么做对吧？？费解
1687225166# #女子在果脯区疯狂试吃，一会吃饱直接不用买了…笑cry
1694046939# #虽然我上学时也抽烟，但我也绝对支持这位老师！
1694917226# #玻璃擦太干净了也不好～
1693726006# #弯道超车，超车后还在猛踩油门！没滚下山坡算他运气好～
