1693727018# #洗完澡后不要马上穿内裤湿裆
1700559794# #
1692834490# #
1692570981# #
1701558683# #
1691161522# #教育部：严查就业数据弄虚作假。。教育部高度重视高校毕业生就业数据监测工作，专门下发2023届高校毕业生就业数据核查工作通知，召开各省教育部门核查部署会议。近日，教育部派出多个工作组，赴各省开展专项核查，严查就业数据弄虚作假。。。教育部工作组以直奔主题、直插一线的方式，深入高校、院系，通过
1688276081# #巴黎最大华人区遭暴徒打砸抢，法国骚乱超2000人被捕，平均年龄仅17岁…
1690700750# #铁岭调兵山回应采煤致大面积耕地沉降：部分已无法复垦。
1693784079# #
1697506091# #
1703076488# #80后女干部担任市纪委书记。据吉林市纪委监委网站“领导机构”页面更新显示，沈娜任吉林市委常委、市纪委书记。据公开简历显示，沈娜，女，汉族，1981年1月出生，中共党员，在职研究生学历，法学博士，现任吉林市委常委、市纪委书记，二级高级监察官。
1700292596# #14岁也才是个孩子
1692831705# #
1690419384# #
1703894116# #反中乱港分子周庭弃保潜逃日前，因涉嫌违反“勾结外国或者境外势力危害国家安全罪”被香港警务处国家安全处拘捕的反中乱港分子周庭，公然于社交媒体表示将弃保潜逃。香港警方28日表示，严厉谴责周庭畏罪潜逃的行为，将全力依法追捕。（中新网）
1694508829# #
1700370947# #
1691161719# #
1699794522# #
1695517226# #假冒专利的，除依法承担民事责任外，由负责专利执法的部门责令改正并予公告，没收违法所得，可以处违法所得五倍以下的罚款；没有违法所得或者违法所得在五万元以下的，可以处二十五万元以下的罚款；构成犯罪的，依法追究刑事责任。
1691141690# #央媒：关于建方舱医院引发的质疑为何一直不说清？。。“专项资金审批是否规范？疫情期间申请的资金能否用作其他用途？目前项目是否非建不可？面对吐槽和质疑，当地还需尽快作出回应。”近日，“佳木斯方舱医院”的相关话题频频登上热搜，引发网友热议。。。8月1日，有网友发视频称，黑龙江省佳木斯市前进区
1702042756# #
1703402384# #北京又一特大型综合类博物馆，下周三开放！12月24日，首都博物馆发布公告：北京城市副中心三大文化建筑（北京艺术中心、北京城市图书馆、北京大运河博物馆）将于12月27日下午对外开放，开馆具体安排以各馆公告为准。
1697866770# #巴勒斯坦民众与以色列军警发生冲突永不消停，习以为常，左邻不安，右邻难定。
1696588101# #
1701760821# #狂飙演员转做主播月入不足3千不是是个演员就能干这活
1703657674# #阿坝州人大常委会秘书长廖敏，被查。。据四川省委阿坝州纪委监委12月26日消息，阿坝州人大常委会党组成员、秘书长、机关党组书记廖敏涉嫌严重违纪违法，目前正接受阿坝州纪委监委纪律审查和监察调查。
1694665792# #长治市委秘书长贺鑫的行为违反＂四风＂之形式主义、官僚主义作风
1703508639# #画龙点睛
1700910896# #
1696997952# #厅官朱晓明滥用职权致国家利益遭受特别重大损失被开除党籍
1697023461# #
1690793065# #
1688129737# #
1691483807# #
1700203496# #
1697415281# #最高院、最高检：执行中不得任意追加配偶为被执行人，且应当保留配偶的一半份额。
1690701400# #
1687009853# #离婚案件有诉讼代理人的，本人除不能表达意思的以外，仍应出庭；确因特殊情况无法出庭的，必须向人民法院提交书面意见。
1701955873# #香港《南华早报》女记者陈敏莉离奇失踪
1696756240# #这样贷款可以降低房贷利息？当心可能承担刑事责任
1693752668# #
1703081761# #有些事情就是个笑话，比如慈善和捐款，失信就会失去信众，十字路口红绿灯，有行有止，要用心。
1695728294# #知名上市公司编造重大虚假内容董事长及多名高管被罚
1694736845# #因债务人怠于行使其债权或者与该债权有关的从权利，影响债权人的到期债权实现的，债权人可以向人民法院请求以自己的名义代位行使债务人对相对人的权利，但是该权利专属于债务人自身的除外。
1689069238# #放纵贪欲的女副市长，被双开。。毫无敬畏之心，长期破纪违法；受到党纪处分后，仍无收手之意；家风不正，对亲属失管；放纵贪欲，以权谋私……据甘肃省纪委监委7月11日消息，庆阳市原副市长吴丽华被开除党籍、公职，涉嫌受贿罪、巨额财产来源不明罪问题移送司法机关依法处理。
1697534182# #广东一私人飞机失事坠江。。10月16日，有消息称广东省清远市一架私人小型飞机疑似失事坠落江中，相关部门连夜搜救。据视频显示，夜晚有救援队在水面进行救援。10月17日上午，记者采访了清远市应急管理局，该局办公室工作人员表示，该局没有收到相关信息。清远市委宣传部新闻科工作人员表示，将向相关部门
1703153784# #短短几分钟，就能往你杯里下了五种药，警惕这些“新型迷奸手段”
1700090818# #以非法占有为目的，使用诈骗方法非法集资，数额在十万元以上的，应予立案追诉。
1689474149# #
1691304053# #
1694736714# #
1688121258# #审计长带着发财梦走向“贪”塌人生路
1698815417# #
1701057197# #珍稀动物保护迫在眉睫
1702084879# #河北省纪委副书记、省监委副主任陈玉祥涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。
1703151023# #老前辈贺龙元帅喝茶的故事！
1700176098# #台湾成亚洲首富人均净资产13万8000多欧元
1699700928# #广东佛山有医院勾结中介贩卖出生证？官方回应
1700578594# #吕梁永聚煤业“11·16”重大火灾事故发生后，国家矿山安监局山西局立即组织开展矿山井上下防火隐患“双排查”集中整治，切实加强风险辨识管控和隐患排查整治，有效化解和消除矿山企业各类火灾风险隐患，坚决防范遏制重特大事故。
1695172372# #当过4年市长、6年厅长，他退休5年后被查。。据四川省纪委监委9月19日消息：四川省住房和城乡建设厅原党组书记、厅长何健涉嫌严重违纪违法，目前正接受四川省纪委监委纪律审查和监察调查。。。官方简历介绍，何健，男，汉族，1957年12月生，四川万源人，在职研究生学历。1975年8月参加工作，1988年9月加入中
1703151104# #男主播直播喝白酒时死亡为了创收命都不要了……
1687077966# #不该发生的事情却一二再而三的冲击人们的神经，管理问题，责任问题。
1688941011# #高空抛物警方采集DNA查到肇事者！&nbsp;日前，江西南昌历时50天的“半个梨子”高空抛物事件终于水落石出。5月9日晚，张某被从天而降的半个梨子砸中后脑勺，致轻微伤。接警后，通过排查，民警发现居民Q女士与梨子上的DNA样本有亲缘关系。通过检验和询问，终于揭开了半个梨子的真相：即6岁的“熊孩子”——Q女
1701751701# #最高检：把‘依法少捕慎诉慎押’作为办理轻微刑事案件的具体工作要求。。最高检察院检察长应勇要求：“要落实中央政法委要求，把‘依法少捕慎诉慎押’作为办理轻微刑事案件的具体工作要求，进一步明确其适用范围、标准和程序。”“要依法规范适用认罪认罚从宽制度，确保认罪认罚的自愿性真实性、量刑建议
1703461879# #中国化妆品在韩国火了情何以堪允悲
1692833565# #当事人互负债务，有先后履行顺序，应当先履行债务一方未履行的，后履行一方有权拒绝其履行请求。先履行一方履行债务不符合约定的，后履行一方有权拒绝其相应的履行请求。
1697979636# #有事心不乱，。无事心不空；。大事心不畏，。小事心不慢。
1692489517# #东部战区位台岛周边海空联合演训台湾当归！
1691847477# #黑龙江省预警四连发布！警惕山洪泥石流！。。黑龙江省自然资源厅和黑龙江省气象局联合发布地质灾害气象风险黄色预警：受较强降雨影响，预计8月12日20时-14日20时，五常、尚志、延寿、方正、通河、依兰、海林、宁安、牡丹江市区、嘉荫、汤旺、丰林、友好、伊美、乌翠、金林、南岔、大箐山、鹤岗市区、萝北
1695099699# #什么时代也有鲁讯，这段话好像鲁讯的风格！
1700524038# #抵押权人与抵押人未就抵押权实现方式达成协议的，抵押权人可以请求人民法院拍卖、变卖抵押财产。
1692245890# #
1703665431# #笑一笑十年少！
1687040920# #贺兰山特大煤炭盗采案牵出101名党员干部。在原神华宁煤集团公司汝箕沟无烟煤分公司阴坡采区特大盗窃国家煤炭资源案案发后，宁夏纪委监委深挖彻查黑恶势力“关系网”“保护伞”，目前共查处相关责任人101人，给予党纪政务处分83人，组织处理18人。
1690609190# #山西代县矿工死亡瞒报事件已有十余名公职人员被调查多人采取刑事强制措施。
1690447898# #山西省临汾市公安局党委副书记、常务副局长张少华接受纪律审查和监察调查。
1696578425# #最高法：开发商逾期办理房产证，应按LPR加计30%~50%违约金。
1701770038# #许家印的那些事情
1703846190# #2024年全国两会召开时间定了。全国人大常委会会议12月29日表决通过了关于召开十四届全国人大二次会议的决定。根据决定，十四届全国人大二次会议于2024年3月5日在北京召开。政协第十四届全国委员会日前召开主席会议，建议全国政协十四届二次会议于2024年3月4日在北京召开。
1703919860# #历史上的今天①在105年前的今天，1918年12月30日，孙中山撰写《孙文学说》成书。②在51年前的今天，1972年12月30日，尼克松命令停止对越南北方的轰炸。③在23年前的今天，2000年12月30日，国家统计局宣布：2000年国内生产总值突破一万亿美元。
1692957320# #老赖有房不执行法院请来砌墙师傅硬核清场
1701751438# #
1702254864# #高铁突然停运，没有及时通知巳经购票的旅客什么原因，导致大批旅客滞留无锡火车站。G2616次列车，你欠广大旅客一个说法……
1696933516# #
1701770070# #
1702448232# #高空抛物致死案被告人周某一审被判死刑
1703857482# #毛主席的机要秘书张玉凤现身纪念堂祭拜，兑现对毛主席的承诺！。。12月26日，79岁的张玉凤再次履行对毛主席的承诺，亲赴毛主席纪念堂，怀念伟人。。。作为晚年毛主席最信任的秘书，她陪伴伟人14年，见证了毛主席为新中国作出的巨大贡献。在1975年底，毛主席嘱托张玉凤，希望她每年都能前来坟头看望。张玉凤
1702107659# #笑一笑十年少！
1692833794# #以挂靠形式从事民事活动，当事人请求由挂靠人和被挂靠人依法承担民事责任的，该挂靠人和被挂靠人为共同诉讼人。
1695268245# #
1693814150# #
1698677388# #太原煤气化、晋能两座煤矿安全生产许可证被注销！关于注销太原煤气化(集团)有限责任公司东河煤矿等煤矿企业(煤矿)安全生产许可证的公告太原煤气化(集团)有限责任公司东河煤矿等2座煤矿企业(煤矿)安全生产许可证有效期满，且未申请办理延期手续，根据《煤矿企业安全生产许可证实施办法》(原国家安全生产
1695599590# #
1686958122# #
1696433379# #形式主义是个什么玩意儿？
1694424841# #
1691054806# #
1689407339# #9岁男孩被跳楼男子砸伤，危在旦夕，谁来负责？。。7月15日，河北省沧州市泊头市9岁男孩小铭（化名）已在重症监护室历经8天抢救，仍然昏迷不醒，危在旦夕。8天前，小铭在自家楼下，被从17楼跳下的男子冯兵（化名）砸中。冯兵坠亡。男孩儿母亲孙女士（应受访者要求隐去真实姓名）在接受中新社国是直通车采
1689396647# #压实院庭长审判监督管理责任。。江西省高级人民法院党组书记、院长、二级大法官傅信平：江西三级法院坚持有序放权和有效监督相统一，压紧压实院庭长监管责任，做到放权不放任、监管不脱管。今年1至6月，全省法院诉前调解成功分流率48.27%，一审服判息诉率91.31%，多项评价指标进入全国法院前列。一是端正
1703145927# #商人围猎多名党员干部，包括“姐妹一起腐”的女州长
1692871910# #
1693813372# #
1701333735# #爷爷过世请不出丧假小伙遭亲戚埋怨有事请假即可为什非讲丧假，说明请假原因是应该的，但公司不准说不过去，把公司名称报岀来让大家讨论讨论。
1688272310# #他人轻生跳楼竞还有人怂恿轻生者跳楼这是个什么人？
1696810463# #今年前8月，北京新设外商投资企业超千家10月8日，市商务局介绍，“两区”建设三年来，制度性创新成效显著，政策服务措施持续提升，招商引资吸引力和规模不断扩大。2020年以来，北京实际利用外资559.0亿美元，占全国的近9%。今年1月到8月新设外商投资企业1080家，同比增长11.3%。
1691908935# #
1696588084# #市政法委书记搞权色交易、非法收受巨额财物等，被双开。。日前，经中共浙江省委批准，浙江省纪委省监委对温州市委原副书记、政法委原书记林晓峰严重违纪违法问题进行了立案审查调查。。。经查，林晓峰丧失理想信念，背弃初心使命，对党不忠诚不老实，对抗组织审查；无视中央八项规定精神和廉洁纪律规定，违
1693721869# #2023北京文化论坛将于9月14日至15日在京举办。。由中共中央宣传部、北京市委、市政府共同主办的2023北京文化论坛，将于9月14日至15日在北京举办。。。2023北京文化论坛以“传承·创新·互鉴”为永久主题，以“传承优秀文化促进交流合作”为年度主题，以深入学习贯彻习近平总书记关于社会主义文化建设的重
1700144060# #缅北电信诈骗头目被移交中国公安。。11月16日，在缅甸各方的大力配合下，明国平、明菊兰、明珍珍3人被成功抓获并移交我公安机关，中缅联合执法取得重大战果。
1691161699# #重庆事业单位招考作弊案，官方最新通报！。。8月4日，重庆市人力资源和社会保障局发布情况通报。。。近日，重庆市2023年二季度部分区县事业单位公开招聘考试笔试（6月17日举行）成绩公布后，有网友质疑丰都县个别考生成绩异常。重庆市人力社保局高度重视，立即协同相关区县开展核查工作，发现确实存在疑似
1703157320# #懦夫，自古以为命；志士，从来不服天。
1691910176# #战机坠毁，机组人员全部遇难。当地时间8月12日，俄罗斯西部军区表示，俄罗斯一架苏-30战机当天在加里宁格勒州飞行训练时坠毁，两名飞行员遇难。
1687009780# #我发表了头条文章:《成立业委会的详细流程》
1703087683# #合同仅加盖法人、非法人组织的印章而无人员签名或者按指印，相对人能够证明合同系法定代表人、负责人或者工作人员在其权限范围内订立的，人民法院应当认定该合同对法人、非法人组织发生效力。
1697186809# #沉迷“炸金花”大肆受贿的发改局长在提心吊胆中自首
1698290310# #经老年人同意，赡养人之间可以就履行赡养义务签订协议。赡养协议的内容不得违反法律的规定和老年人的意愿。
1694070956# #笑一笑十年少
1702191951# #最高院：购房人虽已全额支付购房款但未办理过户登记的，其请求法院确认享有该房屋所有权不应得到支持。
1691304036# #李嘉诚抛售房产。近日，李嘉诚7折抛售房产的消息引发地产圈关注。8月3日，长江实业旗下新楼盘“亲海駅II”公布首张价单，其中最便宜的开放式单位实用面积210平方呎（约合19.5平方米），扣除18%折扣后，折实售价为290万港元，折实呎价13810港元（约合14.87万港元/平方米）。这一价格不但较周围二手房便
1700910878# #上海交通大学食堂＂针头事件＂进展情况。。记者从上海交通大学获悉，关于该校闵行校区有学生反映在第二餐饮大楼午餐中发现疑似针头物事件，该校高度重视，已成立工作专班调查处理。目前，该校后勤保障中心已封存该批次原材料并启动自查，涉事档口已暂停营业。上海市闵行区市场监督管理局正在介入调查，学
1696946305# #许老板进去了，引发国内外关注，大家更想知道他涉嫌什么罪名？非法集资？金融诈骗？行贿受贿？贪污挪用？不一而知。
1703081438# #人与人之间最舒服的状态：不紧绷、不迎合、不敷衍！
1693813551# #
1693405368# #
1697245710# #
1694181372# #
1689069254# #
1703083008# #雪雕有创意，巧手造奇景！
1698020390# #用人单位为劳动者提供专项培训费用，对其进行专业技术培训的，可以与该劳动者订立协议，约定服务期。
1693727099# #12306回应高铁动车二等座无座同价有座就座，来人让开，餐车边上的扎叠櫈可坐！
1693796809# #
1703151481# #易鹏飞案开庭，被控受贿8140万余元。。。广西壮族自治区柳州市人民检察院指控：2003年至2022年，被告人易鹏飞利用担任湖南省原发展计划委员会副主任、怀化市市长、娄底市市长、郴州市委书记、湖南省政协副主席等职务上的便利，以及职权或者地位形成的便利条件，为相关单位和个人在项目承揽、企业经营、资
1693784422# #
1703297900# #祝贺中国廉政法制研究会第三次会员大会暨2023年年会隆重开幕！
1690419537# #全国政协办公厅召开反映社情民意信息工作座谈会。。7月26日，全国政协办公厅反映社情民意信息工作座谈会在京召开，会议深入学习领会贯彻习近平总书记关于信息工作的重要论述和指示要求，总结中共十八大以来特别是十四届全国政协以来政协反映社情民意信息工作取得的新进展、新成效，对新时代新征程政协反
1701421641# #
1687078248# #大四男生实习薪资1万4妈妈仰天大笑喜出望外？
1696153656# #国家市场监管总局修订出台《企业名称登记管理规定实施办法》，自2023年10月1日起施行。《办法》严厉禁止“使用与国家重大战略政策相关的文字，使公众误认为与国家出资、政府信用等有关联关系”“提交虚假材料或者采取其他欺诈手段进行企业名称自主申报”“故意申报与同行业在先有一定影响的他人名称（
1691054986# #
1699174295# #女贪官的巨额财产来源不明案，11月3日，陇南市中级人民法院一审公开开庭审理了甘肃省庆阳市原副市长吴丽华受贿、巨额财产来源不明一案。陇南市人民检察院指控：2010年至2022年，吴丽华利用担任环县县长、正宁县委书记、庆阳市副市长的职务便利，为他人在企业经营、工程承揽、项目结算等方面提供帮助，
1689933806# #小官巨贪：这个地市级国资委副主任受贿近2千万
1701108294# #女子在洱海裸泳？属实，警方已介入调查。。近日，一段“女子在云南大理洱海裸泳”的视频在网上流传，引发网友关注和争议。11月27日，记者从大理宣传部门获悉，女子在洱海裸泳事件属实，公安机关正在调查处理，目前尚未公布结果。
1693796786# #山西长治沁河流域上游支流乔龙沟河水出现死鱼事件。。近日，长治市沁源县区域内沁河部分河段出现死鱼等异常情况，初步追踪为沁河流域上游支流乔龙沟河水质检测结果显示氨氮数值异常。
1691483994# #
1703087595# #当事人互负债务，一方以其诉讼时效期间已经届满的债权通知对方主张抵销，对方提出诉讼时效抗辩的，人民法院对该抗辩应予支持。一方的债权诉讼时效期间已经届满，对方主张抵销的，人民法院应予支持。
1700870689# #公民、法人或者其他组织对行政复议决定不服的，可以依照《中华人民共和国行政诉讼法》的规定向人民法院提起行政诉讼，但是法律规定行政复议决定为最终裁决的除外。
1688348070# #
1703149508# #中央组织部从代中央管理党费中划拨1亿元用于支持甘肃、青海2省抗震救灾🙏
1700651017# #
1693063103# #广西3名律师因行贿被同日吊销执业证，一律师任职破产管理人协会会长。。桂司罚决字〔2023〕2号。当事人：莫积奎，男，广西嘉友律师事务所专职律师，律师执业证号：14505200310710820。。对当事人莫积奎涉嫌违反律师执业管理规定的行为，本机关于2023年6月15日进行立案。2023年7月1日，本机关向莫积奎送达了
1688915449# #北京政法职业学院学生纠纷事件，警方、校方通报来了
1692745844# #十二届山西省委第四轮巡视完成进驻。。近日，根据省委统一部署，十二届省委第四轮巡视的12个巡视组完成巡视进驻工作。。被巡视单位分别召开巡视进驻动员会。会上，各巡视组组长作动员讲话，通报了巡视有关工作安排，对深入学习贯彻习近平总书记关于巡视工作重要论述和党中央及省委决策部署，支持配合巡视
1699151558# #胡说，胡又说，胡接着说允悲
1698654726# #
1700905362# #
1702085066# #违约方主张约定的违约金过分高于违约造成的损失，请求予以适当减少的，应当承担举证责任。非违约方主张约定的违约金合理的，也应当提供相应的证据。
1697979648# #
1698564946# #
1699019401# #
1700550984# #比较法不能这么比，地道和地道那能都一样，有的地道它是地地道道！允悲
1695631388# #
1689340824# #“小牛资本”非法集资案主犯被判无期徒刑非法吸收存款1026亿元深圳市中级人民法院14日对小牛资本管理集团有限公司主要负责人彭铁等26人非法集资案一审公开宣判。小牛集团法定代表人、实控人彭铁因犯集资诈骗罪、非法吸收公众存款罪，被判处无期徒刑，剥夺政治权利终身，并处没收个人全部财产。其他25
1697499223# #公务员被采取强制措施和受行政、刑事处罚的工资待遇处理。公务员被取保候审、监视居住、刑事拘留、逮捕期间，停发工资待遇，按本人原基本工资的75%计发生活费，不计算工作年限。经审查核实，公安机关撤销案件或人民检察院不起诉或人民法院宣告无罪、免予刑事处罚，未被收容教育、强制隔离戒毒、劳动教
1698220844# #在火车站被带走的“大老虎”孙述涛被逮捕
1700894658# #日本一棕熊尸体中发现人体残骸真是熊胆包天
1689649451# #男孩在环球影城室外垫纸上厕所引争议家教出了问题，亡羊补牢未为晚也！
1690553599# #若心有所向，平凡的日子也会泛着光！
1702015757# #【鱼贩给死鱼贴卡通眼睛，让死鱼假起死回生，网友：摘下美瞳后的你】
1694675558# #
1699915570# #网友吐槽政务大厅全天工作6个小时你累着我们公务员怎办？允悲
1700134946# #
1691847116# #“完全没有警报”，百人跳海逃生！夏威夷野火已致80人遇难。。当地时间8月11日，夏威夷毛伊岛大火发生已经进入第四天（此前报道：重大灾难！已致美国55死、约千人失踪，中领馆紧急提醒——）。。。据美国夏威夷毛伊县政府通报，毛伊岛大火造成的死亡人数升至80人。从11日开始，搜救力量陆续由户外转向建筑
1689600098# #2023年7月15日，山西潞安集团潞宁孟家窑煤业有限公司发生一起死亡1人的安全事故。
1700175655# #产煤大县70岁退休县委书记被捕。。据最高检11月15日消息，陕西省榆林市人大常委会原副主任郭宝成（副厅级）涉嫌受贿一案，由陕西省监察委员会调查终结，移送检察机关审查起诉。经陕西省人民检察院指定管辖，由延安市人民检察院审查起诉。日前，延安市人民检察院依法以涉嫌受贿罪对郭宝成作出逮捕决定。郭
1703118424# #形式主义防范有了章法。《关于防治“指尖上的形式主义”的若干意见》近日印发，全国查处违反中央八项规定精神问题情况月报数据也于日前公布。通报显示，今年10月，全国共查处形式主义、官僚主义问题4131起，批评教育帮助和处理6389人。&nbsp;
1691304822# #美西点军校毕业生在乌克兰阵亡。。据美国《星条旗报》网站8月4日报道，据美国国务院和消息人士透露，两名美国退伍军人上个月在乌克兰的一次无人机袭击中身亡。他们是自愿参战的，与乌克兰军队一起对抗俄罗斯军队。报道称，陆军前军官安德鲁·欧文·韦伯和海军陆战队前机枪手兰斯·劳伦斯在7月29日乌克兰东部
1704082575# #山城故事多
1700579055# #忽悠上当
1703373574# #翻身做主人要感谢共产党，改变开放人们过上好日子要感谢共产党，虽然有这样那样的问题，一步一步来，但和饿肚子相比，今天的生活应该珍惜！
1691480805# #触目惊心：3520万元的设备医院院长吃回扣高达1600万
1695135188# #鲁迅文学，语录精选！
1692851630# #岸田老鬼，断子绝孙。
1691189323# #辽宁发布通知，对困难家庭高校毕业生给予不低于1200元的一次性求职创业补贴。
1691141706# #
1695261352# #罪犯在被交付执行前，因有严重疾病、怀孕或者正在哺乳自己婴儿的妇女、生活不能自理的原因，依法提出暂予监外执行的申请的，有关病情诊断、妊娠检查和生活不能自理的鉴别，由人民法院负责组织进行。
1701466253# #
1700559691# #体检查出这些毛病根本不用治现在的机器太过先进，什么毛病都能照出来，只要脏器没问题，其它小疾不必担心。
1700396468# #法国两名调查法官对叙利亚总统阿萨德发出逮捕令。大千世界
1698070680# #90人被追责！遇难者遗体升井后，高管在浴池里商议瞒报。今年6月份，辽宁阜新弘霖矿业（集团）有限公司（以下简称弘霖煤矿）发生一起7人死亡、7人受伤的较大煤与瓦斯突出事故。事故发生后，弘霖煤矿隐瞒未报，后被阜新市委、市政府组织核查。调查认定，阜新弘霖矿业（集团）有限公司“6·27”瞒报较大煤
1689572130# #
1688345981# #上班时间外出抽烟被车撞伤，高院：吸烟属不良嗜好，不能认定工伤！
1688107781# #
1692245560# #调研中的形式主义问题存在一些表现。。不聚焦，“脚踩西瓜皮，滑到哪里算哪里”；。。不深入，浮在表面，装样子、走过场；。。不研究，没有深入思考，看到啥就是啥；。。不转化，为调研而调研，不能解决真问题。
1703076069# #官方通报“一村镇银行原行长中毒死亡”
1699170098# #街道社区层面的“微腐败”，不容忽视。对于城市社区来说，教育医疗、养老社保、住房保障、就业等领域的日常审批、服务保障相关事项，容易滋生腐败和作风问题。
1699948527# #
1694736856# #
1699001042# #又一纪委高官“内鬼”被查
1701961818# #【因焚烧秸秆，92岁老汉被罚写检讨，官方：登门致歉】
1701570803# #小日子的军国主义惨无人道，但它的有的设备比如汽车发动机和行政管理还是比较先进的，打倒日本帝国主义的同时，也应学习它先进的东西。
1695135206# #
1700050256# #山西省阳泉市委原常委、组织部部长金所军（副厅级）涉嫌受贿一案，由山西省监察委员会调查终结，移送检察机关审查起诉。经山西省人民检察院指定管辖，由吕梁市人民检察院审查起诉。日前，吕梁市人民检察院依法以涉嫌受贿罪对金所军作出逮捕决定。
1688916174# #11部门联合部署开展论坛活动专项清理整治。。近期，11部门联合印发了《关于开展论坛活动专项清理整治工作的通知》，部署在全国范围内开展对论坛活动乱象的清理整治。。。近期，中央宣传部、中央网信办、中央外办、外交部、教育部、公安部、民政部、文化和旅游部、人力资源社会保障部、国资委、市场监管总
1691196573# #最高院：挂靠人以被挂靠人名义对外签订合同的效力，应根据合同相对人在签订协议时是否善意、是否知道挂靠事实来作出认定！
1689474303# #河北一学生因罚站中暑去世？官方：系教室外走廊吃早餐突然晕倒。网民呼声求真相！
1701751427# #演员不得以假唱欺骗观众，演出举办单位不得组织演员假唱。任何单位或者个人不得为假唱提供条件。演出举办单位应当派专人对演出进行监督，防止假唱行为的发生。
1703807870# #安门落锁，如此繁琐，私密上锁，费劲解锁？
1701466239# #FBI特工在白宫附近被持枪劫车，防弹衣、无线电被一同劫走。。当地时间29日下午，美国一名联邦调查局（FBI）特工在白宫附近街区遭遇持枪劫车。。。据美国广播公司（ABC）等多家媒体30日报道，案发时，这名FBI特工正驾驶一辆蓝色雪佛兰迈锐宝轿车，车内装有他的防弹衣和内部通讯用的无线电。。。华盛顿特区警方
1701556627# #牛郎织女说的是驭牛耕地的男人，而织女则是织布持家的女子，而这个织女却是一个哲学家！
1691847492# #
1703495757# #山西大同“订婚强奸案”一审宣判，官方对“骗婚”作出回应
1697765108# #学校不得占用国家法定节假日、休息日及寒暑假期，组织义务教育阶段的未成年学生集体补课，加重其学习负担。
1695912780# #
1692249110# #
1701851722# #多家上市公司高管因涉嫌内幕交易等接连“翻车”
1700050270# #
1693465220# #
1692154493# #
1693526490# #2023年9月1日，星期五，癸卯兔年七月十七，二十四节气处暑第10天。今天白天晴转多云，早晨有轻雾,北转南风2、3级,最高气温30℃。今天夜间多云间晴,南转北风1、2级,最低气温20℃。PM2.5指数45，空气质量优。。北京：机动车尾号限行7和2。
1689470761# #司法厅长指使、假“中纪委领导”指挥，8名专案组狱警被诉刑讯逼供。。假“中纪委领导”及专案组的秘密审讯，幕后主使都是时任河南省司法厅厅长王文海。涉案狱警承认存在疲劳审讯，但不是刑讯逼供。表示当年对服刑人员采取强光灯照射烘烤等审讯手段，均是在那位指导专案的“中纪委副部级领导”要求下进行
1688272335# #
1696994208# #
1691227231# #断崖旁消防员用身躯做人墙保护孩子和平年代消防员牺牲人员较多，向英雄致敬！
1695201569# #落马贪官被纪委再通报，其前任8年向女儿转移现金近2000万
1686980466# #
1701333595# #杨鸣被曝离婚谁叫杨鸣？
1699927488# #
1695282624# #
1702080520# #山西一女性公职人员实名举报两任局长，当地最新通报：已成立联合调查组。。山西柳林县人民政府新闻办公室12月7日发布《情况通报》：2023年12月6日，网传“山西一女性公职人员实名举报两任局长”的消息引发网民关注，柳林县纪委对此高度重视，已成立联合调查组，对相关情况进行调查核实，感谢媒体和网友对
1696210554# #
1700127636# #
1692317858# #
1697245661# #参加基本养老保险的个人，因病或者非因工死亡的，其遗属可以领取丧葬补助金和抚恤金；在未达到法定退休年龄时因病或者非因工致残完全丧失劳动能力的，可以领取病残津贴。所需资金从基本养老保险基金中支付。
1703218145# #烂肉必须剔除
1688825105# #
1703690976# #这条高铁沿途串起9个5A景区名副其实的旅游高铁
1692246384# #北海一浴场突发不明鱼类伤人事件，海洋生物科普博主分析“公牛真鲨”的概率偏大。。8月17日，广西北海侨港浴场管理处发布关于暂停侨港浴场涉水活动的通告。通告称，2023年8月16日下午，有游客在侨港浴场下海时疑似被不明鱼类咬伤，具体原因正在全力调查中，为了确保游客人身安全，现暂停侨港浴场的一切涉
1701955885# #
1703470380# #权利人、利害关系人可以申请查询、复制不动产登记资料，登记机构应当提供。
1692489557# #女生大专休学4年复读圆梦北影有志者事竟成！
1691567931# #
1703552725# #在母亲面前还是那个调皮的玩童可爱
1696813212# #
1700400290# #
1695025509# #
1698294726# #祝福新人！
1696943957# #
1700812957# #自娱自乐
1696153323# #国家发展改革委公布修订后的《粮食质量安全监管办法》，自2023年10月1日起施行。《办法》完善粮食流通环节的质量安全管理规定，增加了建立监测机制，强化全过程信息化管理等内容。完善粮食收购入库和销售出库等重点环节质量安全检验制度，增加了粮食经营者收购粮食应当严格执行国家粮食质量标准和政策
1694736495# #国家发改委：14日表示，目前已经具备了连接闽台两地高速通道的工程技术能力，将争取早日实现两岸民众坐着高铁轻松跨过台湾海峡的梦想，促进更多台湾地区的商品搭乘中欧班列等畅达欧亚市场，更好惠及两岸同胞。
1701762234# #副巿长受贿近30年盖山庄存放玉器古玩
1691162237# #北海明天将有大暴雨！广西气象局已启动重大气象灾害（暴雨）Ⅳ级应急响应！
1703155746# #
1693784064# #试用买卖的买受人在试用期内可以购买标的物，也可以拒绝购买。试用期限届满，买受人对是否购买标的物未作表示的，视为购买。
